record_id	expected_md5	local_file
14848069	e42173e1d8297cd64420fd9682c42674	03_data_raw/hpv_specific/fiji_nct02276521/NCOMMS-24-64334A_HPV_collated_antibody_feature_data.xlsx
14848092	72d29ed3ef23f6f9961f0d58445fc786	03_data_raw/hpv_specific/fiji_nct02276521/source_code/countmember.m
14848092	4f86c67429b16a69656e7d0f43e9f96b	03_data_raw/hpv_specific/fiji_nct02276521/source_code/Figure_3_polar_plot_code.R
14848092	67d17c68469a3479a3881265ab157f1e	03_data_raw/hpv_specific/fiji_nct02276521/source_code/Figure_4_Supp_Fig_9_polar_plot_code.R
14848092	fc52df9ca5963ce00db37dc50e43cbc8	03_data_raw/hpv_specific/fiji_nct02276521/source_code/lassotest.m
