previous_4vHPV_doses	visit	prior_4vHPV_exposure_status	immunization_context	response_type	antigen_target	antigen_class	feature	assay_family	outcome_family	floor_severity	minimum_fraction	participants	observations	mean_log2_value	sd_log2_value	se_log2_value	ci95_lower_log2	ci95_upper_log2	geometric_mean	geometric_mean_ci95_lower	geometric_mean_ci95_upper	raw_median	raw_q1	raw_q3	raw_minimum	raw_maximum
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV18	vaccine_target_2vHPV_and_4vHPV	FcgR2A	fc_gamma_receptor_binding	Fc-receptor engagement	low	0.0875	20	20	8.986664230101871	2.253643884151272	0.5039300922038905	7.931926425378954	10.041402034824788	507.28905723159045	244.20119084023364	1053.8121730752723	933.0	319.625	1375.375	5.800000000000001	1962.8
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV18	vaccine_target_2vHPV_and_4vHPV	FcgR2B	fc_gamma_receptor_binding	Fc-receptor engagement	none	0.0125	20	20	8.573289854461859	2.4969710794725417	0.5583397071551632	7.404671416854836	9.741908292068882	380.9056439357145	169.4447839878058	856.2618817025543	636.25	350.0	997.05	2.0	2553.5
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV18	vaccine_target_2vHPV_and_4vHPV	FcgR3A	fc_gamma_receptor_binding	Fc-receptor engagement	low	0.125	20	20	7.478547023270383	2.6721525068756966	0.5975114651620531	6.227941153901481	8.729152892639284	178.3474802996889	74.9543942203194	424.3623614080938	355.75	70.75	612.125	1.0	1495.5
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV18	vaccine_target_2vHPV_and_4vHPV	ADCP	antibody_dependent_cellular_phagocytosis	Phagocytic function	none	0.0125	20	20	4.989071601870895	0.765289949128325	0.17112403487482905	4.63090488059048	5.347238323151311	31.758516146153948	24.776575274470165	40.70794032800764	33.0136915	29.21316325	41.9484279375	4.035025	51.89940625
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV18	vaccine_target_2vHPV_and_4vHPV	nAb	neutralizing_antibody	Neutralization	high	0.35	20	20	8.243856189774728	2.2803508501982765	0.5099019513592786	7.176619140190046	9.31109323935941	303.1433133020804	144.66971591668548	635.2115079335994	300.0	50.0	1000.0	50.0	3200.0
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV31	cross_reactive_non_booster_target	IgG	antibody_isotype_or_subclass	Antibody abundance	none	0.0125	20	20	9.448152634197069	2.1129555434280096	0.47247122285400384	8.459258999747952	10.437046268646185	698.517589287355	351.9578856151953	1386.3216097316854	626.85	343.525	958.0999999999999	54.8	18418.7
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV31	cross_reactive_non_booster_target	IgM	antibody_isotype_or_subclass	Antibody abundance	none	0.0125	20	20	8.611668810608814	1.0601253113784619	0.23705122609103718	8.115514892273302	9.107822728944326	391.17457980058674	277.3405757711313	551.7315721174522	387.85	307.75	591.9000000000001	78.50000000000001	1296.2
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV31	cross_reactive_non_booster_target	IgA1	antibody_isotype_or_subclass	Antibody abundance	low	0.05	20	20	7.731991470815954	2.167401229307518	0.484645648324822	6.717616471007814	8.746366470624094	212.59906928213476	105.24562636393568	429.45598616455163	168.25	122.95	362.95	21.0	24908.5
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV31	cross_reactive_non_booster_target	IgA2	antibody_isotype_or_subclass	Antibody abundance	high	0.575	20	20	2.9954651769949345	3.9080907484205154	0.8738756575706301	1.1664224051377674	4.824507948852101	7.974893081715026	2.2445440425124	28.334894954254306	1.0	1.0	75.5	1.0	10386.0
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV31	cross_reactive_non_booster_target	IgG1	antibody_isotype_or_subclass	IgG subclass architecture	none	0.0125	20	20	8.611822189009372	2.5342728471895377	0.5666806359847743	7.425745986725866	9.797898391292877	391.2161692696671	171.93816291809898	890.1461345200988	451.5	135.4	935.5250000000001	8.0	11933.5
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV31	cross_reactive_non_booster_target	IgG2	antibody_isotype_or_subclass	IgG subclass architecture	high	0.3875	20	20	1.9757794015276837	2.268275312279397	0.5072017789941295	0.914193877654307	3.0373649254010604	3.9334068038631957	1.8845157828594876	8.209901570153564	3.0	1.0	9.900000000000004	1.0	143.2
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV31	cross_reactive_non_booster_target	IgG3	antibody_isotype_or_subclass	IgG subclass architecture	none	0.0125	20	20	5.411223810576123	3.6524110622893433	0.816703941705119	3.7018428152572653	7.120604805894981	42.55402851238776	13.012649336608545	139.16038892546277	42.15	16.05	91.1	0.5	18549.2
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV31	cross_reactive_non_booster_target	IgG4	antibody_isotype_or_subclass	IgG subclass architecture	none	0.0125	20	20	0.9189028864666454	1.930202243929103	0.43160634277481047	0.015540429003789047	1.8222653439295018	1.890676960242243	1.0108300293094008	3.5363604803401576	1.0	1.0	1.375	1.0	83.5
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV31	cross_reactive_non_booster_target	FcgR2A	fc_gamma_receptor_binding	Fc-receptor engagement	low	0.125	20	20	5.528834882463714	3.627154258988205	0.8110563487975504	3.8312744349499033	7.226395329977525	46.16843366510297	14.234051294586639	149.74824967081963	55.0	3.75	315.125	1.0	2890.3
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV31	cross_reactive_non_booster_target	FcgR2B	fc_gamma_receptor_binding	Fc-receptor engagement	moderate	0.1875	20	20	5.27831643092264	3.6782096042419767	0.8224726710577659	3.556861346305321	6.999771515539959	38.80892136153575	11.76852287015206	127.97972981518328	65.5	4.0	189.3	1.0	1563.0
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV31	cross_reactive_non_booster_target	FcgR3A	fc_gamma_receptor_binding	Fc-receptor engagement	moderate	0.1625	20	20	4.6408213568402354	3.1655440509954635	0.7078371683795917	3.1593011368175183	6.1223415768629526	24.94746562735465	8.933968307539638	69.66400817683675	25.25	8.75	90.875	1.0	1107.8
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV33	cross_reactive_non_booster_target	IgG	antibody_isotype_or_subclass	Antibody abundance	none	0.0125	20	20	8.756847015112474	1.234978888490098	0.27614967454409917	8.178859103674661	9.334834926550286	432.5871543937258	289.7890162150901	645.7513420990617	435.0	255.8	727.1500000000001	82.0	2216.5
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV33	cross_reactive_non_booster_target	IgM	antibody_isotype_or_subclass	Antibody abundance	none	0.0125	20	20	11.201926711941303	0.8569632235933414	0.1916228022172063	10.800855577527573	11.602997846355033	2355.678127480498	1783.9451928981555	3110.644577188436	2578.3	1829.875	3070.975	532.8	8704.0
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV33	cross_reactive_non_booster_target	IgA1	antibody_isotype_or_subclass	Antibody abundance	none	0.0375	20	20	7.085648463255994	2.338995379675731	0.5230152668012864	5.990964929018147	8.180331997493843	135.82906969134584	63.60044386826169	290.0850222277034	196.5	86.125	353.0	1.0	1024.0
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV33	cross_reactive_non_booster_target	IgA2	antibody_isotype_or_subclass	Antibody abundance	high	0.5125	20	20	2.996344666578041	3.0446024150822795	0.6807937964584008	1.5714268744986852	4.421262458657397	7.979756184102969	2.9719850825571092	21.42558155202517	7.0	1.0	56.875	1.0	203.5
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV33	cross_reactive_non_booster_target	IgG1	antibody_isotype_or_subclass	IgG subclass architecture	none	0.0125	20	20	7.559203451750423	1.4334625984515323	0.3205319813341111	6.888322304610988	8.230084598889858	188.60229898397372	118.46542954667697	300.26335377465404	213.9	112.25	302.3	10.3	1476.2
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV33	cross_reactive_non_booster_target	IgG2	antibody_isotype_or_subclass	IgG subclass architecture	high	0.35	20	20	3.1344587173845633	3.3896808015840265	0.7579556694367859	1.5480392690782525	4.720878165690874	8.781447193987209	2.924194490100257	26.37095962045328	5.25	1.0	44.2	1.0	2471.7
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV33	cross_reactive_non_booster_target	IgG3	antibody_isotype_or_subclass	IgG subclass architecture	none	0.025	20	20	6.823110021526865	2.643326659126881	0.591065809654512	5.585995064181676	8.060224978872055	113.22981042434503	48.034366782670794	266.91285484705304	144.5	58.0	289.375	1.0	3606.5
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV33	cross_reactive_non_booster_target	IgG4	antibody_isotype_or_subclass	IgG subclass architecture	none	0.0125	20	20	1.8844566622525925	2.618482794161446	0.5855105525658583	0.6589689916223773	3.1099443328828076	3.69213847359384	1.5789538359981399	8.633492757927542	1.0	1.0	12.724999999999998	1.0	111.0
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV33	cross_reactive_non_booster_target	FcgR2A	fc_gamma_receptor_binding	Fc-receptor engagement	moderate	0.2875	20	20	2.5097503038469067	2.3385412514504367	0.5229137206430605	1.4152793081608583	3.604221299532955	5.695214991001616	2.667113661845334	12.16126416273086	6.5	1.0	14.8125	1.0	153.0
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV33	cross_reactive_non_booster_target	FcgR2B	fc_gamma_receptor_binding	Fc-receptor engagement	none	0.025	20	20	6.081393968926818	1.1974977868027272	0.26776864541964485	5.520947753047184	6.641840184806452	67.71455053156915	45.91672221110503	99.86035877324619	81.15	41.125	114.5	14.0	259.5
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV33	cross_reactive_non_booster_target	FcgR3A	fc_gamma_receptor_binding	Fc-receptor engagement	high	0.4125	20	20	2.5900706213362454	2.283233249726203	0.5105464754875543	1.5214845672474357	3.658656675425055	6.021281730072475	2.87086316254146	12.628896474748291	9.5	1.0	17.95	1.0	175.0
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV45	cross_reactive_non_booster_target	IgG	antibody_isotype_or_subclass	Antibody abundance	none	0.0125	20	20	8.750243556218349	1.3708881493361869	0.3065399091464597	8.108648152738684	9.391838959698013	430.61165446526564	276.02366511823595	671.7771712866906	428.25	222.75	698.375	76.5	2846.8
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV45	cross_reactive_non_booster_target	IgM	antibody_isotype_or_subclass	Antibody abundance	none	0.0125	20	20	10.077242112412085	1.0567019274396983	0.23628573417102156	9.582690387078621	10.571793837745549	1080.3193361553408	766.7914217114183	1522.043459310308	1061.75	834.05	1734.8	239.3	3634.5
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV45	cross_reactive_non_booster_target	IgA1	antibody_isotype_or_subclass	Antibody abundance	none	0.0375	20	20	8.346753351082786	2.614169140406275	0.5845459902630623	7.1232845325542975	9.570222169611274	325.5540669423172	139.41911189854767	760.1931260314306	332.75	234.75	513.725	1.0	26443.5
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV45	cross_reactive_non_booster_target	IgA2	antibody_isotype_or_subclass	Antibody abundance	high	0.3875	20	20	4.07833184954063	5.12993368913628	1.1470880448974996	1.677448979046018	6.479214720035243	16.892744714175127	3.1986186040209783	89.21502039022725	1.0	1.0	1247.5	1.0	1803.5
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV45	cross_reactive_non_booster_target	IgG1	antibody_isotype_or_subclass	IgG subclass architecture	none	0.0125	20	20	8.091989672172595	1.7637172742225307	0.3943791718252216	7.266544578984797	8.917434765360394	272.8548111394518	153.9741740438786	483.5210087941743	310.6	136.55	502.5	22.3	2671.0
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV45	cross_reactive_non_booster_target	IgG2	antibody_isotype_or_subclass	IgG subclass architecture	high	0.5	20	20	1.8040636147803333	2.7046423825342965	0.6047764222173676	0.5382520155404151	3.0698752140202514	3.492024339878013	1.452211935736814	8.397007138020417	1.0	1.0	18.95	1.0	204.0
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV45	cross_reactive_non_booster_target	IgG3	antibody_isotype_or_subclass	IgG subclass architecture	low	0.0625	20	20	5.655063669809687	2.333331674195442	0.52174882375544	4.563030831330334	6.74709650828904	50.389934287605605	23.637914169506445	107.41833899984196	61.9	20.125	124.9	1.0	1778.7
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV45	cross_reactive_non_booster_target	IgG4	antibody_isotype_or_subclass	IgG subclass architecture	none	0.0125	20	20	2.2843963204451114	2.7219976757262536	0.6086571837520331	1.010462193963716	3.558330446926507	4.871602160882567	2.014556397037428	11.780512895452478	1.75	1.0	22.400000000000002	1.0	146.0
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV45	cross_reactive_non_booster_target	FcgR2A	fc_gamma_receptor_binding	Fc-receptor engagement	moderate	0.175	20	20	4.553588049635723	3.5796493945405228	0.8004339381808573	2.8782605630584515	6.228915536212994	23.48370362990404	7.352630895920062	75.00503479416925	27.0	2.25	192.60000000000002	1.0	1472.5
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV45	cross_reactive_non_booster_target	FcgR2B	fc_gamma_receptor_binding	Fc-receptor engagement	moderate	0.1875	20	20	4.152407331555884	2.929991055884529	0.6551659174424191	2.781129306720443	5.523685356391326	17.782759746942357	6.873902110113307	46.00393475959185	60.25	1.0	80.125	1.0	142.2
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV45	cross_reactive_non_booster_target	FcgR3A	fc_gamma_receptor_binding	Fc-receptor engagement	high	0.325	20	20	2.457707939024538	2.7229698386738947	0.6088745659956464	1.183318826278259	3.7320970517708174	5.493432723801947	2.2709860220717584	13.28841428244798	4.050000000000001	1.0	19.349999999999998	1.0	309.5
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV52	cross_reactive_non_booster_target	IgG	antibody_isotype_or_subclass	Antibody abundance	none	0.0125	20	20	9.185577598463617	1.9411909181789084	0.43406348503532716	8.277072283144395	10.094082913782838	582.2833670398692	310.20374277479164	1093.0039608756128	487.15	214.72500000000002	1126.525	100.5	32531.2
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV52	cross_reactive_non_booster_target	IgM	antibody_isotype_or_subclass	Antibody abundance	none	0.0125	20	20	9.813702835296777	1.147919301478635	0.25668255907903026	9.276460064797297	10.350945605796257	899.9511203607043	620.144266882283	1306.0058155665026	1038.4	580.5	1263.05	157.8	4109.5
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV52	cross_reactive_non_booster_target	IgA1	antibody_isotype_or_subclass	Antibody abundance	moderate	0.175	20	20	6.743578986380077	4.222734916544409	0.94423223243552	4.767278210944919	8.719879761815234	107.15675488173267	27.232890459303295	421.64345844754297	150.55	52.125	512.375	1.0	25973.8
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV52	cross_reactive_non_booster_target	IgA2	antibody_isotype_or_subclass	Antibody abundance	none	0.0125	20	20	3.8849223253083296	3.9444500917304	0.8820058538964455	2.038862856974169	5.73098179364249	14.773321554720933	4.109215115720284	53.11258320943998	14.5	1.0	94.2	1.0	4403.0
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV52	cross_reactive_non_booster_target	IgG1	antibody_isotype_or_subclass	IgG subclass architecture	none	0.0125	20	20	8.093269387684071	2.351111993404816	0.5257246239968206	6.992915103663986	9.193623671704156	273.09694924579816	127.37294882770823	585.5398997494026	323.4	96.1	451.9	7.3	26510.5
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV52	cross_reactive_non_booster_target	IgG2	antibody_isotype_or_subclass	IgG subclass architecture	high	0.4125	20	20	3.07774464268329	3.17874272317817	0.7107884812009184	1.5900472539334525	4.565442031433128	8.442935207586213	3.0105921019324424	23.6774536390179	8.75	1.0	32.575	1.0	1781.5
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV52	cross_reactive_non_booster_target	IgG3	antibody_isotype_or_subclass	IgG subclass architecture	low	0.0875	20	20	6.022251098898552	3.4716173386318694	0.7762772361047766	4.397484170841692	7.647018026955412	64.9947417081462	21.07534248603217	200.43880437569797	41.4	18.95	128.9	1.0	32228.8
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV52	cross_reactive_non_booster_target	IgG4	antibody_isotype_or_subclass	IgG subclass architecture	none	0.0125	20	20	0.9306998300545765	2.1623550902438486	0.48351729732779375	-0.08131350397496806	1.9427131640841209	1.906200441530415	0.9451966990343562	3.8442793198526335	1.0	1.0	1.0	1.0	90.2
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV52	cross_reactive_non_booster_target	FcgR2A	fc_gamma_receptor_binding	Fc-receptor engagement	high	0.3375	20	20	3.220551774564637	3.637428223564761	0.8133536771167107	1.5181829636179498	4.922920585511324	9.321433094553303	2.8643007120362096	30.335193009278967	3.8999999999999986	1.0	61.925	1.0	626.3
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV52	cross_reactive_non_booster_target	FcgR2B	fc_gamma_receptor_binding	Fc-receptor engagement	high	0.3875	20	20	3.761809769168535	3.751818685469036	0.8389321619962666	2.0059045740936194	5.517714964243451	13.56493067205489	4.016404502315215	45.813947283344206	8.5	1.0	90.625	1.0	1841.5
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV52	cross_reactive_non_booster_target	FcgR3A	fc_gamma_receptor_binding	Fc-receptor engagement	moderate	0.25	20	20	3.193372835503602	3.1360647630115026	0.7012453991935488	1.7256493469483796	4.661096324058825	9.147470357526847	3.3072895255514405	25.30054090981969	9.25	1.0	25.125	1.0	1163.5
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV58	cross_reactive_non_booster_target	IgG	antibody_isotype_or_subclass	Antibody abundance	none	0.0125	20	20	8.89431800593336	1.2102238852466702	0.27061428754054595	8.327915792644443	9.460720219222278	475.83513957830564	321.3308737512775	704.6290865681419	379.75	303.225	875.575	64.0	1726.5
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV58	cross_reactive_non_booster_target	IgM	antibody_isotype_or_subclass	Antibody abundance	none	0.0125	20	20	10.841915619687065	0.6691070911309469	0.14961689399959438	10.528763861600062	11.155067377774067	1835.4468460076023	1477.317150255425	2280.393972233237	2012.0	1415.2	2668.5	637.0	3699.8
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV58	cross_reactive_non_booster_target	IgA1	antibody_isotype_or_subclass	Antibody abundance	none	0.0125	20	20	8.120298016928576	1.197362665874169	0.26773843146150095	7.559915039590116	8.680680994267036	278.26159925575854	188.6953472041173	410.3414247761741	275.0	149.625	442.5	66.5	1509.8
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV58	cross_reactive_non_booster_target	IgA2	antibody_isotype_or_subclass	Antibody abundance	high	0.5125	20	20	1.8591348474534928	3.0445265667573964	0.680776836257359	0.43425255348288516	3.2840171414241004	3.6279003965872847	1.3512106023488228	9.740643882366768	1.0	1.0	19.875	1.0	259.3
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV58	cross_reactive_non_booster_target	IgG1	antibody_isotype_or_subclass	IgG subclass architecture	none	0.0125	20	20	7.786163923108106	1.7568064348879895	0.39283386117186025	6.963953202289326	8.608374643926885	220.73382650400342	124.84144944022245	390.28241326555224	298.4	115.675	434.75	10.3	1102.8
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV58	cross_reactive_non_booster_target	IgG2	antibody_isotype_or_subclass	IgG subclass architecture	none	0.0125	20	20	2.1857043027868315	2.5732524430037453	0.5753967385823777	0.9813850881058519	3.390023517467811	4.549488345105032	1.9743600230204905	10.483318118739945	1.3999999999999986	1.0	24.875	0.5	77.0
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV58	cross_reactive_non_booster_target	IgG3	antibody_isotype_or_subclass	IgG subclass architecture	low	0.05	20	20	5.951415162705872	2.638138184704004	0.5899056315036049	4.71672848613793	7.186101839273814	61.880594958418094	26.29521679243973	145.6237483278234	78.0	47.875	172.95	1.0	2104.2
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV58	cross_reactive_non_booster_target	IgG4	antibody_isotype_or_subclass	IgG subclass architecture	none	0.0125	20	20	0.8713197772717475	1.907981112937066	0.4266375468312983	-0.021642870759891686	1.7642824253033866	1.8293356112691996	0.9851102699910115	3.397049935017113	1.0	1.0	1.0749999999999993	0.7000000000000028	52.0
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV58	cross_reactive_non_booster_target	FcgR2A	fc_gamma_receptor_binding	Fc-receptor engagement	moderate	0.2	20	20	3.1033338756732745	3.143005544667873	0.7027974051536116	1.6323620013110558	4.574305750035493	8.594024414783377	3.1002015294000045	23.823372429658363	5.15	1.2250000000000005	34.625	1.0	458.0
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV58	cross_reactive_non_booster_target	FcgR2B	fc_gamma_receptor_binding	Fc-receptor engagement	low	0.075	20	20	4.996834284844407	2.2826897068043963	0.5104249355953694	3.928502616673511	6.065165953015304	31.929859174274252	15.226396180887035	66.95713777425124	58.65	20.375	85.875	1.0	292.0
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	HPV58	cross_reactive_non_booster_target	FcgR3A	fc_gamma_receptor_binding	Fc-receptor engagement	high	0.325	20	20	2.0004901534961865	2.414213223103465	0.5398344879038214	0.8706035849143219	3.130376722078051	4.001359224939946	1.828427705577161	8.756635878014118	1.8999999999999986	1.0	12.625	1.0	209.5
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	BPV	heterologous_control_antigen	IgG	antibody_isotype_or_subclass	Antibody abundance	none	0.0125	20	20	7.934711469556904	1.1882385878155748	0.2656982255843978	7.378598692195166	8.490824246918642	244.67306325044115	166.41004280783417	359.7433596569938	231.3	155.7	349.325	43.0	1301.5
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	BPV	heterologous_control_antigen	IgM	antibody_isotype_or_subclass	Antibody abundance	none	0.0125	20	20	9.25863178091532	1.0395626497778288	0.23245327517730316	8.77210148444324	9.745162077387398	612.5279137097741	437.1854219074927	858.1952331270502	609.55	524.0999999999999	884.425	93.5	1786.0
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	BPV	heterologous_control_antigen	IgA1	antibody_isotype_or_subclass	Antibody abundance	low	0.0875	20	20	6.319631208730053	2.658268511628827	0.5944069094449247	5.075523249155351	7.563739168304755	79.87273492186452	33.71978071566947	189.19618243347088	114.75	53.7	188.45	1.0	1165.0
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	BPV	heterologous_control_antigen	IgA2	antibody_isotype_or_subclass	Antibody abundance	none	0.0125	20	20	2.780605800496215	3.265131358082558	0.7301055672138806	1.252477286060174	4.308734314932256	6.871408251312504	2.3825017702023548	19.817929181305626	1.0	1.0	59.0	1.0	263.5
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	BPV	heterologous_control_antigen	IgG1	antibody_isotype_or_subclass	IgG subclass architecture	none	0.0125	20	20	6.865982527817553	1.3470072303711513	0.3011999733293613	6.235563738452073	7.496401317183033	116.64515124760182	75.35146929693192	180.56836099584723	149.75	73.25	209.22500000000002	14.3	415.5
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	BPV	heterologous_control_antigen	IgG2	antibody_isotype_or_subclass	IgG subclass architecture	high	0.45	20	20	3.3537060734735507	3.347330269407908	0.7484858025538766	1.7871072843452132	4.920304862601888	10.22271197594034	3.451222014754815	30.28024267817448	18.1	1.0	69.45	1.0	639.2
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	BPV	heterologous_control_antigen	IgG3	antibody_isotype_or_subclass	IgG subclass architecture	low	0.0625	20	20	5.712837873979888	2.657122552133324	0.5941506651117842	4.469266239958255	6.956409508001521	52.44880050859437	22.150482806766675	124.19037087308874	69.1	24.15	162.2	1.0	635.5
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	BPV	heterologous_control_antigen	IgG4	antibody_isotype_or_subclass	IgG subclass architecture	high	0.6875	20	20	1.3808973329930065	2.3977501920119018	0.5361532422401786	0.2587157001353324	2.5030789658506807	2.604303041623946	1.1964131728453788	5.6689398667196675	1.0	1.0	5.0	1.0	136.5
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	BPV	heterologous_control_antigen	FcgR2A	fc_gamma_receptor_binding	Fc-receptor engagement	moderate	0.2125	20	20	1.6338549542542276	1.4072462095571483	0.31466981856486975	0.9752434548016714	2.292466453706784	3.1034113904856904	1.9659729270498634	4.8989292406222695	4.199999999999999	1.0	7.5	1.0	12.199999999999996
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	BPV	heterologous_control_antigen	FcgR2B	fc_gamma_receptor_binding	Fc-receptor engagement	high	0.75	20	20	0.7687100137285354	1.6214062006922358	0.3625574483887506	0.009868553145998105	1.5275514743110727	1.7037456974497849	1.0068638084857273	2.882961307293628	1.0	1.0	1.0	1.0	34.3
1	v1	previously_4vHPV_vaccinated	six_year_4vHPV_persistence	long_term_persistence	BPV	heterologous_control_antigen	FcgR3A	fc_gamma_receptor_binding	Fc-receptor engagement	high	0.3875	20	20	1.9887926258115383	1.6574937131261724	0.37062686148286567	1.213061689518061	2.7645235621050155	3.96904694362015	2.3182910316181973	6.795235553175746	5.800000000000001	1.0	9.575	1.0	20.5
1	v2	previously_4vHPV_vaccinated	heterologous_2vHPV_recall_day28	memory_recall	HPV16	vaccine_target_2vHPV_and_4vHPV	IgG	antibody_isotype_or_subclass	Antibody abundance	none	0.0125	20	20	14.984550022390005	0.05069951861604154	0.011336757005198494	14.960821917279143	15.008278127500867	32418.95624483343	31890.12025159264	32956.56196065728	32669.75	32667.325	32691.05	27923.3	32711.5
