model_id	model_family	contrast_type	contrast_label	previous_4vHPV_doses	antigen_target	antigen_class	feature	assay_family	outcome_family	maximum_floor_severity	fit_method	estimate_log2	standard_error	ci95_lower	ci95_upper	test_statistic	p_value	ratio_effect	ratio_ci95_lower	ratio_ci95_upper	bh_family	q_value	fdr_significant_0_05	phase2B1_mean_log2_change	phase2B1_p_value	phase2B1_q_value	effect_difference	effect_direction_agreement
HPVVT-FJ-M06	Heterologous BPV control	within_trajectory	dose2_v2_minus_v1	2	BPV	heterologous_control_antigen	FcgR3A	fc_gamma_receptor_binding	Fc-receptor engagement	high	mixedlm_lbfgs	1.183176571426511	0.3437205088292229	0.5094967533734525	1.8568563894795695	3.44226352816896	0.0005768679760561655	2.270762105828971	1.4235535393675087	3.6221753511004704	HPVVT-FJ-M06|Fc-receptor engagement|within_trajectory	0.0034612078563369926	yes	1.183176571426511	0.0011707506013852	0.0070245036083113	0.0	yes
HPVVT-FJ-M06	Heterologous BPV control	within_trajectory	dose3_v2_minus_v1	3	BPV	heterologous_control_antigen	FcgR3A	fc_gamma_receptor_binding	Fc-receptor engagement	high	mixedlm_lbfgs	1.1548898546707342	0.36135851507931466	0.4466401796084035	1.8631395297330648	3.195966903996291	0.0013936309655699808	2.2266732303148817	1.3628626553739471	3.6379848365868503	HPVVT-FJ-M06|Fc-receptor engagement|within_trajectory	0.005574523862279923	yes	1.154889854670735	0.0153329478173532	0.0459988434520598	-6.661338147750939e-16	yes
HPVVT-FJ-M06	Heterologous BPV control	within_trajectory	dose0_v2_minus_v1	0	BPV	heterologous_control_antigen	IgA1	antibody_isotype_or_subclass	Antibody abundance	low	mixedlm_powell	0.9966010300604478	0.5461657307144857	-0.07386413172994577	2.0670661918508415	1.8247227425944674	0.06804287949374516	1.9952935734547066	0.9500898549968726	4.190336759550767	HPVVT-FJ-M06|Antibody abundance|within_trajectory	0.2177372143799845	no	0.9966010300604454	0.0037296580103515	0.0198915093885416	2.3314683517128287e-15	yes
HPVVT-FJ-M06	Heterologous BPV control	within_trajectory	dose1_v2_minus_v1	1	BPV	heterologous_control_antigen	IgA1	antibody_isotype_or_subclass	Antibody abundance	low	mixedlm_powell	0.2741076056527221	0.5461657307144889	-0.7963575561376779	1.344572767443122	0.5018762442201143	0.6157545766503691	1.209245865952878	0.5758010975044181	2.5395498040239595	HPVVT-FJ-M06|Antibody abundance|within_trajectory	0.8795511131220441	no	0.2741076056527217	0.7096423363939056	0.8726851809011726	3.885780586188048e-16	yes
HPVVT-FJ-M06	Heterologous BPV control	within_trajectory	dose2_v2_minus_v1	2	BPV	heterologous_control_antigen	IgA1	antibody_isotype_or_subclass	Antibody abundance	low	mixedlm_powell	0.5867816619183206	0.5330031764462588	-0.45788536756179443	1.6314486913984356	1.1008971200333626	0.2709414356430879	1.5018926126730492	0.7280526211886537	3.0982395425198024	HPVVT-FJ-M06|Antibody abundance|within_trajectory	0.48167366336548967	no	0.5867816619183217	0.3262154428581963	0.579938565081238	-1.1102230246251565e-15	yes
HPVVT-FJ-M06	Heterologous BPV control	within_trajectory	dose3_v2_minus_v1	3	BPV	heterologous_control_antigen	IgA1	antibody_isotype_or_subclass	Antibody abundance	low	mixedlm_powell	1.1527572804020574	0.5603542163638355	0.05448319774377475	2.2510313630603402	2.0571939083145527	0.039667577285555145	2.2233842205045034	1.038487029807896	4.760230267779924	HPVVT-FJ-M06|Antibody abundance|within_trajectory	0.15867030914222058	no	1.1527572804020554	0.0471467961843282	0.1508697477898502	1.9984014443252818e-15	yes
HPVVT-FJ-M06	Heterologous BPV control	within_trajectory	dose0_v2_minus_v1	0	BPV	heterologous_control_antigen	IgA2	antibody_isotype_or_subclass	Antibody abundance	high	mixedlm_lbfgs	0.9365258917708117	0.5402757492941604	-0.12239511856613428	1.9954469021077577	1.733422040493821	0.08302068292199451	1.9139138496820713	0.9186612503785613	3.987396031448341	HPVVT-FJ-M06|Antibody abundance|within_trajectory	0.22138848779198536	no	0.9365258917708024	0.0568881398434386	0.1517017062491697	9.325873406851315e-15	yes
HPVVT-FJ-M06	Heterologous BPV control	within_trajectory	dose1_v2_minus_v1	1	BPV	heterologous_control_antigen	IgA2	antibody_isotype_or_subclass	Antibody abundance	high	mixedlm_lbfgs	0.11975710780333737	0.5402757492941579	-0.9391639025336037	1.1786781181402786	0.221659232271287	0.8245791685519164	1.0865519152006664	0.5215350425439886	2.2636926919952067	HPVVT-FJ-M06|Antibody abundance|within_trajectory	0.8795511131220441	no	0.1197571078033375	0.8651335948773705	0.9228091678691952	-1.249000902703301e-16	yes
HPVVT-FJ-M06	Heterologous BPV control	within_trajectory	dose2_v2_minus_v1	2	BPV	heterologous_control_antigen	IgA2	antibody_isotype_or_subclass	Antibody abundance	high	mixedlm_lbfgs	0.7795382084971864	0.5272551431484923	-0.2538628827373691	1.8129392997317417	1.4784838396116753	0.13927831946103994	1.716581325307328	0.838647887798181	3.5135740389570613	HPVVT-FJ-M06|Antibody abundance|within_trajectory	0.3122109804450359	no	0.7795382084971871	0.155163446175211	0.3546593055433394	-7.771561172376096e-16	yes
HPVVT-FJ-M06	Heterologous BPV control	within_trajectory	dose3_v2_minus_v1	3	BPV	heterologous_control_antigen	IgA2	antibody_isotype_or_subclass	Antibody abundance	high	mixedlm_lbfgs	-0.026055664861395433	0.5543112229323921	-1.112485698035237	1.060374368312446	-0.04700547956355085	0.9625088602978352	0.9821017011775309	0.4624964836366298	2.085472615643925	HPVVT-FJ-M06|Antibody abundance|within_trajectory	0.9625088602978352	no	-0.0260556648613954	0.958924353605132	0.958924353605132	-3.469446951953614e-17	yes
HPVVT-FJ-M06	Heterologous BPV control	within_trajectory	dose0_v2_minus_v1	0	BPV	heterologous_control_antigen	IgG	antibody_isotype_or_subclass	Antibody abundance	none	mixedlm_powell	-0.07525718447832072	0.24285465952365248	-0.5512435706224168	0.4007292016657754	-0.3098856930558137	0.7566478829213126	0.9491728999508959	0.6824316340853127	1.3201750168113777	HPVVT-FJ-M06|Antibody abundance|within_trajectory	0.8795511131220441	no	-0.0752571844783338	0.7205944848435355	0.8726851809011726	1.3072876114961218e-14	yes
HPVVT-FJ-M06	Heterologous BPV control	within_trajectory	dose1_v2_minus_v1	1	BPV	heterologous_control_antigen	IgG	antibody_isotype_or_subclass	Antibody abundance	none	mixedlm_powell	1.007332646885648	0.24285465952365262	0.5313462607415517	1.4833190330297445	4.147882724842427	3.3556420471576775e-05	2.010191083709873	1.4452772367930258	2.7959121545379717	HPVVT-FJ-M06|Antibody abundance|within_trajectory	0.0002684513637726142	yes	1.0073326468856494	0.0012432020759923	0.0099456166079385	-1.3322676295501878e-15	yes
HPVVT-FJ-M06	Heterologous BPV control	within_trajectory	dose2_v2_minus_v1	2	BPV	heterologous_control_antigen	IgG	antibody_isotype_or_subclass	Antibody abundance	none	mixedlm_powell	0.6213195011101275	0.2370018799450238	0.1568043521495951	1.0858346500706597	2.6215804754555196	0.008752309591635598	1.5382814633533695	1.1148150253381586	2.1226031285134566	HPVVT-FJ-M06|Antibody abundance|within_trajectory	0.04667898448872319	yes	0.6213195011101276	0.0385489615692856	0.1508697477898502	-1.1102230246251565e-16	yes
HPVVT-FJ-M06	Heterologous BPV control	within_trajectory	dose3_v2_minus_v1	3	BPV	heterologous_control_antigen	IgG	antibody_isotype_or_subclass	Antibody abundance	none	mixedlm_powell	1.2711530493012617	0.2491636233742783	0.7828013212301739	1.7595047773723496	5.101679900487776	3.3665180000546813e-07	2.413543868331399	1.7204683129725489	3.385818826442425	HPVVT-FJ-M06|Antibody abundance|within_trajectory	5.38642880008749e-06	yes	1.271153049301261	3.0296760494940408e-05	0.000484748167919	6.661338147750939e-16	yes
HPVVT-FJ-M06	Heterologous BPV control	within_trajectory	dose0_v2_minus_v1	0	BPV	heterologous_control_antigen	IgG1	antibody_isotype_or_subclass	IgG subclass architecture	none	mixedlm_lbfgs	0.14822333606418747	0.18698736193507046	-0.21826515889270642	0.5147118310210814	0.7926917334426943	0.4279574477581204	1.108203889827579	0.8595984825604912	1.4287087359330608	HPVVT-FJ-M06|IgG subclass architecture|within_trajectory	0.5267168587792251	no	0.1482233360641928	0.4526809008969037	0.5571457241808045	-5.329070518200751e-15	yes
HPVVT-FJ-M06	Heterologous BPV control	within_trajectory	dose1_v2_minus_v1	1	BPV	heterologous_control_antigen	IgG1	antibody_isotype_or_subclass	IgG subclass architecture	none	mixedlm_lbfgs	1.196899384647562	0.18698736193507118	0.8304108896906666	1.5633878796044574	6.400964066561723	1.5439891097546624e-10	2.2924644865475594	1.7781917317278984	2.955470621255792	HPVVT-FJ-M06|IgG subclass architecture|within_trajectory	2.47038257560746e-09	yes	1.1968993846475602	2.0580680919477635e-05	0.0002698180235847	1.7763568394002505e-15	yes
HPVVT-FJ-M06	Heterologous BPV control	within_trajectory	dose2_v2_minus_v1	2	BPV	heterologous_control_antigen	IgG1	antibody_isotype_or_subclass	IgG subclass architecture	none	mixedlm_lbfgs	0.5013832174519467	0.1824809801528898	0.1437270684887143	0.8590393664151791	2.7475916505482814	0.006003472746828262	1.4155701227575583	1.1047554655038503	1.8138301506659216	HPVVT-FJ-M06|IgG subclass architecture|within_trajectory	0.024013890987313047	yes	0.501383217451947	0.0181179763068703	0.0724719052274815	-3.3306690738754696e-16	yes
HPVVT-FJ-M06	Heterologous BPV control	within_trajectory	dose3_v2_minus_v1	3	BPV	heterologous_control_antigen	IgG1	antibody_isotype_or_subclass	IgG subclass architecture	none	mixedlm_lbfgs	0.8643314015821358	0.19184498545889464	0.488322139468092	1.2403406636961796	4.505363533556265	6.6259410008865e-06	1.8204957863533704	1.402812449755738	2.36254312449783	HPVVT-FJ-M06|IgG subclass architecture|within_trajectory	5.3007528007092e-05	yes	0.8643314015821352	3.3727252948091025e-05	0.0002698180235847	6.661338147750939e-16	yes
HPVVT-FJ-M06	Heterologous BPV control	within_trajectory	dose0_v2_minus_v1	0	BPV	heterologous_control_antigen	IgG2	antibody_isotype_or_subclass	IgG subclass architecture	high	mixedlm_lbfgs	0.7840438471067124	0.4422741164458217	-0.08279749242137213	1.6508851866347969	1.7727554427272418	0.07626923962846083	1.7219507102667249	0.9442249483980526	3.1402625546154166	HPVVT-FJ-M06|IgG subclass architecture|within_trajectory	0.13558975933948592	no	0.7840438471067046	0.1253024787231431	0.2795135431606533	7.771561172376096e-15	yes
