decision	context_difference_tests	context_difference_fdr_findings	recall_partial_tests	recall_partial_fdr_findings	dose_heterogeneity_tests	dose_heterogeneity_fdr_findings	undefined_partial_correlations	summary_rows	validation_failures
READY_FOR_PHASE2C3C_FUNCTIONAL_COUPLING_SYNTHESIS	50	5	50	25	50	1	0	9	
