sensitivity_id	antigen_target	feature	previous_4vHPV_doses	continuous_effect	continuous_q_value	detection_effect	detection_q_value	conditional_effect	conditional_q_value	robustness_classification
within|HPV58|FcgR3A|dose2	HPV58	FcgR3A	2.0	4.961473050805968	5.649680860935181e-07	0.3333333333333333	0.125	3.57861162130752	2.1922330793454963e-05	sensitivity_supported
within|HPV58|FcgR3A|dose3	HPV58	FcgR3A	3.0	4.320035048492859	4.892802691763512e-05	0.21052631578947367	0.32	3.8649659688489186	0.0007103094509411743	sensitivity_supported
within|HPV58|IgA2|dose0	HPV58	IgA2	0.0	2.17634614762424	0.0107350596014423	0.15	0.5192307692307693	1.899017945750043	0.06190705828236606	not_supported_after_floor_sensitivity
within|HPV58|IgA2|dose1	HPV58	IgA2	1.0	3.151005691198407	0.0096837156576655	0.3	0.08653846153846154	1.3913501583257635	0.3908080609011461	not_supported_after_floor_sensitivity
within|HPV58|IgA2|dose2	HPV58	IgA2	2.0	1.2663463789881335	0.1630167812231543	0.19047619047619047	0.35795454545454547	-0.5024859803441954	0.6346308036127454	continuous_result_not_fdr_significant
within|HPV58|IgA2|dose3	HPV58	IgA2	3.0	0.4554803152402348	0.6757514819959424	0.0	1.0	0.5175853809889783	0.7496270561192516	continuous_result_not_fdr_significant
primary_recall|HPV16|FcgR2B	HPV16	FcgR2B		7.450841925986464	2.870679964432437e-07	0.55	0.0005270047801480264	4.327251257430982	0.01632635836325104	sensitivity_supported
primary_recall|HPV16|IgA2	HPV16	IgA2		6.824279245516815	1.3487568654410862e-09	0.6333333333333333	2.6864747391543056e-05	6.831093120678676	0.017635642975384638	sensitivity_supported
primary_recall|HPV16|IgG2	HPV16	IgG2		0.1087753347888618	0.916452209149202	0.4166666666666667	0.008821189509190235	1.0603924529943862	0.5495950767665682	continuous_result_not_fdr_significant
primary_recall|HPV16|IgG4	HPV16	IgG4		-0.2406110089207356	0.6418778166885365	-0.6333333333333333	5.474379764732918e-05	1.5675297121602958	0.14733716245449993	continuous_result_not_fdr_significant
primary_recall|HPV16|nAb	HPV16	nAb		0.7833333333333332	0.2327512675030687	0.7333333333333333	4.72960582450065e-07	3.6610169491525424		continuous_result_not_fdr_significant
primary_recall|HPV18|IgA2	HPV18	IgA2		1.9222620437706857	0.1038603380357986	0.06666666666666671	0.8084293982683478	2.6664053208514837	0.016826555228143882	continuous_result_not_fdr_significant
primary_recall|HPV18|IgG4	HPV18	IgG4		-2.1631349070490384	0.0024998410633299	0.3666666666666667	0.008821189509190235	-3.039887367539569	0.0750841824810048	not_supported_after_floor_sensitivity
primary_recall|HPV18|nAb	HPV18	nAb		-1.5999999999999992	0.0162875260328608	0.7	3.624978034002951e-08	0.764705882352942		not_supported_after_floor_sensitivity
primary_recall|HPV31|FcgR2B	HPV31	FcgR2B		-1.389909436508021	0.1190987739821109	-0.06666666666666665	0.4693800785195085	-0.6682964094911641	0.3671738315620201	continuous_result_not_fdr_significant
primary_recall|HPV31|FcgR3A	HPV31	FcgR3A		-2.3545739119530085	0.0054248117728384	-0.04999999999999999	0.5507571390345908	-1.5659215199278567	0.05750800426450516	not_supported_after_floor_sensitivity
primary_recall|HPV31|IgA2	HPV31	IgA2		-1.0668465418550728	0.5115192755518064	0.050000000000000044	0.8098931718629644	-3.4444544092206	0.08822601561805808	continuous_result_not_fdr_significant
primary_recall|HPV31|IgG2	HPV31	IgG2		-3.3011736263236227	8.190579855302425e-05	-0.4	0.00015869369932101855	-1.609722670251796	0.14733716245449993	sensitivity_supported
primary_recall|HPV31|IgG4	HPV31	IgG4		-1.9112562890493576	1.0516180745587361e-07	-0.6166666666666667	1.071514227474536e-07	-1.650482376207857		sensitivity_supported
primary_recall|HPV33|FcgR2A	HPV33	FcgR2A		-3.598119126686508	0.0020501411704229	-0.16666666666666666	0.34613574027506594	-3.1073689869750463	0.02985949253033813	sensitivity_supported
primary_recall|HPV33|FcgR3A	HPV33	FcgR3A		-2.599807246673202	0.0004138378164814	-0.13333333333333333	0.34613574027506594	-2.3738139474934044	1.465223405372579e-07	sensitivity_supported
primary_recall|HPV33|IgA2	HPV33	IgA2		1.1978785541513453	0.2447153052690844	0.1	0.5398981544372932	1.3412107093419976	0.16176032868075058	continuous_result_not_fdr_significant
primary_recall|HPV33|IgG2	HPV33	IgG2		-0.3810991649035001	0.5827191711261906	0.01666666666666667	0.8284757927311968	-0.08264079354165887	0.9307179296223863	continuous_result_not_fdr_significant
primary_recall|HPV45|FcgR2A	HPV45	FcgR2A		-5.352268325614565	0.001680428421615	-0.21666666666666667	0.34613574027506594	-5.68719703516398	0.06198528295482012	not_supported_after_floor_sensitivity
primary_recall|HPV45|FcgR2B	HPV45	FcgR2B		-3.39049057715122	3.544805780232177e-07	-0.25	0.0032261157683352642	-2.256601635041706	0.0003855481203014699	sensitivity_supported
primary_recall|HPV45|FcgR3A	HPV45	FcgR3A		-4.128327982790433	1.8215430886530618e-07	-0.2333333333333333	0.14229764311410978	-2.3534320027641504	0.004215941745097171	sensitivity_supported
primary_recall|HPV45|IgA2	HPV45	IgA2		-1.5892634451425438	0.4460508598792063	-0.2	0.5134994417340066	-0.4873445521100876	0.30504694487715006	continuous_result_not_fdr_significant
primary_recall|HPV45|IgG2	HPV45	IgG2		-2.333326441050596	0.0056193704927202	-0.11666666666666665	0.29126152773414626	-2.469735049785979	0.14733716245449993	not_supported_after_floor_sensitivity
primary_recall|HPV52|FcgR2A	HPV52	FcgR2A		-4.952485693732462	0.0020501411704229	-0.18333333333333332	0.34613574027506594	-5.2526168335180685	0.11254381494081657	not_supported_after_floor_sensitivity
primary_recall|HPV52|FcgR2B	HPV52	FcgR2B		-3.5105548554391834	0.0033656766144813	-0.2	0.2875951171039384	-1.2634229009055886	0.3535993643571114	not_supported_after_floor_sensitivity
primary_recall|HPV52|FcgR3A	HPV52	FcgR3A		-4.496311698666956	4.423006808061737e-07	-0.26666666666666666	0.00013279872299063285	-2.995902638422934	0.0013190195584396477	sensitivity_supported
primary_recall|HPV52|IgA1	HPV52	IgA1		-0.1451382089615767	0.8482581062210871	-0.15	0.008179533590496292	0.6916777069480176	0.16176032868075058	continuous_result_not_fdr_significant
primary_recall|HPV52|IgA2	HPV52	IgA2		3.455037390481555	0.0005547385832198	0.23333333333333336	0.1973373237362963	3.4329120987116157	0.00893465545933442	sensitivity_supported
primary_recall|HPV52|IgG2	HPV52	IgG2		-2.5864099554143216	0.0008216190909372	-0.26666666666666666	0.008821189509190235	-1.4366371101048425	0.14733716245449993	sensitivity_supported
primary_recall|HPV58|FcgR2A	HPV58	FcgR2A		-3.7524106895643854	0.0067354972713308	0.11666666666666667	0.34613574027506594	-5.618483527101004	0.0003855481203014699	sensitivity_supported
primary_recall|HPV58|FcgR3A	HPV58	FcgR3A		-4.390816548503479	6.901337884177473e-09	-0.44999999999999996	0.00013279872299063285	-2.294522037994068	0.0003855481203014699	sensitivity_supported
primary_recall|HPV58|IgA2	HPV58	IgA2		0.5385542514195161	0.671988710390471	-0.016666666666666663	0.8942320620283215	1.5272864013528369	0.16176032868075058	continuous_result_not_fdr_significant
