matrix_representation	principal_component	component_number	explained_variance_percent	cumulative_variance_percent	primary_mean	recall_mean	mean_difference_recall_minus_primary	rank_biserial_recall_minus_primary	hedges_g_recall_minus_primary	mann_whitney_p_value	bh_q_value	leading_feature_family	leading_feature_family_contribution_percent	leading_antigen	leading_antigen_contribution_percent	feature_family_omission_tests	minimum_family_omission_loading_correlation	median_family_omission_loading_correlation	minimum_family_omission_score_correlation	median_family_omission_score_correlation	maximum_family_omission_variance_difference	bootstrap_replicates	median_absolute_loading_correlation	loading_correlation_2_5_percentile	loading_correlation_97_5_percentile	proportion_loading_correlation_ge_0_80	proportion_loading_correlation_ge_0_90	median_absolute_variance_ratio_difference	matched_bootstrap_component_mode	unique_matched_bootstrap_components	biological_axis	context_difference_supported	family_omission_stable	bootstrap_stable	core_axis_supported	evidence_grade	biological_interpretation
bpv_calibrated_log2_change	PC1	1	17.794499100752752	17.794499100752752	-4.565283603440479	1.5217612011468264	6.087044804587306	0.8833333333333333	2.290354780906759	4.020849751873131e-09	4.02084975187313e-08	fc_receptor_communication	38.12956819114487	HPV52	21.31456118186041	3	0.9604193358838328	0.9715107419273208	0.8796058461265235	0.9221343479877367	0.0300741214264082	300	0.9481522543484496	0.651309252262407	0.979593157671928	0.9366666666666666	0.8233333333333334	0.015855505932517	1	2	cross_reactive_recall_breadth_axis	True	True	True	True	A1_highly_reproducible_core_axis	Cross-reactive HPV31/33/45/52/58 IgG, subclass and Fc-receptor architecture distinguishing heterologous recall from primary HPV16/18 induction.
bpv_calibrated_log2_change	PC2	2	12.33383615473327	30.12833525548602	2.564085096077369	-0.8546950320257896	-3.4187801281031587	-0.6816666666666666	-1.2369084437006947	5.655142305659096e-06	2.827571152829548e-05	binding_antibody_abundance	48.58393300967906	HPV16	29.53759902192437	3	0.8939150097106742	0.8970205590537961	0.804368541740441	0.8846565024131858	0.0206174778436579	300	0.8853810459980492	0.5595413909041677	0.962674825315824	0.8	0.4266666666666667	0.0110599919032924	2	5	vaccine_type_effector_axis	True	True	True	True	A2_reproducible_secondary_core_axis	Vaccine-type HPV16/18 antibody-abundance and effector architecture, including ADCP and neutralization in the raw representation.
raw_log2_change	PC1	1	21.45390438362991	21.45390438362991	-5.745149161070451	1.9150497203568173	7.660198881427268	0.8999999999999999	2.5345019594217653	2.041822513635678e-09	2.0418225136356783e-08	igg_subclass_architecture	38.75978375971015	HPV58	18.381202765181765	5	0.990125927749189	0.9982470647570306	0.95913848716222	0.9902750242724682	0.0348545348433319	300	0.9710284791126544	0.9208138686750676	0.9857682970470616	1.0	0.9866666666666668	0.015972806537074	1	1	cross_reactive_recall_breadth_axis	True	True	True	True	A1_highly_reproducible_core_axis	Cross-reactive HPV31/33/45/52/58 IgG, subclass and Fc-receptor architecture distinguishing heterologous recall from primary HPV16/18 induction.
raw_log2_change	PC2	2	9.82625087049002	31.280155254119933	2.1847210731598707	-0.7282403577199569	-2.9129614308798275	-0.5783333333333334	-1.0436960660726962	0.0001181178248378	0.0005905891241892	binding_antibody_abundance	43.606629786130505	HPV16	42.090225102021016	5	0.9328789340273684	0.9969666558685066	0.8910340143129969	0.9785661780487332	0.0177532098421644	300	0.8837827021704326	0.6703489299116894	0.9520156103939724	0.85	0.37	0.0100781709742291	2	2	vaccine_type_effector_axis	True	True	True	True	A2_reproducible_secondary_core_axis	Vaccine-type HPV16/18 antibody-abundance and effector architecture, including ADCP and neutralization in the raw representation.
