antigen_target	antigen_class	feature	assay_family	previous_4vHPV_doses	participant_feature_records	paired_participants	visit1_observed	visit2_observed	median_log2_change	mean_log2_change	sd_log2_change	median_raw_change	positive_log2_change_fraction	paired_fraction
HPV18	vaccine_target_2vHPV_and_4vHPV	FcgR3A	fc_gamma_receptor_binding	0	20	20	20	20	3.7852371757871195	3.626156060229955	2.0955334487982458	85.4	0.95	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	FcgR3A	fc_gamma_receptor_binding	1	20	20	20	20	1.6127582397539326	2.1380926324515586	3.3195814751977535	894.15	0.9	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	FcgR3A	fc_gamma_receptor_binding	2	21	21	21	21	1.255963720206255	2.5309817652544147	3.1269501538036155	996.5	1.0	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	FcgR3A	fc_gamma_receptor_binding	3	19	19	19	19	1.137322859415482	1.4388486108282097	3.0918505015443625	709.5	0.9473684210526315	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgA1	antibody_isotype_or_subclass	0	20	20	20	20	3.41394870193332	3.770828067452623	1.9251766445613148	2190.15	1.0	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgA1	antibody_isotype_or_subclass	1	20	20	20	20	2.625420723566321	2.3834884487978654	2.0837009481358417	672.6	0.95	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgA1	antibody_isotype_or_subclass	2	21	21	21	21	1.9885988418745821	1.8779840027043027	1.523679591577211	1178.5	0.8571428571428571	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgA1	antibody_isotype_or_subclass	3	19	19	19	19	1.8255327565066004	1.6773631430404106	1.9081094628624726	1233.5	0.8947368421052632	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgA2	antibody_isotype_or_subclass	0	20	20	20	20	6.155089927113594	5.559049371398482	3.1990899179033625	601.15	0.9	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgA2	antibody_isotype_or_subclass	1	20	20	20	20	4.82446837050599	4.4617857374372685	4.1770080850876745	125.5	0.75	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgA2	antibody_isotype_or_subclass	2	21	21	21	21	1.985118982380941	3.257840570892194	3.9343919377981584	329.5	0.7142857142857143	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgA2	antibody_isotype_or_subclass	3	19	19	19	19	2.8150686739442374	3.3444618247203928	4.031635034209301	822.2	0.6842105263157895	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgG	antibody_isotype_or_subclass	0	20	20	20	20	3.673904474201265	3.6136597229533605	1.7073818662979914	3413.4	1.0	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgG	antibody_isotype_or_subclass	1	20	20	20	20	1.8753769645788374	2.524101720673152	1.9726515870172252	21867.25	0.95	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgG	antibody_isotype_or_subclass	2	21	21	21	21	0.7049715311293365	1.1628400284123648	1.3766061551963007	12336.5	1.0	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgG	antibody_isotype_or_subclass	3	19	19	19	19	1.2559452440457708	1.3552402747799	1.3750985467842747	18756.8	1.0	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgG1	antibody_isotype_or_subclass	0	20	20	20	20	3.446650036582553	3.589653881736948	1.3562326019401378	2067.5	1.0	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgG1	antibody_isotype_or_subclass	1	20	20	20	20	1.787779517305581	2.594426305380903	1.9772582988293355	13875.0	0.95	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgG1	antibody_isotype_or_subclass	2	21	21	21	21	1.1558532764641285	1.3822868965123216	0.8812679842978841	11339.0	1.0	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgG1	antibody_isotype_or_subclass	3	19	19	19	19	1.440203515698661	1.7029932529464313	1.0665476346407314	14350.8	1.0	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgG2	antibody_isotype_or_subclass	0	20	20	20	20	0.1359437061938833	0.6193890598821417	2.257775356566081	1.5999999999999996	0.55	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgG2	antibody_isotype_or_subclass	1	20	20	20	20	2.2981203851783825	2.842059154375507	2.7016867032316396	702.25	0.95	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgG2	antibody_isotype_or_subclass	2	21	21	21	21	2.7711368538085424	2.531334157309912	2.2317351299547576	1038.0	0.8095238095238095	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgG2	antibody_isotype_or_subclass	3	19	19	19	19	1.4181162947920036	1.4675391695664	3.374851323853753	318.5	0.6842105263157895	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgG3	antibody_isotype_or_subclass	0	20	20	20	20	3.8300630907645465	3.683146327114651	3.0647964712358244	457.75	0.85	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgG3	antibody_isotype_or_subclass	1	20	20	20	20	3.9053730219686367	3.944678997309663	2.438155437226718	2950.0	0.9	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgG3	antibody_isotype_or_subclass	2	21	21	21	21	3.635652107647388	3.552102404912417	1.7897240402625374	3408.3	1.0	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgG3	antibody_isotype_or_subclass	3	19	19	19	19	2.6521439848911204	2.2498955922536332	2.26162645430592	831.5	0.8947368421052632	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgG4	antibody_isotype_or_subclass	0	20	20	20	20	0.0	-0.21960118612738855	2.0464739240245047	0.0	0.2	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgG4	antibody_isotype_or_subclass	1	20	20	20	20	1.1885581279666213	1.923234081418137	2.8340123444521303	26.85	0.65	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgG4	antibody_isotype_or_subclass	2	21	21	21	21	1.3276709886158526	1.7583034653913205	2.9209513786500585	21.5	0.7142857142857143	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgG4	antibody_isotype_or_subclass	3	19	19	19	19	1.4175057548695928	1.9046070079069544	3.3659551163257975	30.5	0.631578947368421	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgM	antibody_isotype_or_subclass	0	20	20	20	20	1.3163556681721627	1.1370729174302592	1.082376321465231	2609.35	0.8	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgM	antibody_isotype_or_subclass	1	20	20	20	20	0.7042405657308217	0.7650171896955976	0.694120417733559	1516.25	0.9	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgM	antibody_isotype_or_subclass	2	21	21	21	21	0.5747453540117409	0.5708418104319968	0.7133074275267542	871.0	0.7619047619047619	1.0
HPV18	vaccine_target_2vHPV_and_4vHPV	IgM	antibody_isotype_or_subclass	3	19	19	19	19	0.7159698192619626	0.7783890908965307	1.011800315223223	1232.0	0.8421052631578947	1.0
