decision	shared_bpv_features	hpv_antigens_calibrated	calibrated_participant_records	within_test_rows	global_test_rows	pairwise_test_rows	primary_recall_rows	bpv_calibrated_supported	attenuated_after_bpv_calibration	emerges_after_bpv_calibration	direction_changed_after_bpv_calibration	validation_failures
READY_FOR_PHASE2B2_INTEGRATION_AND_BIOLOGICAL_SYNTHESIS	11	7	6160	308	77	231	77	140	60	2	34	
