matrix_representation	principal_component	component_number	dose1_participants	dose2_participants	dose3_participants	dose1_median	dose2_median	dose3_median	kruskal_wallis_h	kruskal_wallis_p_value	epsilon_squared	bh_q_value	fdr_significant	biological_axis	evidence_class	interpretation
bpv_calibrated_log2_change	PC1	1	20	21	19	2.643369336549396	1.2799185435753195	0.6472029945188992	6.71112165660054	0.034889797480996	0.0826512571333428	0.1744489874049803	False	cross_reactive_recall_breadth_axis	not_significant	No FDR-significant previous-dose-group difference was detected for this core axis.
bpv_calibrated_log2_change	PC2	2	20	21	19	0.0130116512581475	-1.6216562906671927	-1.5091560037654463	7.574429516413971	0.0226586237906644	0.0977970090598942	0.1744489874049803	False	vaccine_type_effector_axis	not_supported_after_bpv_calibration	The corresponding calibrated vaccine-type effector axis did not differ significantly among previous-dose groups.
raw_log2_change	PC1	1	20	21	19	4.009858416613865	1.9724636669202509	0.9986380016900072	5.569990139282623	0.0617293933782594	0.0626314059523267	0.1543234834456487	False	cross_reactive_recall_breadth_axis	not_significant	No FDR-significant previous-dose-group difference was detected for this core axis.
raw_log2_change	PC2	2	20	21	19	1.0204624644011284	-1.661851044219642	-1.920425429562952	11.793779119930974	0.0027479789631967	0.1718206863145785	0.0274797896319671	True	vaccine_type_effector_axis	qualified_raw_only_schedule_association	Previous-dose groups differed on the raw vaccine-type effector axis, but the association did not survive BPV calibration and remains a qualified secondary result.
