antigen_target	antigen_class	feature	assay_family	outcome_family	primary_participants	recall_participants	primary_mean_log2_change	recall_mean_log2_change	primary_geometric_mean_ratio	recall_geometric_mean_ratio	primary_minus_recall_log2_change	difference_standard_error	ci95_lower_primary_minus_recall	ci95_upper_primary_minus_recall	ratio_of_geometric_mean_ratios	ratio_ci95_lower	ratio_ci95_upper	maximum_floor_severity
HPV58	cross_reactive_non_booster_target	IgM	antibody_isotype_or_subclass	Antibody abundance	20	60	0.283585800684748	0.043059659727666975	1.2172165043102319	1.030296558563912	0.240526140957081	0.18049412141864654	-0.12708149896766865	0.6081337808818307	1.1814234398752725	0.9156819573693422	1.5242861706007582	none
HPV58	cross_reactive_non_booster_target	IgA1	antibody_isotype_or_subclass	Antibody abundance	20	60	0.8254815685332485	1.0690744762835491	1.7721264715330969	2.09808696195201	-0.24359290775030062	0.28018003631156146	-0.8069725270560981	0.31978671155549687	0.8446391897332763	0.5715800520843451	1.2481460090003464	none
HPV58	cross_reactive_non_booster_target	IgA2	antibody_isotype_or_subclass	Antibody abundance	20	60	2.1763461476242396	1.6377918962047235	4.52007323500782	3.11189179416228	0.5385542514195161	0.8982013595778644	-1.2739445949024768	2.351053097741509	1.4525161972171405	0.41352756498262294	5.101965338796219	high
HPV58	cross_reactive_non_booster_target	IgG1	antibody_isotype_or_subclass	IgG subclass architecture	20	60	0.6841035895221591	3.301130107731731	1.606703355148297	9.856873477863164	-2.617026518209572	0.30972983886653865	-3.2389084858670794	-1.995144550552065	0.1630033457116676	0.10592327316107215	0.2508428027218686	none
HPV58	cross_reactive_non_booster_target	IgG2	antibody_isotype_or_subclass	IgG subclass architecture	20	60	-0.5930982554460169	1.7215322400696502	0.662917730278081	3.2978647660068097	-2.314630495515667	0.6077524283244413	-3.545263946881949	-1.0839970441493845	0.20101422505591982	0.08565825235448572	0.47172009192545683	none
HPV58	cross_reactive_non_booster_target	IgG3	antibody_isotype_or_subclass	IgG subclass architecture	20	60	0.1571756362506112	4.12924131541524	1.1151019649536165	17.499494164599987	-3.9720656791646287	0.8683700802908257	-5.741404073207959	-2.2027272851212985	0.06372195415850217	0.018692403907538794	0.21722660508853148	low
HPV58	cross_reactive_non_booster_target	IgG4	antibody_isotype_or_subclass	IgG subclass architecture	20	60	-0.19873427044009512	1.343908232018213	0.8713146645456413	2.5383803037877524	-1.5426425024583081	0.3914517294941746	-2.3277771702851977	-0.7575078346314185	0.34325615560657796	0.1991907874673436	0.5915172577001037	none
HPV58	cross_reactive_non_booster_target	FcgR2A	fc_gamma_receptor_binding	Fc-receptor engagement	20	60	-0.13337330587597362	3.6190373836884118	0.9116972279451633	12.286800533960125	-3.7524106895643854	1.2031945454842132	-6.2166733566153525	-1.2881480225134179	0.07420135334868308	0.013446053855845345	0.409476333934405	moderate
HPV58	cross_reactive_non_booster_target	FcgR2B	fc_gamma_receptor_binding	Fc-receptor engagement	20	60	1.0686274371236375	3.269864456772842	2.097436941187786	9.645556365374976	-2.2012370196492044	0.7127598250716246	-3.6614894472211263	-0.7409845920772822	0.2174511103078549	0.07902815583860126	0.5983308717299279	low
HPV58	cross_reactive_non_booster_target	FcgR3A	fc_gamma_receptor_binding	Fc-receptor engagement	20	60	0.8332113437185569	5.224027892222035	1.7816467796364823	37.375679220154296	-4.390816548503478	0.5728627196764384	-5.5391434161167	-3.242489680890256	0.04766861276666125	0.021505605829070348	0.10566066639361107	high
BPV	heterologous_control_antigen	IgG	antibody_isotype_or_subclass	Antibody abundance	20	60	-0.07525718447833385	0.9557711732958273	0.9491728999508873	1.9396161526320872	-1.031028357774161	0.257355979465843	-1.5506780844208596	-0.5113786311274625	0.4893612061658932	0.3413495879721719	0.7015517186435294	none
BPV	heterologous_control_antigen	IgM	antibody_isotype_or_subclass	Antibody abundance	20	60	-0.1197199727079525	0.0838829643629108	0.9203662765007028	1.0598668004180871	-0.2036029370708633	0.21124432386550626	-0.6348589213873221	0.2276530472455956	0.8683791926850097	0.6440037876744911	1.1709285515404715	none
BPV	heterologous_control_antigen	IgA1	antibody_isotype_or_subclass	Antibody abundance	20	60	0.9966010300604452	0.6617825890163042	1.995293573454703	1.5820361750186072	0.33481844104414105	0.46712471122960286	-0.5975494095486016	1.2671862916368837	1.2612186781577452	0.6608755788954608	2.4069168311416567	low
BPV	heterologous_control_antigen	IgA2	antibody_isotype_or_subclass	Antibody abundance	20	60	0.9365258917708026	0.3045064483690194	1.9139138496820591	1.2349960678519292	0.6320194434017832	0.569679092777803	-0.518976397893756	1.7830152846973224	1.5497327477414522	0.6978667988824722	3.441446982817043	high
