decision	floor_prone_antigen_feature_pairs	detection_test_rows	conditional_magnitude_rows	robustness_registry_rows	sensitivity_supported	not_supported_after_floor_sensitivity	sensitivity_inconclusive	validation_failures
READY_FOR_PHASE2B2C_BPV_CALIBRATED_INFERENCE	37	179	179	179	82	25	0	
