analysis_layer	predictor_representation	antigen_target	analysis_stratum	predictor_feature	functional_outcome	feature_pair	participants	spearman_rho	spearman_p_value	correlation_status	correlation_direction	correlation_strength	predictor_floor_severity	outcome_floor_severity	pair_maximum_floor_severity	floor_sensitive_pair	bh_q_value	fdr_significant
predictor_function	raw_predictor	HPV18	recall_dose3	IgG3	ADCP	IgG3__ADCP	19	0.38947368421052625	0.09929910161688706	estimated	positive	weak	none	none	none	False	0.13583709608168132	False
predictor_function	raw_predictor	HPV18	recall_dose3	FcgR2A	ADCP	FcgR2A__ADCP	19	0.04385964912280702	0.8584985542787698	estimated	positive	very_weak	low	none	low	False	0.8584985542787698	False
predictor_function	raw_predictor	HPV18	recall_dose3	FcgR2B	ADCP	FcgR2B__ADCP	19	0.37543859649122807	0.11319758006806778	estimated	positive	weak	none	none	none	False	0.13583709608168132	False
predictor_function	raw_predictor	HPV18	recall_dose3	FcgR3A	ADCP	FcgR3A__ADCP	19	0.5596491228070175	0.012716556664429154	estimated	positive	moderate	low	none	low	False	0.03814966999328746	True
predictor_function	raw_predictor	HPV18	recall_dose3	IgG	nAb	IgG__nAb	19	0.4214511670506369	0.07231353307790495	estimated	positive	moderate	none	high	high	True	0.17089392650941673	False
predictor_function	raw_predictor	HPV18	recall_dose3	IgG1	nAb	IgG1__nAb	19	0.41045678877975067	0.08088868778787801	estimated	positive	moderate	none	high	high	True	0.17089392650941673	False
predictor_function	raw_predictor	HPV18	recall_dose3	IgG3	nAb	IgG3__nAb	19	0.3527363028575983	0.1385376218875601	estimated	positive	weak	none	high	high	True	0.20780643283134018	False
predictor_function	raw_predictor	HPV18	recall_dose3	FcgR2A	nAb	FcgR2A__nAb	19	0.17041286319873578	0.4854823039805273	estimated	positive	very_weak	low	high	high	True	0.4854823039805273	False
predictor_function	raw_predictor	HPV18	recall_dose3	FcgR2B	nAb	FcgR2B__nAb	19	0.28035664590759757	0.24499828409041008	estimated	positive	weak	none	high	high	True	0.2939979409084921	False
predictor_function	raw_predictor	HPV18	recall_dose3	FcgR3A	nAb	FcgR3A__nAb	19	0.4049595996443076	0.08544696325470837	estimated	positive	moderate	low	high	high	True	0.17089392650941673	False
predictor_function	bpv_calibrated_predictor	HPV16	all_participants	IgG	ADCP	IgG__ADCP	80	0.169971870604782	0.13172371779833036	estimated	positive	very_weak	none	none	none	False	0.26344743559666073	False
predictor_function	bpv_calibrated_predictor	HPV16	all_participants	IgG1	ADCP	IgG1__ADCP	80	0.22639474917955932	0.04344902256455132	estimated	positive	weak	none	none	none	False	0.13034706769365398	False
predictor_function	bpv_calibrated_predictor	HPV16	all_participants	IgG3	ADCP	IgG3__ADCP	80	0.4481247069854665	3.068119589478663e-05	estimated	positive	moderate	low	none	low	False	0.0001840871753687198	True
predictor_function	bpv_calibrated_predictor	HPV16	all_participants	FcgR2A	ADCP	FcgR2A__ADCP	80	0.03588842006563526	0.7519678817854233	estimated	positive	very_weak	moderate	none	moderate	True	0.7519678817854233	False
predictor_function	bpv_calibrated_predictor	HPV16	all_participants	FcgR2B	ADCP	FcgR2B__ADCP	80	0.08938115330520394	0.43043523489278757	estimated	positive	very_weak	high	none	high	True	0.5165222818713451	False
predictor_function	bpv_calibrated_predictor	HPV16	all_participants	FcgR3A	ADCP	FcgR3A__ADCP	80	0.126629160806376	0.26301525463982733	estimated	positive	very_weak	high	none	high	True	0.394522881959741	False
predictor_function	bpv_calibrated_predictor	HPV16	all_participants	IgG	nAb	IgG__nAb	80	0.1823977515355728	0.10537093731841561	estimated	positive	very_weak	none	moderate	moderate	True	0.15805640597762344	False
predictor_function	bpv_calibrated_predictor	HPV16	all_participants	IgG1	nAb	IgG1__nAb	80	0.28677470299513547	0.0099076673047335	estimated	positive	weak	none	moderate	moderate	True	0.029723001914200502	True
predictor_function	bpv_calibrated_predictor	HPV16	all_participants	IgG3	nAb	IgG3__nAb	80	0.2872691015472164	0.009775283305874698	estimated	positive	weak	low	moderate	moderate	True	0.029723001914200502	True
predictor_function	bpv_calibrated_predictor	HPV16	all_participants	FcgR2A	nAb	FcgR2A__nAb	80	0.10853225357586196	0.33791225647728884	estimated	positive	very_weak	moderate	moderate	moderate	True	0.35782256188673345	False
predictor_function	bpv_calibrated_predictor	HPV16	all_participants	FcgR2B	nAb	FcgR2B__nAb	80	0.10416506636581373	0.35782256188673345	estimated	positive	very_weak	high	moderate	high	True	0.35782256188673345	False
predictor_function	bpv_calibrated_predictor	HPV16	all_participants	FcgR3A	nAb	FcgR3A__nAb	80	0.20446911546775728	0.06886307128324816	estimated	positive	weak	high	moderate	high	True	0.13772614256649632	False
predictor_function	bpv_calibrated_predictor	HPV16	primary_dose0	IgG	ADCP	IgG__ADCP	20	0.14736842105263157	0.5352473458918693	estimated	positive	very_weak	none	none	none	False	0.903272051408126	False
predictor_function	bpv_calibrated_predictor	HPV16	primary_dose0	IgG1	ADCP	IgG1__ADCP	20	0.2526315789473684	0.2825500572639195	estimated	positive	weak	none	none	none	False	0.8476501717917586	False
predictor_function	bpv_calibrated_predictor	HPV16	primary_dose0	IgG3	ADCP	IgG3__ADCP	20	0.42105263157894735	0.06448807512897049	estimated	positive	moderate	low	none	low	False	0.386928450773823	False
predictor_function	bpv_calibrated_predictor	HPV16	primary_dose0	FcgR2A	ADCP	FcgR2A__ADCP	20	0.07518796992481201	0.7527267095067718	estimated	positive	very_weak	moderate	none	moderate	True	0.903272051408126	False
predictor_function	bpv_calibrated_predictor	HPV16	primary_dose0	FcgR2B	ADCP	FcgR2B__ADCP	20	0.007518796992481202	0.9749025019933399	estimated	positive	very_weak	high	none	high	True	0.9749025019933399	False
predictor_function	bpv_calibrated_predictor	HPV16	primary_dose0	FcgR3A	ADCP	FcgR3A__ADCP	20	0.08872180451127819	0.7099206278927328	estimated	positive	very_weak	high	none	high	True	0.903272051408126	False
predictor_function	bpv_calibrated_predictor	HPV16	primary_dose0	IgG	nAb	IgG__nAb	20	-0.33588526857180845	0.1476553734548766	estimated	negative	weak	none	moderate	moderate	True	0.4262831255578881	False
predictor_function	bpv_calibrated_predictor	HPV16	primary_dose0	IgG1	nAb	IgG1__nAb	20	-0.15654381295428174	0.5098382299123313	estimated	negative	very_weak	none	moderate	moderate	True	0.5372195289289854	False
predictor_function	bpv_calibrated_predictor	HPV16	primary_dose0	IgG3	nAb	IgG3__nAb	20	-0.29104990466742675	0.21314156277894405	estimated	negative	weak	low	moderate	moderate	True	0.4262831255578881	False
predictor_function	bpv_calibrated_predictor	HPV16	primary_dose0	FcgR2A	nAb	FcgR2A__nAb	20	0.15958349864271443	0.5015498820127948	estimated	positive	very_weak	moderate	moderate	moderate	True	0.5372195289289854	False
predictor_function	bpv_calibrated_predictor	HPV16	primary_dose0	FcgR2B	nAb	FcgR2B__nAb	20	-0.44531395335538404	0.04911059297872208	estimated	negative	moderate	high	moderate	high	True	0.2946635578723325	False
predictor_function	bpv_calibrated_predictor	HPV16	primary_dose0	FcgR3A	nAb	FcgR3A__nAb	20	-0.14666483446687562	0.5372195289289854	estimated	negative	very_weak	high	moderate	high	True	0.5372195289289854	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_all_doses	IgG	ADCP	IgG__ADCP	60	0.1825507085301473	0.16269995145088376	estimated	positive	very_weak	none	none	none	False	0.24404992717632565	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_all_doses	IgG1	ADCP	IgG1__ADCP	60	0.2626840789108086	0.04259082934020136	estimated	positive	weak	none	none	none	False	0.1277724880206041	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_all_doses	IgG3	ADCP	IgG3__ADCP	60	0.5392053348152266	8.784683430486175e-06	estimated	positive	moderate	low	none	low	False	5.2708100582917054e-05	True
predictor_function	bpv_calibrated_predictor	HPV16	recall_all_doses	FcgR2A	ADCP	FcgR2A__ADCP	60	0.04790219505418172	0.7162671272811423	estimated	positive	very_weak	moderate	none	moderate	True	0.7162671272811423	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_all_doses	FcgR2B	ADCP	FcgR2B__ADCP	60	0.04979160878021673	0.7055751791435706	estimated	positive	very_weak	high	none	high	True	0.7162671272811423	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_all_doses	FcgR3A	ADCP	FcgR3A__ADCP	60	0.194331758821895	0.1367912660346709	estimated	positive	very_weak	high	none	high	True	0.24404992717632565	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_all_doses	IgG	nAb	IgG__nAb	60	0.13510413505129942	0.303373521505887	estimated	positive	very_weak	none	moderate	moderate	True	0.4550602822588305	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_all_doses	IgG1	nAb	IgG1__nAb	60	0.30511716462517063	0.01776207184876586	estimated	positive	weak	none	moderate	moderate	True	0.05328621554629758	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_all_doses	IgG3	nAb	IgG3__nAb	60	0.39563413792248014	0.0017550081544067705	estimated	positive	weak	low	moderate	moderate	True	0.010530048926440624	True
predictor_function	bpv_calibrated_predictor	HPV16	recall_all_doses	FcgR2A	nAb	FcgR2A__nAb	60	0.061845805920998566	0.6387637820850398	estimated	positive	very_weak	moderate	moderate	moderate	True	0.7665165385020477	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_all_doses	FcgR2B	nAb	FcgR2B__nAb	60	0.024251611819767416	0.854070319113581	estimated	positive	very_weak	high	moderate	high	True	0.854070319113581	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_all_doses	FcgR3A	nAb	FcgR3A__nAb	60	0.16707598315971253	0.20197987057139524	estimated	positive	very_weak	high	moderate	high	True	0.4039597411427905	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose1	IgG	ADCP	IgG__ADCP	20	0.13984962406015036	0.5564935505662203	estimated	positive	very_weak	none	none	none	False	0.608956622164901	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose1	IgG1	ADCP	IgG1__ADCP	20	0.3654135338345864	0.11312213950560147	estimated	positive	weak	none	none	none	False	0.5336045491766053	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose1	IgG3	ADCP	IgG3__ADCP	20	0.27669172932330827	0.23761884061099176	estimated	positive	weak	low	none	low	False	0.5336045491766053	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose1	FcgR2A	ADCP	FcgR2A__ADCP	20	0.24360902255639094	0.3006681944004437	estimated	positive	weak	moderate	none	moderate	True	0.5336045491766053	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose1	FcgR2B	ADCP	FcgR2B__ADCP	20	-0.21804511278195485	0.35573636611773685	estimated	negative	weak	high	none	high	True	0.5336045491766053	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose1	FcgR3A	ADCP	FcgR3A__ADCP	20	0.12180451127819547	0.608956622164901	estimated	positive	very_weak	high	none	high	True	0.608956622164901	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose1	IgG	nAb	IgG__nAb	20	-0.12041205214205752	0.6130870306958958	estimated	negative	very_weak	none	moderate	moderate	True	0.7711261619456812	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose1	IgG1	nAb	IgG1__nAb	20	0.35820692241002017	0.12095335681574187	estimated	positive	weak	none	moderate	moderate	True	0.7257201408944512	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose1	IgG3	nAb	IgG3__nAb	20	0.1840259664812577	0.4373559185707385	estimated	positive	very_weak	low	moderate	moderate	True	0.7711261619456812	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose1	FcgR2A	nAb	FcgR2A__nAb	20	-0.014388861576723854	0.9519897205068379	estimated	negative	very_weak	moderate	moderate	moderate	True	0.9519897205068379	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose1	FcgR2B	nAb	FcgR2B__nAb	20	-0.21280368963470542	0.3677009083312085	estimated	negative	weak	high	moderate	high	True	0.7711261619456812	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose1	FcgR3A	nAb	FcgR3A__nAb	20	-0.11056704158956226	0.6426051349547344	estimated	negative	very_weak	high	moderate	high	True	0.7711261619456812	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose2	IgG	ADCP	IgG__ADCP	21	0.20129870129870128	0.3815806896030638	estimated	positive	weak	none	none	none	False	0.45789682752367655	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose2	IgG1	ADCP	IgG1__ADCP	21	0.2636363636363636	0.2482015643743095	estimated	positive	weak	none	none	none	False	0.45789682752367655	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose2	IgG3	ADCP	IgG3__ADCP	21	0.6610389610389611	0.0011040228328465572	estimated	positive	strong	low	none	low	False	0.006624136997079344	True
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose2	FcgR2A	ADCP	FcgR2A__ADCP	21	-0.21428571428571425	0.35094954850355264	estimated	negative	weak	moderate	none	moderate	True	0.45789682752367655	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose2	FcgR2B	ADCP	FcgR2B__ADCP	21	0.3064935064935065	0.17659418586665687	estimated	positive	weak	high	none	high	True	0.45789682752367655	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose2	FcgR3A	ADCP	FcgR3A__ADCP	21	0.16103896103896104	0.48557914428522886	estimated	positive	very_weak	high	none	high	True	0.48557914428522886	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose2	IgG	nAb	IgG__nAb	21	0.14703848920303916	0.5247588231796403	estimated	positive	very_weak	none	moderate	moderate	True	0.6297105878155683	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose2	IgG1	nAb	IgG1__nAb	21	0.19955223534698172	0.3858114180669121	estimated	positive	very_weak	none	moderate	moderate	True	0.6297105878155683	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose2	IgG3	nAb	IgG3__nAb	21	0.3715347539683936	0.09725522168768662	estimated	positive	weak	low	moderate	moderate	True	0.5835313301261198	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose2	FcgR2A	nAb	FcgR2A__nAb	21	-0.2356554358209422	0.30378159820816464	estimated	negative	weak	moderate	moderate	moderate	True	0.6297105878155683	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose2	FcgR2B	nAb	FcgR2B__nAb	21	0.16607472218021835	0.4718523280564294	estimated	positive	very_weak	high	moderate	high	True	0.6297105878155683	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose2	FcgR3A	nAb	FcgR3A__nAb	21	0.06564218267992819	0.7774103010273425	estimated	positive	very_weak	high	moderate	high	True	0.7774103010273425	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose3	IgG	ADCP	IgG__ADCP	19	0.2719298245614035	0.2600673825269107	estimated	positive	weak	none	none	none	False	0.37892417299512104	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose3	IgG1	ADCP	IgG1__ADCP	19	0.21403508771929824	0.37892417299512104	estimated	positive	weak	none	none	none	False	0.37892417299512104	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose3	IgG3	ADCP	IgG3__ADCP	19	0.5368421052631579	0.017790451903171158	estimated	positive	moderate	low	none	low	False	0.10674271141902696	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose3	FcgR2A	ADCP	FcgR2A__ADCP	19	0.24035087719298245	0.32160243714265613	estimated	positive	weak	moderate	none	moderate	True	0.37892417299512104	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose3	FcgR2B	ADCP	FcgR2B__ADCP	19	-0.4052631578947368	0.08519044298371392	estimated	negative	moderate	high	none	high	True	0.25557132895114176	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose3	FcgR3A	ADCP	FcgR3A__ADCP	19	0.25263157894736843	0.29672364447179	estimated	positive	weak	high	none	high	True	0.37892417299512104	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose3	IgG	nAb	IgG__nAb	19	0.26397449089933167	0.2748162101170415	estimated	positive	weak	none	moderate	moderate	True	0.3297794521404498	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose3	IgG1	nAb	IgG1__nAb	19	0.4172792639645793	0.07548386654061906	estimated	positive	moderate	none	moderate	moderate	True	0.15096773308123812	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose3	IgG3	nAb	IgG3__nAb	19	0.6322687977898083	0.003677058662871978	estimated	positive	strong	low	moderate	moderate	True	0.011031175988615935	True
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose3	FcgR2A	nAb	FcgR2A__nAb	19	0.672182466516855	0.0016183247380514433	estimated	positive	strong	moderate	moderate	moderate	True	0.00970994842830866	True
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose3	FcgR2B	nAb	FcgR2B__nAb	19	-0.38280836824576625	0.10573620612348097	estimated	negative	weak	high	moderate	high	True	0.15860430918522148	False
predictor_function	bpv_calibrated_predictor	HPV16	recall_dose3	FcgR3A	nAb	FcgR3A__nAb	19	0.1251837791893738	0.6096064673962276	estimated	positive	very_weak	high	moderate	high	True	0.6096064673962276	False
predictor_function	bpv_calibrated_predictor	HPV18	all_participants	IgG	ADCP	IgG__ADCP	80	0.3901078293483357	0.00034735848063364126	estimated	positive	weak	none	none	none	False	0.0020841508838018476	True
predictor_function	bpv_calibrated_predictor	HPV18	all_participants	IgG1	ADCP	IgG1__ADCP	80	0.34353023909985936	0.0018097370759099535	estimated	positive	weak	none	none	none	False	0.005429211227729861	True
predictor_function	bpv_calibrated_predictor	HPV18	all_participants	IgG3	ADCP	IgG3__ADCP	80	0.06050164088138772	0.5939539040676225	estimated	positive	very_weak	low	none	low	False	0.712744684881147	False
predictor_function	bpv_calibrated_predictor	HPV18	all_participants	FcgR2A	ADCP	FcgR2A__ADCP	80	-0.009423347398030942	0.9338831204223264	estimated	negative	very_weak	moderate	none	moderate	True	0.9338831204223264	False
predictor_function	bpv_calibrated_predictor	HPV18	all_participants	FcgR2B	ADCP	FcgR2B__ADCP	80	0.12484763244256915	0.26984471852814196	estimated	positive	very_weak	high	none	high	True	0.40476707779221294	False
predictor_function	bpv_calibrated_predictor	HPV18	all_participants	FcgR3A	ADCP	FcgR3A__ADCP	80	0.24158462259728083	0.030859635638587915	estimated	positive	weak	high	none	high	True	0.06171927127717583	False
predictor_function	bpv_calibrated_predictor	HPV18	all_participants	IgG	nAb	IgG__nAb	80	0.15330919820418004	0.1745591220446527	estimated	positive	very_weak	none	high	high	True	0.7013283519125324	False
predictor_function	bpv_calibrated_predictor	HPV18	all_participants	IgG1	nAb	IgG1__nAb	80	0.13463480801997357	0.23377611730417747	estimated	positive	very_weak	none	high	high	True	0.7013283519125324	False
predictor_function	bpv_calibrated_predictor	HPV18	all_participants	IgG3	nAb	IgG3__nAb	80	0.030664197518384517	0.7871480806702569	estimated	positive	very_weak	low	high	high	True	0.8205682354447434	False
predictor_function	bpv_calibrated_predictor	HPV18	all_participants	FcgR2A	nAb	FcgR2A__nAb	80	0.10299209131895698	0.36329111418976634	estimated	positive	very_weak	moderate	high	high	True	0.7265822283795327	False
predictor_function	bpv_calibrated_predictor	HPV18	all_participants	FcgR2B	nAb	FcgR2B__nAb	80	0.025759812217481807	0.8205682354447434	estimated	positive	very_weak	high	high	high	True	0.8205682354447434	False
predictor_function	bpv_calibrated_predictor	HPV18	all_participants	FcgR3A	nAb	FcgR3A__nAb	80	0.07363651583999604	0.5162469985801607	estimated	positive	very_weak	high	high	high	True	0.774370497870241	False
predictor_function	bpv_calibrated_predictor	HPV18	primary_dose0	IgG	ADCP	IgG__ADCP	20	0.3759398496240601	0.10234904601068498	estimated	positive	weak	none	none	none	False	0.17944875949355849	False
predictor_function	bpv_calibrated_predictor	HPV18	primary_dose0	IgG1	ADCP	IgG1__ADCP	20	0.5278195488721804	0.016759126882928903	estimated	positive	moderate	none	none	none	False	0.0765977008892514	False
predictor_function	bpv_calibrated_predictor	HPV18	primary_dose0	IgG3	ADCP	IgG3__ADCP	20	0.14285714285714285	0.5479501508336087	estimated	positive	very_weak	low	none	low	False	0.6575401810003304	False
predictor_function	bpv_calibrated_predictor	HPV18	primary_dose0	FcgR2A	ADCP	FcgR2A__ADCP	20	0.08421052631578946	0.7241036435108112	estimated	positive	very_weak	moderate	none	moderate	True	0.7241036435108112	False
predictor_function	bpv_calibrated_predictor	HPV18	primary_dose0	FcgR2B	ADCP	FcgR2B__ADCP	20	0.35939849624060144	0.11963250632903898	estimated	positive	weak	high	none	high	True	0.17944875949355849	False
predictor_function	bpv_calibrated_predictor	HPV18	primary_dose0	FcgR3A	ADCP	FcgR3A__ADCP	20	0.4977443609022556	0.025532566963083796	estimated	positive	moderate	high	none	high	True	0.0765977008892514	False
predictor_function	bpv_calibrated_predictor	HPV18	primary_dose0	IgG	nAb	IgG__nAb	20	0.5879349735318492	0.006404090905131873	estimated	positive	moderate	none	high	high	True	0.03842454543079124	True
predictor_function	bpv_calibrated_predictor	HPV18	primary_dose0	IgG1	nAb	IgG1__nAb	20	0.5299802939100327	0.016236613678616424	estimated	positive	moderate	none	high	high	True	0.04870984103584927	True
predictor_function	bpv_calibrated_predictor	HPV18	primary_dose0	IgG3	nAb	IgG3__nAb	20	-0.0038128078698563507	0.9872715470045914	estimated	negative	very_weak	low	high	high	True	0.9872715470045914	False
predictor_function	bpv_calibrated_predictor	HPV18	primary_dose0	FcgR2A	nAb	FcgR2A__nAb	20	0.15174975322028275	0.5230419068962675	estimated	positive	very_weak	moderate	high	high	True	0.932935425963784	False
predictor_function	bpv_calibrated_predictor	HPV18	primary_dose0	FcgR2B	nAb	FcgR2B__nAb	20	-0.04041576342047731	0.8656588739550608	estimated	negative	very_weak	high	high	high	True	0.9872715470045914	False
predictor_function	bpv_calibrated_predictor	HPV18	primary_dose0	FcgR3A	nAb	FcgR3A__nAb	20	0.11743448239157558	0.6219569506425227	estimated	positive	very_weak	high	high	high	True	0.932935425963784	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_all_doses	IgG	ADCP	IgG__ADCP	60	0.6047791053070299	3.0929949106763e-07	estimated	positive	strong	none	none	none	False	1.8557969464057803e-06	True
predictor_function	bpv_calibrated_predictor	HPV18	recall_all_doses	IgG1	ADCP	IgG1__ADCP	60	0.516421228118922	2.4021735200214455e-05	estimated	positive	moderate	none	none	none	False	7.206520560064337e-05	True
predictor_function	bpv_calibrated_predictor	HPV18	recall_all_doses	IgG3	ADCP	IgG3__ADCP	60	0.07490969713809392	0.5694632904266782	estimated	positive	very_weak	low	none	low	False	0.6833559485120139	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_all_doses	FcgR2A	ADCP	FcgR2A__ADCP	60	-0.05262572936926925	0.6896434291966582	estimated	negative	very_weak	moderate	none	moderate	True	0.6896434291966582	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_all_doses	FcgR2B	ADCP	FcgR2B__ADCP	60	0.11397610447346489	0.38587963315257656	estimated	positive	very_weak	high	none	high	True	0.5788194497288649	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_all_doses	FcgR3A	ADCP	FcgR3A__ADCP	60	0.3010836343428731	0.019405289699778998	estimated	positive	weak	high	none	high	True	0.038810579399557996	True
predictor_function	bpv_calibrated_predictor	HPV18	recall_all_doses	IgG	nAb	IgG__nAb	60	0.3961090739829362	0.0017307022390706194	estimated	positive	weak	none	high	high	True	0.010384213434423717	True
predictor_function	bpv_calibrated_predictor	HPV18	recall_all_doses	IgG1	nAb	IgG1__nAb	60	0.35095922214410286	0.0059708312328120485	estimated	positive	weak	none	high	high	True	0.017912493698436147	True
predictor_function	bpv_calibrated_predictor	HPV18	recall_all_doses	IgG3	nAb	IgG3__nAb	60	0.19528365823375776	0.1348418352866738	estimated	positive	very_weak	low	high	high	True	0.16181020234400853	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_all_doses	FcgR2A	nAb	FcgR2A__nAb	60	0.03775146490200273	0.7745929961251808	estimated	positive	very_weak	moderate	high	high	True	0.7745929961251808	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_all_doses	FcgR2B	nAb	FcgR2B__nAb	60	0.21053052408836692	0.10639491389396917	estimated	positive	weak	high	high	high	True	0.15959237084095376	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_all_doses	FcgR3A	nAb	FcgR3A__nAb	60	0.24006781033807098	0.06466608252046202	estimated	positive	weak	high	high	high	True	0.12933216504092404	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose1	IgG	ADCP	IgG__ADCP	20	0.33533834586466166	0.14835729861849292	estimated	positive	weak	none	none	none	False	0.2928563710833042	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose1	IgG1	ADCP	IgG1__ADCP	20	0.4285714285714286	0.05937977468606565	estimated	positive	moderate	none	none	none	False	0.28961573300346116	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose1	IgG3	ADCP	IgG3__ADCP	20	-0.38195488721804516	0.09653857766782038	estimated	negative	weak	low	none	low	False	0.28961573300346116	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose1	FcgR2A	ADCP	FcgR2A__ADCP	20	-0.19097744360902258	0.41992697220250474	estimated	negative	very_weak	moderate	none	moderate	True	0.5039123666430056	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose1	FcgR2B	ADCP	FcgR2B__ADCP	20	-0.156390977443609	0.5102566899029022	estimated	negative	very_weak	high	none	high	True	0.5102566899029022	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose1	FcgR3A	ADCP	FcgR3A__ADCP	20	0.30225563909774433	0.1952375807222028	estimated	positive	weak	high	none	high	True	0.2928563710833042	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose1	IgG	nAb	IgG__nAb	20	0.23325101924373406	0.32231873462467875	estimated	positive	weak	none	high	high	True	0.5206517170483808	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose1	IgG1	nAb	IgG1__nAb	20	0.45892895344708706	0.04181201553041926	estimated	positive	moderate	none	high	high	True	0.2508720931825156	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose1	IgG3	nAb	IgG3__nAb	20	-0.049225052762476344	0.8367201093105835	estimated	negative	very_weak	low	high	high	True	0.8367201093105835	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose1	FcgR2A	nAb	FcgR2A__nAb	20	-0.23400832774777217	0.3207050887145346	estimated	negative	weak	moderate	high	high	True	0.5206517170483808	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose1	FcgR2B	nAb	FcgR2B__nAb	20	0.13025706269455278	0.5841315636450921	estimated	positive	very_weak	high	high	high	True	0.7009578763741106	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose1	FcgR3A	nAb	FcgR3A__nAb	20	0.2218913916831626	0.3471011446989205	estimated	positive	weak	high	high	high	True	0.5206517170483808	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose2	IgG	ADCP	IgG__ADCP	21	0.6558441558441558	0.0012463317417583512	estimated	positive	strong	none	none	none	False	0.0037389952252750536	True
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose2	IgG1	ADCP	IgG1__ADCP	21	0.6896103896103896	0.000542956372705794	estimated	positive	strong	none	none	none	False	0.003257738236234764	True
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose2	IgG3	ADCP	IgG3__ADCP	21	0.36883116883116884	0.09990670544494937	estimated	positive	weak	low	none	low	False	0.19981341088989873	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose2	FcgR2A	ADCP	FcgR2A__ADCP	21	0.16493506493506493	0.47494156501178997	estimated	positive	very_weak	moderate	none	moderate	True	0.47494156501178997	False
