previous_4vHPV_doses	prior_4vHPV_exposure_status	response_transition	antigen_target	antigen_class	feature	assay_family	outcome_family	calibrated_floor_severity	participants	paired_observations	mean_bpv_calibrated_log2_change	sd_bpv_calibrated_log2_change	se_bpv_calibrated_log2_change	ci95_lower_bpv_calibrated	ci95_upper_bpv_calibrated	bpv_calibrated_geometric_ratio	bpv_calibrated_ratio_ci95_lower	bpv_calibrated_ratio_ci95_upper	positive_calibrated_change_fraction
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	HPV16	vaccine_target_2vHPV_and_4vHPV	IgG	antibody_isotype_or_subclass	Antibody abundance	none	20	20	6.529829771636206	2.4515091722941444	0.5481741156713951	5.382488161531999	7.677171381740413	92.40056522161991	41.71482134376229	204.6722047043244	1.0
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	HPV16	vaccine_target_2vHPV_and_4vHPV	IgM	antibody_isotype_or_subclass	Antibody abundance	none	20	20	4.090902187591764	1.8701686757151093	0.41818242882897444	3.215636304921849	4.966168070261679	17.040575891434067	9.289727673559595	31.2583142278978	0.95
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	HPV16	vaccine_target_2vHPV_and_4vHPV	IgA1	antibody_isotype_or_subclass	Antibody abundance	low	20	20	4.51648405041395	2.5081659047058715	0.5608429461769588	3.342626273320376	5.690341827507523	22.887437645099844	10.144502945117669	51.63730591753082	0.95
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	HPV16	vaccine_target_2vHPV_and_4vHPV	IgA2	antibody_isotype_or_subclass	Antibody abundance	high	20	20	8.702616424256552	3.480532120461806	0.7782706419224085	7.0736772498731915	10.331555598639913	416.628125257582	134.70664875730992	1288.5703590501353	0.95
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	HPV16	vaccine_target_2vHPV_and_4vHPV	IgG1	antibody_isotype_or_subclass	IgG subclass architecture	none	20	20	6.205850401576598	2.501221633904063	0.5592901600202578	5.035242643260352	7.376458159892843	73.81542413066174	32.791332965334945	166.16332264838215	1.0
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	HPV16	vaccine_target_2vHPV_and_4vHPV	IgG2	antibody_isotype_or_subclass	IgG subclass architecture	high	20	20	0.5071697365844242	4.766914749053392	1.0659145421829734	-1.7238150401481103	2.738154513316959	1.4212592479563333	0.3027470820076699	6.6721629041175285	0.65
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	HPV16	vaccine_target_2vHPV_and_4vHPV	IgG3	antibody_isotype_or_subclass	IgG subclass architecture	low	20	20	7.312336102796371	4.533659683542154	1.013757123925044	5.190518057093515	9.434154148499227	158.9397425886087	36.51754963378079	691.7726415784637	0.95
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	HPV16	vaccine_target_2vHPV_and_4vHPV	IgG4	antibody_isotype_or_subclass	IgG subclass architecture	high	20	20	0.6203330171588711	2.1931114623749908	0.49039463121044513	-0.4060747421172596	1.646740776435002	1.5372299789871053	0.7546738856402675	3.1312545104059826	0.35
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	HPV16	vaccine_target_2vHPV_and_4vHPV	FcgR2A	fc_gamma_receptor_binding	Fc-receptor engagement	moderate	20	20	-0.018665850350823465	9.143204429861632	2.0444826637347817	-4.297817244368401	4.260485543666755	0.9871451569241426	0.0508426400456137	19.166108604206105	0.5
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	HPV16	vaccine_target_2vHPV_and_4vHPV	FcgR2B	fc_gamma_receptor_binding	Fc-receptor engagement	high	20	20	7.808529353445612	4.353558012417538	0.9734851659754488	5.771001484449378	9.846057222441846	224.18242229310735	54.60652646608658	920.3617537624872	1.0
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	HPV16	vaccine_target_2vHPV_and_4vHPV	FcgR3A	fc_gamma_receptor_binding	Fc-receptor engagement	high	20	20	6.294517917069219	3.465338199505458	0.7748731779120932	4.6726897165834345	7.916346117555003	78.4944049087644	25.504673316361107	241.57814238806858	0.9
