decision	raw_features	bpv_calibrated_features	raw_principal_components	bpv_calibrated_principal_components	variance_rows	pca_score_rows	top10_loading_rows	loading_extreme_rows	axis_contribution_rows	centroid_rows	primary_vs_recall_pc_tests	primary_vs_recall_fdr_findings	recall_dose_pc_tests	recall_dose_fdr_findings	raw_components_for_80_percent_variance	bpv_components_for_80_percent_variance	unresolved_feature_annotations	validation_failures
READY_FOR_PHASE2C4B_PCA_STABILITY_AND_CLUSTERING	92	77	79	77	156	12480	1690	400	230	100	20	4	20	1	21	16	0	
