antigen_target	antigen_class	feature	assay_family	outcome_family	maximum_floor_severity	fit_method	coefficient	estimate	standard_error	test_statistic	p_value
HPV16	vaccine_target_2vHPV_and_4vHPV	FcgR2B	fc_gamma_receptor_binding	Fc-receptor engagement	moderate	mixedlm_powell	visit_v2_dose3	-7.604276553947447	0.7386504813992335	-10.294823797505126	7.435558160242191e-25
HPV16	vaccine_target_2vHPV_and_4vHPV	FcgR3A	fc_gamma_receptor_binding	Fc-receptor engagement	low	mixedlm_powell	intercept	2.9670683872279673	0.39691017125741296	7.475415351106482	7.696038518717605e-14
HPV16	vaccine_target_2vHPV_and_4vHPV	FcgR3A	fc_gamma_receptor_binding	Fc-receptor engagement	low	mixedlm_powell	visit_v2	6.662738455416506	0.5093125568339286	13.081826407019106	4.1826786384125974e-39
HPV16	vaccine_target_2vHPV_and_4vHPV	FcgR3A	fc_gamma_receptor_binding	Fc-receptor engagement	low	mixedlm_powell	dose1	7.277377487629935	0.5613157472360604	12.964855383915404	1.9359517444177294e-38
HPV16	vaccine_target_2vHPV_and_4vHPV	FcgR3A	fc_gamma_receptor_binding	Fc-receptor engagement	low	mixedlm_powell	dose2	7.504073984391261	0.5545931604489189	13.53077268085499	1.0293595893845842e-41
HPV16	vaccine_target_2vHPV_and_4vHPV	FcgR3A	fc_gamma_receptor_binding	Fc-receptor engagement	low	mixedlm_powell	dose3	8.436250829825175	0.5686535194213722	14.835485127058387	8.637721143926042e-50
HPV16	vaccine_target_2vHPV_and_4vHPV	FcgR3A	fc_gamma_receptor_binding	Fc-receptor engagement	low	mixedlm_powell	visit_v2_dose1	-5.471753640851914	0.7202767253614589	-7.59673809827189	3.0368827878498246e-14
HPV16	vaccine_target_2vHPV_and_4vHPV	FcgR3A	fc_gamma_receptor_binding	Fc-receptor engagement	low	mixedlm_powell	visit_v2_dose2	-5.395434219117994	0.711650345608453	-7.581580269598491	3.4137113240444655e-14
HPV16	vaccine_target_2vHPV_and_4vHPV	FcgR3A	fc_gamma_receptor_binding	Fc-receptor engagement	low	mixedlm_powell	visit_v2_dose3	-6.304951803361001	0.72969250702643	-8.640559883305244	5.593821108732419e-18
HPV16	vaccine_target_2vHPV_and_4vHPV	IgA1	antibody_isotype_or_subclass	Antibody abundance	none	mixedlm_powell	intercept	7.145697124682632	0.4304172761455513	16.601789753128358	6.764352523579579e-62
HPV16	vaccine_target_2vHPV_and_4vHPV	IgA1	antibody_isotype_or_subclass	Antibody abundance	none	mixedlm_powell	visit_v2	5.513085080474381	0.496530744952508	11.103209894891192	1.2101795697561577e-28
HPV16	vaccine_target_2vHPV_and_4vHPV	IgA1	antibody_isotype_or_subclass	Antibody abundance	none	mixedlm_powell	dose1	3.2019278650174496	0.6087019494047248	5.260255644242227	1.438552582963804e-07
HPV16	vaccine_target_2vHPV_and_4vHPV	IgA1	antibody_isotype_or_subclass	Antibody abundance	none	mixedlm_powell	dose2	5.839614472539137	0.6014118427178468	9.709842836066	2.737589016718269e-22
HPV16	vaccine_target_2vHPV_and_4vHPV	IgA1	antibody_isotype_or_subclass	Antibody abundance	none	mixedlm_powell	dose3	5.079581574316702	0.6166591753608474	8.237259376452656	1.7620021928907574e-16
HPV16	vaccine_target_2vHPV_and_4vHPV	IgA1	antibody_isotype_or_subclass	Antibody abundance	none	mixedlm_powell	visit_v2_dose1	-2.816994462871195	0.7022005136470526	-4.0116667648681075	6.029156451537527e-05
HPV16	vaccine_target_2vHPV_and_4vHPV	IgA1	antibody_isotype_or_subclass	Antibody abundance	none	mixedlm_powell	visit_v2_dose2	-4.876687844487829	0.6937906232810472	-7.02904836249471	2.0794689889910056e-12
HPV16	vaccine_target_2vHPV_and_4vHPV	IgA1	antibody_isotype_or_subclass	Antibody abundance	none	mixedlm_powell	visit_v2_dose3	-4.4989256409173795	0.711379994933517	-6.324222880821709	2.5451015169644474e-10
HPV16	vaccine_target_2vHPV_and_4vHPV	IgA2	antibody_isotype_or_subclass	Antibody abundance	high	mixedlm_powell	intercept	0.7844125154566057	0.7156312495657784	1.096112719969344	0.27302944876293345
HPV16	vaccine_target_2vHPV_and_4vHPV	IgA2	antibody_isotype_or_subclass	Antibody abundance	high	mixedlm_powell	visit_v2	9.63914231602742	0.7168340182850658	13.446826001767946	3.213734361776535e-41
HPV16	vaccine_target_2vHPV_and_4vHPV	IgA2	antibody_isotype_or_subclass	Antibody abundance	high	mixedlm_powell	dose1	5.33348721310467	1.0120554187939288	5.2699556902334574	1.36456695640399e-07
HPV16	vaccine_target_2vHPV_and_4vHPV	IgA2	antibody_isotype_or_subclass	Antibody abundance	high	mixedlm_powell	dose2	8.830969114884157	0.999934557371921	8.831547074534717	1.0323773137192606e-18
