decision	active_root	head_sha	tree_sha	branch	reachable_commit_count	root_commit_count	remote_count	tag_count	working_tree_path_count	expected_path_count	missing_expected_path_count	unexpected_path_count	foreign_object_count	unreachable_object_count	git_fsck_status	raw_workbook_md5	software_license	content_license	planned_repository_url	planned_release_tag	validation_failure_count	validation_warning_count	validation_failures	validation_warnings
READY_FOR_HPV_IDENTITY_COMMIT	/mnt/d/HPV_Vaccine_Trafficome_Project_PRISTINE	4c0fee0b52387e1d92efb5ec9d669399a7ceb92c	6da1fb6add196e8501b75149ef76ad638a93720f	main	16	1	0	0	23	23	0	0	0	0	0	e42173e1d8297cd64420fd9682c42674	MIT	CC-BY-4.0	https://github.com/rmaghembe1/HPV_Vaccine_Trafficome	v0.1.0-fiji-systems-serology	0	0	NONE	NONE
