decision	target_antigen	target_feature	optimizers_attempted	acceptable_optimizers	selected_optimizer	selected_log_likelihood	selected_random_intercept_variance	remaining_nonconverged_models	repaired_coefficient_rows	repaired_contrast_rows	repaired_confirmation_rows	validation_failures
READY_FOR_PHASE2B2D_INTEGRATION_AND_BIOLOGICAL_SYNTHESIS	HPV16	FcgR2A	5	2	powell	-388.39307934746193	7.916536839860629e-10	0	736	1012	368	
