decision	active_root	head_sha	tree_before_identity_rebuild	branch	remote_count	python_version	python_script_count	import_module_count	third_party_package_count	resolved_requirement_count	unresolved_package_count	python_parse_failure_count	identity_file_count	raw_workbook_md5	planned_repository	planned_release_tag	license_selected	validation_failure_count	validation_warning_count	validation_failures	validation_warnings
READY_FOR_LICENSE_SELECTION_AND_HPV_IDENTITY_COMMIT	/mnt/d/HPV_Vaccine_Trafficome_Project_PRISTINE	4c0fee0b52387e1d92efb5ec9d669399a7ceb92c	6da1fb6add196e8501b75149ef76ad638a93720f	main	0	3.13.2	31	24	8	8	0	0	9	e42173e1d8297cd64420fd9682c42674	rmaghembe1/HPV_Vaccine_Trafficome	v0.1.0-fiji-systems-serology	True	0	0	NONE	NONE
