model_id	model_family	contrast_type	antigen_target	feature	maximum_floor_severity	previous_4vHPV_doses	participants	raw_effect_log2	sd_log2_change	se_log2_change	ci95_lower_log2_change	ci95_upper_log2_change	raw_geometric_mean_ratio	gmr_ci95_lower	gmr_ci95_upper	test_statistic	degrees_freedom	raw_p_value	cohen_dz	sensitivity_requirement	bh_family	raw_q_value	fdr_significant_0_05	evidence_id	mixed_fit_method	mixed_effect_log2	mixed_standard_error	mixed_p_value	mixed_q_value	mixed_raw_effect_difference	mixed_direction_agreement	antigen_class	assay_family	outcome_family	floor_robustness_classification	floor_detection_effect	floor_detection_q_value	floor_conditional_effect	floor_conditional_q_value	bpv_calibrated_effect_log2	bpv_calibrated_q_value	calibration_classification	cluster_robust_estimate_log2	cluster_robust_standard_error	cluster_robust_p_value	boundary_direction_agreement	nominal_significance_agreement	raw_fdr_significant	effect_direction	analysis_context	antigen_group	floor_status	bpv_status	method_status	evidence_grade	evidence_grade_label	claim_readiness	interpretation_guardrail	evidence_priority_score	grade_order
HPVVT-FJ-M03	Heterologous 2vHPV recall	dose_specific_recall	HPV18	IgG3	none	1	20	3.9800401241197223	2.4842910576496484	0.5555043680799463	2.8173561193995336	5.142724128839912	15.780162142405128	7.048694700347278	35.32760714240148	7.164732363629099	19.0	8.279127574075699e-07	1.6020828605667408	standard_continuous_model	HPVVT-FJ-M03|IgG subclass architecture|dose_specific_recall	3.6602458748545193e-06	yes	HPV18|IgG3|dose1	mixedlm_powell	3.980040124119728	0.537922073951655	1.3730088747837288e-13	7.208296592614576e-13	5.773159728050814e-15	yes	vaccine_target_2vHPV_and_4vHPV	antibody_isotype_or_subclass	IgG subclass architecture						1.5695799214381525	0.0724121342089387	attenuated_after_bpv_calibration						True	increased	heterologous_2vHPV_recall	vaccine_type	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	Raw effect attenuated after BPV calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	10.41652986427013	4
HPVVT-FJ-M03	Heterologous 2vHPV recall	dose_specific_recall	HPV45	FcgR2B	moderate	2	21	4.684634540440045	3.1140972543626733	0.6795517328367191	3.2671144652164896	6.1021546156636	25.716716390370436	9.627188010749618	68.69602018411723	6.893712890532289	20.0	1.0716708728061082e-06	1.5043314828646208	above_floor_binary_sensitivity_required	HPVVT-FJ-M03|Fc-receptor engagement|dose_specific_recall	7.501696109642757e-06	yes	HPV45|FcgR2B|dose2	mixedlm_lbfgs	4.68463454044004	0.5447546069096457	8.004199493139967e-18	9.384786204746883e-17	-4.440892098500626e-15	yes	cross_reactive_non_booster_target	fc_gamma_receptor_binding	Fc-receptor engagement	sensitivity_supported	0.238095238095238	0.2222222222222222	3.5867409816083557	3.956426536380328e-05	2.131522447306283	0.0962568282544668	attenuated_after_bpv_calibration						True	increased	heterologous_2vHPV_recall	cross_reactive_type	supported	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	Raw effect attenuated after BPV calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	10.809475073344402	4
HPVVT-FJ-M03	Heterologous 2vHPV recall	dose_specific_recall	HPV58	FcgR2B	low	2	21	3.0726422716416044	2.177266147264096	0.4751184251382185	2.081562603680771	4.063721939602438	8.41312786922495	4.232654128765523	16.72253824447809	6.467108217804287	20.0	2.633995600546059e-06	1.4112387112171003	continuous_model_plus_floor_summary	HPVVT-FJ-M03|Fc-receptor engagement|dose_specific_recall	1.178699203387199e-05	yes	HPV58|FcgR2B|dose2	mixedlm_powell	3.072642271641602	0.5256763032593396	5.061962925531772e-09	1.5945183215425082e-08	-2.220446049250313e-15	yes	cross_reactive_non_booster_target	fc_gamma_receptor_binding	Fc-receptor engagement						0.5195301785078422	0.5466466415668925	attenuated_after_bpv_calibration						True	increased	heterologous_2vHPV_recall	cross_reactive_type	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	Raw effect attenuated after BPV calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	9.001239281623889	4
HPVVT-FJ-M03	Heterologous 2vHPV recall	dose_specific_recall	HPV16	IgG3	none	1	20	3.907183967574015	2.731161237942908	0.6107062185552821	2.6289611619611	5.18540677318693	15.00305055941613	6.185804172601095	36.388401541290136	6.397812645197964	19.0	3.898406514467311e-06	1.430594398197039	standard_continuous_model	HPVVT-FJ-M03|IgG subclass architecture|dose_specific_recall	1.212837582278719e-05	yes	HPV16|IgG3|dose1	mixedlm_lbfgs	3.907183967574011	0.6174016608536789	2.476661497541401e-10	9.906645990165604e-10	-3.996802888650564e-15	yes	vaccine_target_2vHPV_and_4vHPV	antibody_isotype_or_subclass	IgG subclass architecture						1.4967237648924443	0.0983829073309116	attenuated_after_bpv_calibration						True	increased	heterologous_2vHPV_recall	vaccine_type	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	Raw effect attenuated after BPV calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	9.823381321565572	4
HPVVT-FJ-M03	Heterologous 2vHPV recall	dose_specific_recall	HPV52	FcgR2B	high	2	21	3.817029098287597	2.9371903084517577	0.6409474723319463	2.4800360993857256	5.154022097189468	14.09419425455021	5.579114265297938	35.605349207592894	5.955291600418013	20.0	7.991500943753955e-06	1.2995511687833454	two_part_floor_sensitivity_required	HPVVT-FJ-M03|Fc-receptor engagement|dose_specific_recall	2.517322797282496e-05	yes	HPV52|FcgR2B|dose2	mixedlm_powell	3.8170290982875903	0.7906939258776029	1.3829792054265258e-06	3.111703212209683e-06	-6.661338147750939e-15	yes	cross_reactive_non_booster_target	fc_gamma_receptor_binding	Fc-receptor engagement	sensitivity_supported	0.1904761904761904	0.32	3.088871313699021	3.956426536380328e-05	1.263917005153835	0.2247857674611669	attenuated_after_bpv_calibration						True	increased	heterologous_2vHPV_recall	cross_reactive_type	supported	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	Raw effect attenuated after BPV calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	9.416090189417849	4
HPVVT-FJ-M03	Heterologous 2vHPV recall	dose_specific_recall	HPV18	IgA1	none	2	21	1.8801186087905932	1.525314453179574	0.332850901919313	1.1858037939974404	2.5744334235837467	3.681053221772092	2.2749010489879105	5.956370202364222	5.648530912637744	20.0	1.5781300590397706e-05	1.232610498688593	standard_continuous_model	HPVVT-FJ-M03|Antibody abundance|dose_specific_recall	7.797819115255337e-05	yes	HPV18|IgA1|dose2	mixedlm_lbfgs	1.8801186087905943	0.4009559653820722	2.74422677336693e-06	8.537594406030449e-06	1.1102230246251563e-15	yes	vaccine_target_2vHPV_and_4vHPV	antibody_isotype_or_subclass	Antibody abundance						1.2933369468722715	0.2280362470315936	attenuated_after_bpv_calibration						True	increased	heterologous_2vHPV_recall	vaccine_type	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	Raw effect attenuated after BPV calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	6.988145452080406	4
HPVVT-FJ-M03	Heterologous 2vHPV recall	dose_specific_recall	HPV18	IgG2	low	2	21	2.534977917207841	2.2344740913957857	0.4876022220113744	1.5178575052865126	3.552098329129169	5.795679905240921	2.863654625813529	11.729733488538598	5.198864571927047	20.0	4.358683024445239e-05	1.134485258508566	continuous_model_plus_floor_summary	HPVVT-FJ-M03|IgG subclass architecture|dose_specific_recall	0.0001144154293916	yes	HPV18|IgG2|dose2	mixedlm_powell	2.5349779172078435	0.5791945157072416	1.204731476314733e-05	2.468230341717989e-05	2.664535259100376e-15	yes	vaccine_target_2vHPV_and_4vHPV	antibody_isotype_or_subclass	IgG subclass architecture						1.6504771059704548	0.0650232203596419	attenuated_after_bpv_calibration						True	increased	heterologous_2vHPV_recall	vaccine_type	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	Raw effect attenuated after BPV calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	7.476493322403032	4
HPVVT-FJ-M03	Heterologous 2vHPV recall	dose_specific_recall	HPV45	IgG3	low	1	20	3.216928631153975	2.824175105562491	0.6315047516400374	1.895173995498261	4.53868326680969	9.298052882325932	3.719668352102663	23.24233754701782	5.094068766386179	19.0	6.446404045928589e-05	1.139068404369799	continuous_model_plus_floor_summary	HPVVT-FJ-M03|IgG subclass architecture|dose_specific_recall	0.0001640902848054	yes	HPV45|IgG3|dose1	mixedlm_powell	3.216928631153976	0.6217902599718562	2.295578404467573e-07	6.025893311727378e-07	8.881784197001252e-16	yes	cross_reactive_non_booster_target	antibody_isotype_or_subclass	IgG subclass architecture						0.8064684284724037	0.2740336635876244	attenuated_after_bpv_calibration						True	increased	heterologous_2vHPV_recall	cross_reactive_type	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	Raw effect attenuated after BPV calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	8.001845762351378	4
HPVVT-FJ-M03	Heterologous 2vHPV recall	dose_specific_recall	HPV18	IgA1	none	1	20	2.3867239275244474	2.0863012121793023	0.4665111331973132	1.4103049040932136	3.363142950955681	5.229684551926209	2.6579333055326573	10.289799392530169	5.116113545172288	19.0	6.13807429014116e-05	1.1439977667612675	standard_continuous_model	HPVVT-FJ-M03|Antibody abundance|dose_specific_recall	0.0002577991201859	yes	HPV18|IgA1|dose1	mixedlm_lbfgs	2.3867239275244465	0.4108576036587894	6.279950429056865e-09	2.7763991370567197e-08	-8.881784197001252e-16	yes	vaccine_target_2vHPV_and_4vHPV	antibody_isotype_or_subclass	Antibody abundance						2.1126163218717258	0.0723247176674718	attenuated_after_bpv_calibration						True	increased	heterologous_2vHPV_recall	vaccine_type	not_required	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	Raw effect attenuated after BPV calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	6.975442496660131	4
HPVVT-FJ-M03	Heterologous 2vHPV recall	dose_specific_recall	HPV31	FcgR2B	moderate	2	21	3.344916208583576	3.3732815331189454	0.7361103793292502	1.8094168641497703	4.8804155530173805	10.16061771668998	3.505005879139385	29.454487651262728	4.5440416308645055	20.0	0.0001974461257775	0.9915911778317704	above_floor_binary_sensitivity_required	HPVVT-FJ-M03|Fc-receptor engagement|dose_specific_recall	0.0004486440086586	yes	HPV31|FcgR2B|dose2	mixedlm_powell	3.344916208583576	0.690685022382051	1.2795982822144595e-06	3.111703212209683e-06	0.0	yes	cross_reactive_non_booster_target	fc_gamma_receptor_binding	Fc-receptor engagement	sensitivity_supported	0.1904761904761904	0.32	2.0995666966242648	0.0004311918992547	0.7918041154498143	0.5125957486665653	attenuated_after_bpv_calibration						True	increased	heterologous_2vHPV_recall	cross_reactive_type	supported	attenuated_after_bpv_calibration	not_applicable	B2_attenuated_after_bpv_calibration	Raw effect attenuated after BPV calibration	qualified_claim_only	Do not describe the raw response as independently HPV-specific.	7.693014336170895	4
