decision	participant_breadth_rows	primary_vs_recall_tests	recall_global_tests	recall_trend_tests	recall_pairwise_tests	raw_vs_bpv_registry_rows	supported_raw_and_bpv_calibrated	attenuated_after_bpv_calibration	emerges_after_bpv_calibration	direction_changed_after_bpv_calibration	validation_failures
READY_FOR_PHASE2C2C_BREADTH_SYNTHESIS_AND_PHASE2C3_FUNCTIONAL_COUPLING	640	48	48	48	144	144	16	7	0	5	
