decision	raw_wide_rows	bpv_calibrated_wide_rows	combined_wide_rows	predictor_function_correlations	function_function_correlations	total_coupling_rows	raw_vs_bpv_registry_rows	summary_rows	undefined_correlations	supported_raw_and_bpv_calibrated	attenuated_after_bpv_calibration	emerges_after_bpv_calibration	direction_changed_after_bpv_calibration	validation_failures
READY_FOR_PHASE2C3B_CONTEXT_AND_PARTIAL_COUPLING_ANALYSIS	160	160	320	288	12	300	144	60	0	17	42	3	22	
