decision	models_attempted	mixed_models_completed	fallback_models	failed_models	coefficient_rows	contrast_rows	within_confirmation_rows	effect_direction_agreement_rows	validation_failures
READY_FOR_PHASE2B2B_FLOOR_SENSITIVITY	92	92	0	0	736	1012	368	368	
