mechanistic_axis	metric	raw_effect	raw_q_value	bpv_calibrated_effect	bpv_calibrated_q_value	analysis_type	bpv_calibration_status	comparison
global_shared_serology	positive_antigen_count	0.0	0.8809014021134399	0.0	0.9127359416182443	recall_dose_pairwise	not_fdr_significant	dose3_minus_dose2
global_shared_serology	twofold_antigen_count	0.0	1.0	0.0	0.4909476951479356	recall_dose_pairwise	not_fdr_significant	dose2_minus_dose1
global_shared_serology	twofold_antigen_count	0.0	0.824695392625796	-1.0	0.2730275071594345	recall_dose_pairwise	not_fdr_significant	dose3_minus_dose1
global_shared_serology	twofold_antigen_count	0.0	0.9432129231679172	-1.0	0.9127359416182443	recall_dose_pairwise	not_fdr_significant	dose3_minus_dose2
igg_subclass_architecture	cross_antigen_standard_deviation	-0.120433659540375	0.4913473132699374	-0.12043365954037455	0.37558183364459596	recall_dose_pairwise	not_fdr_significant	dose2_minus_dose1
igg_subclass_architecture	cross_antigen_standard_deviation	-0.17945890022745714	0.791371142643394	-0.17945890022745692	0.7569637016588986	recall_dose_pairwise	not_fdr_significant	dose3_minus_dose1
igg_subclass_architecture	cross_antigen_standard_deviation	-0.05902524068708215	0.6863212409787736	-0.05902524068708237	0.9127359416182443	recall_dose_pairwise	not_fdr_significant	dose3_minus_dose2
igg_subclass_architecture	mean_cross_reactive_score	-0.37923046169512453	0.6116089036645592	-0.4595051630253866	0.33857463096578694	recall_dose_pairwise	not_fdr_significant	dose2_minus_dose1
igg_subclass_architecture	mean_cross_reactive_score	-1.4237338900042906	0.0697204856706203	-1.1171630452414985	0.23721482655226936	recall_dose_pairwise	not_fdr_significant	dose3_minus_dose1
igg_subclass_architecture	mean_cross_reactive_score	-1.044503428309166	0.36037762594966866	-0.6576578822161119	0.9127359416182443	recall_dose_pairwise	not_fdr_significant	dose3_minus_dose2
igg_subclass_architecture	median_cross_reactive_score	0.33840255886242243	0.8908925185229098	-0.41474032016508877	0.4909476951479356	recall_dose_pairwise	direction_changed_after_bpv_calibration	dose2_minus_dose1
igg_subclass_architecture	median_cross_reactive_score	-1.0265175798065418	0.13361885705441917	-1.0006991973759658	0.2730275071594345	recall_dose_pairwise	not_fdr_significant	dose3_minus_dose1
igg_subclass_architecture	median_cross_reactive_score	-1.3649201386689642	0.3759850910493537	-0.585958877210877	0.9127359416182443	recall_dose_pairwise	not_fdr_significant	dose3_minus_dose2
igg_subclass_architecture	minimum_cross_reactive_score	-0.27969002096595175	0.6394824880094281	0.07895476148789893	0.8336949832637034	recall_dose_pairwise	direction_changed_after_bpv_calibration	dose2_minus_dose1
igg_subclass_architecture	minimum_cross_reactive_score	-1.1058296695932042	0.0697204856706203	-0.1751343178826319	0.3128684982559779	recall_dose_pairwise	not_fdr_significant	dose3_minus_dose1
igg_subclass_architecture	minimum_cross_reactive_score	-0.8261396486272523	0.19412857234089678	-0.2540890793705308	0.9127359416182443	recall_dose_pairwise	not_fdr_significant	dose3_minus_dose2
igg_subclass_architecture	positive_antigen_count	0.0	0.8908925185229098	0.0	0.9756580289910285	recall_dose_pairwise	not_fdr_significant	dose2_minus_dose1
igg_subclass_architecture	positive_antigen_count	0.0	0.0697204856706203	0.0	0.5155674877467057	recall_dose_pairwise	not_fdr_significant	dose3_minus_dose1
igg_subclass_architecture	positive_antigen_count	0.0	0.19412857234089678	0.0	0.9127359416182443	recall_dose_pairwise	not_fdr_significant	dose3_minus_dose2
igg_subclass_architecture	twofold_antigen_count	-1.0	0.4913473132699374	0.0	0.8336949832637034	recall_dose_pairwise	not_fdr_significant	dose2_minus_dose1
igg_subclass_architecture	twofold_antigen_count	-1.0	0.0697204856706203	-1.0	0.28705490194218936	recall_dose_pairwise	not_fdr_significant	dose3_minus_dose1
igg_subclass_architecture	twofold_antigen_count	0.0	0.36413869836871104	-1.0	0.9127359416182443	recall_dose_pairwise	not_fdr_significant	dose3_minus_dose2
