matrix_representation	principal_component	component_number	feature_column	loading	absolute_loading	squared_loading	contribution_percent	antigen_target	assay_feature	feature_family
raw_log2_change	PC10	10	HPV33__IgG	0.03782351768676761	0.03782351768676761	0.001430618490201222	0.1430618490201222	HPV33	IgG	binding_antibody_abundance
raw_log2_change	PC10	10	HPV33__IgG1	0.02451875351736876	0.02451875351736876	0.000601169274045483	0.0601169274045483	HPV33	IgG1	igg_subclass_architecture
raw_log2_change	PC10	10	HPV33__IgG2	-0.13575207816660936	0.13575207816660936	0.018428626726553217	1.8428626726553217	HPV33	IgG2	igg_subclass_architecture
raw_log2_change	PC10	10	HPV33__IgG3	0.004693342938993595	0.004693342938993595	2.2027467943001037e-05	0.0022027467943001038	HPV33	IgG3	igg_subclass_architecture
raw_log2_change	PC10	10	HPV33__IgG4	-0.08284987390847849	0.08284987390847849	0.006864101606650785	0.6864101606650785	HPV33	IgG4	igg_subclass_architecture
raw_log2_change	PC10	10	HPV33__IgM	-0.11272140759844915	0.11272140759844915	0.01270611573097571	1.270611573097571	HPV33	IgM	binding_antibody_abundance
raw_log2_change	PC10	10	HPV45__FcgR2A	-8.445989648521415e-05	8.445989648521415e-05	7.133474114293089e-09	7.13347411429309e-07	HPV45	FcgR2A	fc_receptor_communication
raw_log2_change	PC10	10	HPV45__FcgR2B	0.01649742372351814	0.01649742372351814	0.0002721649895132991	0.02721649895132991	HPV45	FcgR2B	fc_receptor_communication
raw_log2_change	PC10	10	HPV45__FcgR3A	0.038834365187639254	0.038834365187639254	0.0015081079195269275	0.15081079195269276	HPV45	FcgR3A	fc_receptor_communication
raw_log2_change	PC10	10	HPV45__IgA1	-0.11770882764325068	0.11770882764325068	0.013855368105148494	1.3855368105148493	HPV45	IgA1	binding_antibody_abundance
raw_log2_change	PC10	10	HPV45__IgA2	0.3252734550195119	0.3252734550195119	0.10580282054033043	10.580282054033043	HPV45	IgA2	binding_antibody_abundance
raw_log2_change	PC10	10	HPV45__IgG	-0.037308090793652944	0.037308090793652944	0.0013918936386674516	0.13918936386674516	HPV45	IgG	binding_antibody_abundance
raw_log2_change	PC10	10	HPV45__IgG1	-0.06522170781318584	0.06522170781318584	0.004253871170068587	0.4253871170068587	HPV45	IgG1	igg_subclass_architecture
raw_log2_change	PC10	10	HPV45__IgG2	-0.2556328026332643	0.2556328026332643	0.06534812978213747	6.534812978213747	HPV45	IgG2	igg_subclass_architecture
raw_log2_change	PC10	10	HPV45__IgG3	-0.0031696623660450573	0.0031696623660450573	1.004675951472235e-05	0.001004675951472235	HPV45	IgG3	igg_subclass_architecture
raw_log2_change	PC10	10	HPV45__IgG4	-0.09002689292640141	0.09002689292640141	0.008104841449981744	0.8104841449981744	HPV45	IgG4	igg_subclass_architecture
raw_log2_change	PC10	10	HPV45__IgM	-0.2022608827450457	0.2022608827450457	0.040909464688805124	4.090946468880512	HPV45	IgM	binding_antibody_abundance
raw_log2_change	PC10	10	HPV52__FcgR2A	-0.0437161941053711	0.0437161941053711	0.001911105627058483	0.1911105627058483	HPV52	FcgR2A	fc_receptor_communication
raw_log2_change	PC10	10	HPV52__FcgR2B	0.12860673039979278	0.12860673039979278	0.016539691104124985	1.6539691104124985	HPV52	FcgR2B	fc_receptor_communication
raw_log2_change	PC10	10	HPV52__FcgR3A	0.09589884617039257	0.09589884617039257	0.009196588696812618	0.9196588696812619	HPV52	FcgR3A	fc_receptor_communication
raw_log2_change	PC10	10	HPV52__IgA1	0.1202715721083762	0.1202715721083762	0.014465251057420338	1.4465251057420339	HPV52	IgA1	binding_antibody_abundance
raw_log2_change	PC10	10	HPV52__IgA2	-0.0348125798639712	0.0348125798639712	0.0012119157167853733	0.12119157167853734	HPV52	IgA2	binding_antibody_abundance
raw_log2_change	PC10	10	HPV52__IgG	0.0923515194612083	0.0923515194612083	0.008528803146793936	0.8528803146793936	HPV52	IgG	binding_antibody_abundance
raw_log2_change	PC10	10	HPV52__IgG1	0.04056415651023489	0.04056415651023489	0.0016454507933868318	0.16454507933868318	HPV52	IgG1	igg_subclass_architecture
raw_log2_change	PC10	10	HPV52__IgG2	0.00527536575020155	0.00527536575020155	2.7829483798399563e-05	0.0027829483798399563	HPV52	IgG2	igg_subclass_architecture
raw_log2_change	PC10	10	HPV52__IgG3	0.009965389670304034	0.009965389670304034	9.930899128100236e-05	0.009930899128100235	HPV52	IgG3	igg_subclass_architecture
raw_log2_change	PC10	10	HPV52__IgG4	0.10873655458353661	0.10873655458353661	0.011823638302698437	1.1823638302698436	HPV52	IgG4	igg_subclass_architecture
raw_log2_change	PC10	10	HPV52__IgM	0.20161277210128392	0.20161277210128392	0.04064770987436425	4.064770987436425	HPV52	IgM	binding_antibody_abundance
raw_log2_change	PC10	10	HPV58__FcgR2A	-0.051894862763720274	0.051894862763720274	0.002693076781265361	0.2693076781265361	HPV58	FcgR2A	fc_receptor_communication
raw_log2_change	PC10	10	HPV58__FcgR2B	0.054076588468876675	0.054076588468876675	0.0029242774204322457	0.2924277420432246	HPV58	FcgR2B	fc_receptor_communication
raw_log2_change	PC10	10	HPV58__FcgR3A	0.09798263709664402	0.09798263709664402	0.009600597172412642	0.9600597172412642	HPV58	FcgR3A	fc_receptor_communication
raw_log2_change	PC10	10	HPV58__IgA1	0.012061557507712014	0.012061557507712014	0.00014548116951184405	0.014548116951184405	HPV58	IgA1	binding_antibody_abundance
raw_log2_change	PC10	10	HPV58__IgA2	0.005512417317589981	0.005512417317589981	3.038674468326592e-05	0.003038674468326592	HPV58	IgA2	binding_antibody_abundance
raw_log2_change	PC10	10	HPV58__IgG	0.009090176624280497	0.009090176624280497	8.263131106061558e-05	0.008263131106061559	HPV58	IgG	binding_antibody_abundance
raw_log2_change	PC10	10	HPV58__IgG1	-0.023290043263411962	0.023290043263411962	0.0005424261152116009	0.05424261152116009	HPV58	IgG1	igg_subclass_architecture
raw_log2_change	PC10	10	HPV58__IgG2	-0.09809432353852097	0.09809432353852097	0.00962249631048003	0.962249631048003	HPV58	IgG2	igg_subclass_architecture
raw_log2_change	PC10	10	HPV58__IgG3	0.013897772855861376	0.013897772855861376	0.00019314809035311727	0.019314809035311728	HPV58	IgG3	igg_subclass_architecture
raw_log2_change	PC10	10	HPV58__IgG4	0.22508743666495026	0.22508743666495026	0.050664354144397995	5.066435414439799	HPV58	IgG4	igg_subclass_architecture
raw_log2_change	PC10	10	HPV58__IgM	-0.04159597910924041	0.04159597910924041	0.0017302254780563644	0.17302254780563645	HPV58	IgM	binding_antibody_abundance
bpv_calibrated_log2_change	PC1	1	HPV16__FcgR2A	0.025484601035045452	0.025484601035045452	0.0006494648899154397	0.06494648899154397	HPV16	FcgR2A	fc_receptor_communication
bpv_calibrated_log2_change	PC1	1	HPV16__FcgR2B	-0.15252929514891855	0.15252929514891855	0.02326518587862591	2.3265185878625907	HPV16	FcgR2B	fc_receptor_communication
bpv_calibrated_log2_change	PC1	1	HPV16__FcgR3A	-0.14383971130219997	0.14383971130219997	0.020689862547500232	2.068986254750023	HPV16	FcgR3A	fc_receptor_communication
bpv_calibrated_log2_change	PC1	1	HPV16__IgA1	-0.05663442096425786	0.05663442096425786	0.0032074576379567702	0.32074576379567704	HPV16	IgA1	binding_antibody_abundance
bpv_calibrated_log2_change	PC1	1	HPV16__IgA2	-0.08498620277161939	0.08498620277161939	0.0072226546615388075	0.7222654661538808	HPV16	IgA2	binding_antibody_abundance
bpv_calibrated_log2_change	PC1	1	HPV16__IgG	-0.17235233316832932	0.17235233316832932	0.02970532674856679	2.970532674856679	HPV16	IgG	binding_antibody_abundance
bpv_calibrated_log2_change	PC1	1	HPV16__IgG1	-0.1884134614228455	0.1884134614228455	0.035499632445338096	3.5499632445338096	HPV16	IgG1	igg_subclass_architecture
bpv_calibrated_log2_change	PC1	1	HPV16__IgG2	0.05706958176992866	0.05706958176992866	0.003256937163394573	0.3256937163394573	HPV16	IgG2	igg_subclass_architecture
bpv_calibrated_log2_change	PC1	1	HPV16__IgG3	-0.10541278498862157	0.10541278498862157	0.011111855239057361	1.111185523905736	HPV16	IgG3	igg_subclass_architecture
bpv_calibrated_log2_change	PC1	1	HPV16__IgG4	0.06268653288796479	0.06268653288796479	0.003929601405513891	0.3929601405513891	HPV16	IgG4	igg_subclass_architecture
bpv_calibrated_log2_change	PC1	1	HPV16__IgM	-0.107813804074567	0.107813804074567	0.01162381634902912	1.162381634902912	HPV16	IgM	binding_antibody_abundance
bpv_calibrated_log2_change	PC1	1	HPV18__FcgR2A	0.03604150727416355	0.03604150727416355	0.0012989902465935844	0.12989902465935843	HPV18	FcgR2A	fc_receptor_communication
bpv_calibrated_log2_change	PC1	1	HPV18__FcgR2B	-0.053835367007436845	0.053835367007436845	0.0028982467408254194	0.2898246740825419	HPV18	FcgR2B	fc_receptor_communication
bpv_calibrated_log2_change	PC1	1	HPV18__FcgR3A	-0.06051830152775836	0.06051830152775836	0.00366246481980468	0.366246481980468	HPV18	FcgR3A	fc_receptor_communication
bpv_calibrated_log2_change	PC1	1	HPV18__IgA1	0.022572422301921812	0.022572422301921812	0.0005095142485762972	0.05095142485762972	HPV18	IgA1	binding_antibody_abundance
bpv_calibrated_log2_change	PC1	1	HPV18__IgA2	-0.0127305935674841	0.0127305935674841	0.00016206801258046753	0.016206801258046754	HPV18	IgA2	binding_antibody_abundance
bpv_calibrated_log2_change	PC1	1	HPV18__IgG	-0.08180566062516247	0.08180566062516247	0.006692166110319257	0.6692166110319256	HPV18	IgG	binding_antibody_abundance
bpv_calibrated_log2_change	PC1	1	HPV18__IgG1	-0.10936807008830242	0.10936807008830242	0.01196137475483983	1.196137475483983	HPV18	IgG1	igg_subclass_architecture
bpv_calibrated_log2_change	PC1	1	HPV18__IgG2	0.08361295932440788	0.08361295932440788	0.006991126966985086	0.6991126966985086	HPV18	IgG2	igg_subclass_architecture
bpv_calibrated_log2_change	PC1	1	HPV18__IgG3	-0.04999163973537063	0.04999163973537063	0.0024991640434310876	0.24991640434310877	HPV18	IgG3	igg_subclass_architecture
bpv_calibrated_log2_change	PC1	1	HPV18__IgG4	0.09003726812306204	0.09003726812306204	0.008106709651064163	0.8106709651064162	HPV18	IgG4	igg_subclass_architecture
bpv_calibrated_log2_change	PC1	1	HPV18__IgM	-0.023371443652464987	0.023371443652464987	0.0005462243784003459	0.054622437840034586	HPV18	IgM	binding_antibody_abundance
bpv_calibrated_log2_change	PC1	1	HPV31__FcgR2A	0.14791148312038185	0.14791148312038185	0.021877806838871007	2.187780683887101	HPV31	FcgR2A	fc_receptor_communication
bpv_calibrated_log2_change	PC1	1	HPV31__FcgR2B	0.10954184017950706	0.10954184017950706	0.011999414749912668	1.199941474991267	HPV31	FcgR2B	fc_receptor_communication
bpv_calibrated_log2_change	PC1	1	HPV31__FcgR3A	0.14953875545261616	0.14953875545261616	0.02236183938231734	2.2361839382317337	HPV31	FcgR3A	fc_receptor_communication
bpv_calibrated_log2_change	PC1	1	HPV31__IgA1	0.11541378917808154	0.11541378917808154	0.01332034273244265	1.3320342732442652	HPV31	IgA1	binding_antibody_abundance
bpv_calibrated_log2_change	PC1	1	HPV31__IgA2	0.09610075746166019	0.09610075746166019	0.009235355584704837	0.9235355584704837	HPV31	IgA2	binding_antibody_abundance
bpv_calibrated_log2_change	PC1	1	HPV31__IgG	0.15542735986767037	0.15542735986767037	0.02415766419543431	2.415766419543431	HPV31	IgG	binding_antibody_abundance
bpv_calibrated_log2_change	PC1	1	HPV31__IgG1	0.14211074164755502	0.14211074164755502	0.02019546289161813	2.0195462891618132	HPV31	IgG1	igg_subclass_architecture
bpv_calibrated_log2_change	PC1	1	HPV31__IgG2	0.13123626595282203	0.13123626595282203	0.017222957501239835	1.7222957501239835	HPV31	IgG2	igg_subclass_architecture
bpv_calibrated_log2_change	PC1	1	HPV31__IgG3	0.1148172961578176	0.1148172961578176	0.013183011496991998	1.3183011496991996	HPV31	IgG3	igg_subclass_architecture
bpv_calibrated_log2_change	PC1	1	HPV31__IgG4	0.09286255968332637	0.09286255968332637	0.00862345499093935	0.8623454990939351	HPV31	IgG4	igg_subclass_architecture
bpv_calibrated_log2_change	PC1	1	HPV31__IgM	-0.0011220931982133555	0.0011220931982133555	1.2590931454766766e-06	0.00012590931454766767	HPV31	IgM	binding_antibody_abundance
bpv_calibrated_log2_change	PC1	1	HPV33__FcgR2A	0.15941655235723823	0.15941655235723823	0.025413637165468076	2.5413637165468077	HPV33	FcgR2A	fc_receptor_communication
bpv_calibrated_log2_change	PC1	1	HPV33__FcgR2B	0.014826256661176087	0.014826256661176087	0.0002198178865830683	0.02198178865830683	HPV33	FcgR2B	fc_receptor_communication
bpv_calibrated_log2_change	PC1	1	HPV33__FcgR3A	0.1091492695965633	0.1091492695965633	0.011913563053463258	1.1913563053463259	HPV33	FcgR3A	fc_receptor_communication
bpv_calibrated_log2_change	PC1	1	HPV33__IgA1	0.07244142295037863	0.07244142295037863	0.005247759759075644	0.5247759759075644	HPV33	IgA1	binding_antibody_abundance
bpv_calibrated_log2_change	PC1	1	HPV33__IgA2	0.03495762831421783	0.03495762831421783	0.0012220357773550042	0.12220357773550042	HPV33	IgA2	binding_antibody_abundance
bpv_calibrated_log2_change	PC1	1	HPV33__IgG	0.11629183064700127	0.11629183064700127	0.013523789875230823	1.3523789875230823	HPV33	IgG	binding_antibody_abundance
bpv_calibrated_log2_change	PC1	1	HPV33__IgG1	0.10851351716952107	0.10851351716952107	0.011775183408499944	1.1775183408499943	HPV33	IgG1	igg_subclass_architecture
bpv_calibrated_log2_change	PC1	1	HPV33__IgG2	0.05148035057380472	0.05148035057380472	0.002650226495201836	0.2650226495201836	HPV33	IgG2	igg_subclass_architecture
bpv_calibrated_log2_change	PC1	1	HPV33__IgG3	-0.017638875224517587	0.017638875224517587	0.00031112991918610033	0.031112991918610035	HPV33	IgG3	igg_subclass_architecture
bpv_calibrated_log2_change	PC1	1	HPV33__IgG4	0.04531242019804386	0.04531242019804386	0.002053215424204093	0.20532154242040931	HPV33	IgG4	igg_subclass_architecture
bpv_calibrated_log2_change	PC1	1	HPV33__IgM	0.02014690065990833	0.02014690065990833	0.00040589760620021476	0.040589760620021474	HPV33	IgM	binding_antibody_abundance
bpv_calibrated_log2_change	PC1	1	HPV45__FcgR2A	0.16943547124236616	0.16943547124236616	0.02870837891512269	2.8708378915122688	HPV45	FcgR2A	fc_receptor_communication
bpv_calibrated_log2_change	PC1	1	HPV45__FcgR2B	0.11197467106976546	0.11197467106976546	0.01253832696118217	1.253832696118217	HPV45	FcgR2B	fc_receptor_communication
bpv_calibrated_log2_change	PC1	1	HPV45__FcgR3A	0.1779020123906447	0.1779020123906447	0.0316491260126411	3.1649126012641102	HPV45	FcgR3A	fc_receptor_communication
bpv_calibrated_log2_change	PC1	1	HPV45__IgA1	0.07531888819485685	0.07531888819485685	0.005672934918909347	0.5672934918909347	HPV45	IgA1	binding_antibody_abundance
bpv_calibrated_log2_change	PC1	1	HPV45__IgA2	0.016801581134914974	0.016801581134914974	0.00028229312863313076	0.028229312863313077	HPV45	IgA2	binding_antibody_abundance
bpv_calibrated_log2_change	PC1	1	HPV45__IgG	0.19270636037540664	0.19270636037540664	0.03713574132913609	3.7135741329136094	HPV45	IgG	binding_antibody_abundance
bpv_calibrated_log2_change	PC1	1	HPV45__IgG1	0.1870430565277455	0.1870430565277455	0.0349851049952414	3.49851049952414	HPV45	IgG1	igg_subclass_architecture
bpv_calibrated_log2_change	PC1	1	HPV45__IgG2	0.11523959906094386	0.11523959906094386	0.013280165191727093	1.3280165191727094	HPV45	IgG2	igg_subclass_architecture
bpv_calibrated_log2_change	PC1	1	HPV45__IgG3	0.01081510398054297	0.01081510398054297	0.00011696647410995638	0.011696647410995638	HPV45	IgG3	igg_subclass_architecture
bpv_calibrated_log2_change	PC1	1	HPV45__IgG4	0.04776739757724748	0.04776739757724748	0.0022817242713028285	0.22817242713028285	HPV45	IgG4	igg_subclass_architecture
bpv_calibrated_log2_change	PC1	1	HPV45__IgM	0.04238745184120037	0.04238745184120037	0.0017966960735900808	0.17966960735900808	HPV45	IgM	binding_antibody_abundance
bpv_calibrated_log2_change	PC1	1	HPV52__FcgR2A	0.16940175548873626	0.16940175548873626	0.028696954762665587	2.8696954762665587	HPV52	FcgR2A	fc_receptor_communication
bpv_calibrated_log2_change	PC1	1	HPV52__FcgR2B	0.13175602079319967	0.13175602079319967	0.017359649015258063	1.7359649015258063	HPV52	FcgR2B	fc_receptor_communication
bpv_calibrated_log2_change	PC1	1	HPV52__FcgR3A	0.19612562607933914	0.19612562607933914	0.03846526120501276	3.8465261205012755	HPV52	FcgR3A	fc_receptor_communication
bpv_calibrated_log2_change	PC1	1	HPV52__IgA1	0.1022438700366744	0.1022438700366744	0.010453808960076366	1.0453808960076365	HPV52	IgA1	binding_antibody_abundance
bpv_calibrated_log2_change	PC1	1	HPV52__IgA2	-0.026838573624187824	0.026838573624187824	0.0007203090341809503	0.07203090341809504	HPV52	IgA2	binding_antibody_abundance
bpv_calibrated_log2_change	PC1	1	HPV52__IgG	0.21527699792992816	0.21527699792992816	0.04634418583772229	4.634418583772229	HPV52	IgG	binding_antibody_abundance
bpv_calibrated_log2_change	PC1	1	HPV52__IgG1	0.1914488608275167	0.1914488608275167	0.03665266631215386	3.6652666312153857	HPV52	IgG1	igg_subclass_architecture
bpv_calibrated_log2_change	PC1	1	HPV52__IgG2	0.11374821284280366	0.11374821284280366	0.012938655924931763	1.2938655924931763	HPV52	IgG2	igg_subclass_architecture
bpv_calibrated_log2_change	PC1	1	HPV52__IgG3	0.1276428014158471	0.1276428014158471	0.01629268475328538	1.629268475328538	HPV52	IgG3	igg_subclass_architecture
bpv_calibrated_log2_change	PC1	1	HPV52__IgG4	0.071386269723139	0.071386269723139	0.005095999504984751	0.5095999504984752	HPV52	IgG4	igg_subclass_architecture
bpv_calibrated_log2_change	PC1	1	HPV52__IgM	0.011199844120894378	0.011199844120894378	0.00012543650833233237	0.012543650833233238	HPV52	IgM	binding_antibody_abundance
bpv_calibrated_log2_change	PC1	1	HPV58__FcgR2A	0.1671901664590016	0.1671901664590016	0.02795255176058866	2.795255176058866	HPV58	FcgR2A	fc_receptor_communication
bpv_calibrated_log2_change	PC1	1	HPV58__FcgR2B	0.11510979385512582	0.11510979385512582	0.013250264641369561	1.325026464136956	HPV58	FcgR2B	fc_receptor_communication
bpv_calibrated_log2_change	PC1	1	HPV58__FcgR3A	0.1908530178900178	0.1908530178900178	0.036424874437727454	3.6424874437727452	HPV58	FcgR3A	fc_receptor_communication
bpv_calibrated_log2_change	PC1	1	HPV58__IgA1	0.09327139745478613	0.09327139745478613	0.008699553583168684	0.8699553583168684	HPV58	IgA1	binding_antibody_abundance
bpv_calibrated_log2_change	PC1	1	HPV58__IgA2	0.02790170600645297	0.02790170600645297	0.0007785051980705337	0.07785051980705338	HPV58	IgA2	binding_antibody_abundance
bpv_calibrated_log2_change	PC1	1	HPV58__IgG	0.1795057042610385	0.1795057042610385	0.03222229786225142	3.222229786225142	HPV58	IgG	binding_antibody_abundance
bpv_calibrated_log2_change	PC1	1	HPV58__IgG1	0.17987218984617173	0.17987218984617173	0.032354004680057245	3.2354004680057247	HPV58	IgG1	igg_subclass_architecture
bpv_calibrated_log2_change	PC1	1	HPV58__IgG2	0.11632262601158633	0.11632262601158633	0.01353095332223138	1.353095332223138	HPV58	IgG2	igg_subclass_architecture
bpv_calibrated_log2_change	PC1	1	HPV58__IgG3	0.12551439786821939	0.12551439786821939	0.015753864072221676	1.5753864072221675	HPV58	IgG3	igg_subclass_architecture
bpv_calibrated_log2_change	PC1	1	HPV58__IgG4	0.06552815468314682	0.06552815468314682	0.004293939056178417	0.4293939056178417	HPV58	IgG4	igg_subclass_architecture
bpv_calibrated_log2_change	PC1	1	HPV58__IgM	-0.027229589199845822	0.027229589199845822	0.0007414505279923603	0.07414505279923603	HPV58	IgM	binding_antibody_abundance
bpv_calibrated_log2_change	PC2	2	HPV16__FcgR2A	0.08236422593431587	0.08236422593431587	0.006783865713759032	0.6783865713759032	HPV16	FcgR2A	fc_receptor_communication
bpv_calibrated_log2_change	PC2	2	HPV16__FcgR2B	0.18332425514117173	0.18332425514117173	0.03360778252306543	3.3607782523065426	HPV16	FcgR2B	fc_receptor_communication
bpv_calibrated_log2_change	PC2	2	HPV16__FcgR3A	0.15562176447761877	0.15562176447761877	0.024218133579127447	2.4218133579127445	HPV16	FcgR3A	fc_receptor_communication
bpv_calibrated_log2_change	PC2	2	HPV16__IgA1	0.23041020695257647	0.23041020695257647	0.05308886346792912	5.308886346792912	HPV16	IgA1	binding_antibody_abundance
bpv_calibrated_log2_change	PC2	2	HPV16__IgA2	0.21387842145143676	0.21387842145143676	0.04574397916255841	4.574397916255841	HPV16	IgA2	binding_antibody_abundance
bpv_calibrated_log2_change	PC2	2	HPV16__IgG	0.1910446864272659	0.1910446864272659	0.03649807221209236	3.649807221209236	HPV16	IgG	binding_antibody_abundance
bpv_calibrated_log2_change	PC2	2	HPV16__IgG1	0.17315996703860256	0.17315996703860256	0.029984374184809925	2.9984374184809925	HPV16	IgG1	igg_subclass_architecture
bpv_calibrated_log2_change	PC2	2	HPV16__IgG2	0.08807421134405642	0.08807421134405642	0.007757066703877517	0.7757066703877517	HPV16	IgG2	igg_subclass_architecture
bpv_calibrated_log2_change	PC2	2	HPV16__IgG3	0.15430154173917163	0.15430154173917163	0.023808965783085324	2.3808965783085325	HPV16	IgG3	igg_subclass_architecture
bpv_calibrated_log2_change	PC2	2	HPV16__IgG4	0.015083663891980579	0.015083663891980579	0.0002275169164062387	0.022751691640623867	HPV16	IgG4	igg_subclass_architecture
bpv_calibrated_log2_change	PC2	2	HPV16__IgM	0.1834594504857487	0.1834594504857487	0.03365736997253287	3.365736997253287	HPV16	IgM	binding_antibody_abundance
bpv_calibrated_log2_change	PC2	2	HPV18__FcgR2A	0.07559095720591308	0.07559095720591308	0.005713992811306182	0.5713992811306182	HPV18	FcgR2A	fc_receptor_communication
bpv_calibrated_log2_change	PC2	2	HPV18__FcgR2B	0.20531334921380193	0.20531334921380193	0.04215357136538858	4.2153571365388585	HPV18	FcgR2B	fc_receptor_communication
bpv_calibrated_log2_change	PC2	2	HPV18__FcgR3A	0.10796034305245945	0.10796034305245945	0.01165543567200473	1.165543567200473	HPV18	FcgR3A	fc_receptor_communication
bpv_calibrated_log2_change	PC2	2	HPV18__IgA1	0.21614688024006057	0.21614688024006057	0.046719473837511086	4.6719473837511085	HPV18	IgA1	binding_antibody_abundance
bpv_calibrated_log2_change	PC2	2	HPV18__IgA2	0.1267080736016337	0.1267080736016337	0.01605493591583702	1.605493591583702	HPV18	IgA2	binding_antibody_abundance
bpv_calibrated_log2_change	PC2	2	HPV18__IgG	0.22342757690380183	0.22342757690380183	0.04991988212110428	4.991988212110428	HPV18	IgG	binding_antibody_abundance
bpv_calibrated_log2_change	PC2	2	HPV18__IgG1	0.18634934689812427	0.18634934689812427	0.03472607908935746	3.472607908935746	HPV18	IgG1	igg_subclass_architecture
bpv_calibrated_log2_change	PC2	2	HPV18__IgG2	0.019307675982762458	0.019307675982762458	0.00037278635185534223	0.037278635185534224	HPV18	IgG2	igg_subclass_architecture
bpv_calibrated_log2_change	PC2	2	HPV18__IgG3	0.17003862764676572	0.17003862764676572	0.02891313489199544	2.891313489199544	HPV18	IgG3	igg_subclass_architecture
bpv_calibrated_log2_change	PC2	2	HPV18__IgG4	-0.07366885695539055	0.07366885695539055	0.005427100485113794	0.5427100485113795	HPV18	IgG4	igg_subclass_architecture
bpv_calibrated_log2_change	PC2	2	HPV18__IgM	0.11515668731555283	0.11515668731555283	0.013261062633492006	1.3261062633492007	HPV18	IgM	binding_antibody_abundance
bpv_calibrated_log2_change	PC2	2	HPV31__FcgR2A	0.08580508004914723	0.08580508004914723	0.0073625117622405645	0.7362511762240564	HPV31	FcgR2A	fc_receptor_communication
bpv_calibrated_log2_change	PC2	2	HPV31__FcgR2B	0.19362672972106615	0.19362672972106615	0.0374913104624748	3.7491310462474803	HPV31	FcgR2B	fc_receptor_communication
bpv_calibrated_log2_change	PC2	2	HPV31__FcgR3A	0.08284833882787151	0.08284833882787151	0.0068638472465378025	0.6863847246537802	HPV31	FcgR3A	fc_receptor_communication
bpv_calibrated_log2_change	PC2	2	HPV31__IgA1	0.13680042751267857	0.13680042751267857	0.018714356967651623	1.8714356967651624	HPV31	IgA1	binding_antibody_abundance
bpv_calibrated_log2_change	PC2	2	HPV31__IgA2	0.0573809483206729	0.0573809483206729	0.003292573230179734	0.3292573230179734	HPV31	IgA2	binding_antibody_abundance
bpv_calibrated_log2_change	PC2	2	HPV31__IgG	0.12505706534230812	0.12505706534230812	0.01563926959203032	1.563926959203032	HPV31	IgG	binding_antibody_abundance
bpv_calibrated_log2_change	PC2	2	HPV31__IgG1	0.07206897095379147	0.07206897095379147	0.005193936574338439	0.5193936574338439	HPV31	IgG1	igg_subclass_architecture
bpv_calibrated_log2_change	PC2	2	HPV31__IgG2	-0.03108342173938375	0.03108342173938375	0.0009661791070283942	0.09661791070283943	HPV31	IgG2	igg_subclass_architecture
bpv_calibrated_log2_change	PC2	2	HPV31__IgG3	0.08609505821295328	0.08609505821295328	0.007412359048691815	0.7412359048691815	HPV31	IgG3	igg_subclass_architecture
bpv_calibrated_log2_change	PC2	2	HPV31__IgG4	-0.14082464369400946	0.14082464369400946	0.01983158027154472	1.983158027154472	HPV31	IgG4	igg_subclass_architecture
bpv_calibrated_log2_change	PC2	2	HPV31__IgM	0.01603009150765049	0.01603009150765049	0.00025696383374364837	0.025696383374364837	HPV31	IgM	binding_antibody_abundance
bpv_calibrated_log2_change	PC2	2	HPV33__FcgR2A	0.03188470835018822	0.03188470835018822	0.0010166346265765625	0.10166346265765626	HPV33	FcgR2A	fc_receptor_communication
bpv_calibrated_log2_change	PC2	2	HPV33__FcgR2B	0.14296314920050546	0.14296314920050546	0.020438462029325984	2.0438462029325986	HPV33	FcgR2B	fc_receptor_communication
bpv_calibrated_log2_change	PC2	2	HPV33__FcgR3A	-0.02601731417826701	0.02601731417826701	0.0006769006370506535	0.06769006370506535	HPV33	FcgR3A	fc_receptor_communication
bpv_calibrated_log2_change	PC2	2	HPV33__IgA1	0.13502605026260642	0.13502605026260642	0.018232034249519916	1.8232034249519917	HPV33	IgA1	binding_antibody_abundance
bpv_calibrated_log2_change	PC2	2	HPV33__IgA2	0.07156318210069088	0.07156318210069088	0.005121289032376643	0.5121289032376644	HPV33	IgA2	binding_antibody_abundance
bpv_calibrated_log2_change	PC2	2	HPV33__IgG	0.0765994963036247	0.0765994963036247	0.005867482833969014	0.5867482833969014	HPV33	IgG	binding_antibody_abundance
bpv_calibrated_log2_change	PC2	2	HPV33__IgG1	-0.0015697522242474158	0.0015697522242474158	2.464122045529709e-06	0.0002464122045529709	HPV33	IgG1	igg_subclass_architecture
bpv_calibrated_log2_change	PC2	2	HPV33__IgG2	0.057338355804430995	0.057338355804430995	0.0032876870463555254	0.3287687046355525	HPV33	IgG2	igg_subclass_architecture
bpv_calibrated_log2_change	PC2	2	HPV33__IgG3	0.08665952277811723	0.08665952277811723	0.007509872888131018	0.7509872888131018	HPV33	IgG3	igg_subclass_architecture
bpv_calibrated_log2_change	PC2	2	HPV33__IgG4	-0.08140400664319054	0.08140400664319054	0.00662661229756461	0.662661229756461	HPV33	IgG4	igg_subclass_architecture
bpv_calibrated_log2_change	PC2	2	HPV33__IgM	0.12847419191347106	0.12847419191347106	0.016505617987819392	1.6505617987819392	HPV33	IgM	binding_antibody_abundance
bpv_calibrated_log2_change	PC2	2	HPV45__FcgR2A	0.03207811668437318	0.03207811668437318	0.001029005570016261	0.10290055700162609	HPV45	FcgR2A	fc_receptor_communication
