decision	context_difference_findings	claim_ready_predictor_function_findings	claim_ready_function_function_findings	raw_partial_predictor_findings	bpv_calibrated_partial_predictor_findings	qualified_findings	dose_heterogeneity_findings	validation_failures
READY_FOR_PHASE2C3_COMMIT_AND_PHASE2C4_IMMUNE_STATE_STRUCTURE	5	6	2	17	6	13	1	
