decision	leave_one_family_rows	family_manifest_rows	bootstrap_replicate_rows	bootstrap_summary_rows	clustering_metric_rows	cluster_assignment_rows	cluster_profile_rows	cluster_marker_rows	cluster_stability_rows	raw_components_for_80_percent_variance	bpv_components_for_80_percent_variance	raw_stable_cluster_candidates	bpv_stable_cluster_candidates	raw_selected_cluster_count	bpv_selected_cluster_count	validation_failures
READY_FOR_PHASE2C4C_IMMUNE_STATE_SYNTHESIS	40	8	3000	10	10	800	40	400	1000	21	16	1	0	2		
