antigen_target	antigen_class	visit	feature	assay_family	observations	unique_participants	minimum	minimum_count	minimum_fraction	zero_count	zero_fraction	q1	median	mean	q3	maximum	standard_deviation	skewness	unique_values	possible_lower_bound_accumulation	discrete_titer_or_ordinal_assay
HPV33	cross_reactive_non_booster_target	v1	IgM	antibody_isotype_or_subclass	80	80	531.0	1	0.0125	0	0.0	1651.2	2327.25	2533.524729561444	3123.475	8704.0	1340.4267935549476	1.5839153804185475	80	no	no
HPV33	cross_reactive_non_booster_target	v2	IgM	antibody_isotype_or_subclass	80	80	470.0	1	0.0125	0	0.0	1869.025	2688.85	2801.66125	3360.55	6615.8	1385.6701011564492	0.7994015754519291	80	no	no
HPV45	cross_reactive_non_booster_target	v1	FcgR2A	fc_gamma_receptor_binding	80	80	1.0	14	0.175	0	0.0	5.799999999999999	42.9	310.08500000000004	339.975	2153.8	511.4396867567802	1.8720981442260771	66	yes	no
HPV45	cross_reactive_non_booster_target	v2	FcgR2A	fc_gamma_receptor_binding	80	80	1.0	17	0.2125	0	0.0	16.424999999999997	396.85	961.7162500000001	1767.625	4381.3	1053.1610689131874	0.9078477925840753	64	yes	no
HPV45	cross_reactive_non_booster_target	v1	FcgR2B	fc_gamma_receptor_binding	80	80	1.0	15	0.1875	0	0.0	4.875	51.4	91.42249999999999	94.25	817.8	145.70873319873365	3.2273993556749887	64	yes	no
HPV45	cross_reactive_non_booster_target	v2	FcgR2B	fc_gamma_receptor_binding	80	80	1.0	4	0.05	0	0.0	104.7	541.15	738.21875	1202.825	3037.0	718.2887244481176	1.0377983753258349	76	yes	no
HPV45	cross_reactive_non_booster_target	v1	FcgR3A	fc_gamma_receptor_binding	80	80	1.0	26	0.325	0	0.0	1.0	10.5	57.808749999999996	35.375	820.0	140.11260769060277	3.671590299121365	48	yes	no
HPV45	cross_reactive_non_booster_target	v2	FcgR3A	fc_gamma_receptor_binding	80	80	1.0	4	0.05	0	0.0	46.75	411.5	617.9212500000001	933.625	3168.5	684.0245185282358	1.589630946974793	75	yes	no
HPV45	cross_reactive_non_booster_target	v1	IgA1	antibody_isotype_or_subclass	80	80	1.0	3	0.0375	0	0.0	200.625	332.75	1236.9025	594.3499999999999	26443.5	3814.5810619876306	5.259623270868925	77	no	no
HPV45	cross_reactive_non_booster_target	v2	IgA1	antibody_isotype_or_subclass	80	80	59.5	1	0.0125	0	0.0	393.625	805.4	3296.74625	2081.0	30760.3	6646.407765043178	2.948353921416719	78	no	no
HPV45	cross_reactive_non_booster_target	v1	IgA2	antibody_isotype_or_subclass	80	80	1.0	31	0.3875	0	0.0	1.0	166.89999999999964	615.3362499999998	1247.0	3489.5	770.1204371113947	1.4846658948829847	38	yes	no
HPV45	cross_reactive_non_booster_target	v2	IgA2	antibody_isotype_or_subclass	80	80	1.0	35	0.4375	0	0.0	1.0	230.64999999999964	615.5312499999999	1247.0	2786.0	686.5548497165421	0.7550187166455047	36	yes	no
HPV45	cross_reactive_non_booster_target	v1	IgG	antibody_isotype_or_subclass	80	80	52.0	1	0.0125	0	0.0	206.22500000000002	426.15	988.67875	901.25	6947.0	1443.8799059157511	2.6364883800270666	79	no	no
HPV45	cross_reactive_non_booster_target	v2	IgG	antibody_isotype_or_subclass	80	80	63.5	1	0.0125	0	0.0	1438.825	9536.75	12680.01625	21172.5	32715.0	11932.598128161932	0.520109018078738	80	no	no
HPV45	cross_reactive_non_booster_target	v1	IgG1	antibody_isotype_or_subclass	80	80	22.3	1	0.0125	0	0.0	139.3	261.9	571.0625	517.125	5947.5	913.3355853613401	3.759252708971717	79	no	no
HPV45	cross_reactive_non_booster_target	v2	IgG1	antibody_isotype_or_subclass	80	80	55.3	1	0.0125	0	0.0	762.225	4233.6	7055.46625	11083.099999999999	30177.5	7626.388477839459	1.3172151753759538	80	no	no
HPV45	cross_reactive_non_booster_target	v1	IgG2	antibody_isotype_or_subclass	80	80	1.0	40	0.5	0	0.0	1.0	2.1499999999999986	73.61375000000001	27.725	2005.0	249.2780714325909	6.369417770343828	39	yes	no
HPV45	cross_reactive_non_booster_target	v2	IgG2	antibody_isotype_or_subclass	80	80	1.0	29	0.3625	0	0.0	1.0	14.5	203.0575	121.875	5348.0	659.0491253034868	6.5117801232480605	51	yes	no
HPV45	cross_reactive_non_booster_target	v1	IgG3	antibody_isotype_or_subclass	80	80	1.0	5	0.0625	0	0.0	28.875	69.65	168.50125	161.75	1778.7	287.5279101449836	3.6222634567120564	73	yes	no
HPV45	cross_reactive_non_booster_target	v2	IgG3	antibody_isotype_or_subclass	80	80	1.0	3	0.0375	0	0.0	64.2	280.5	1694.88875	562.3499999999999	32260.5	5626.106448411652	4.647578770527646	77	no	no
HPV45	cross_reactive_non_booster_target	v1	IgG4	antibody_isotype_or_subclass	80	80	0.7999999999999972	1	0.0125	0	0.0	1.0	1.0	13.96875	9.5	146.0	28.529343516030934	3.0043007090934126	35	no	no
HPV45	cross_reactive_non_booster_target	v2	IgG4	antibody_isotype_or_subclass	80	80	0.2000000000000028	1	0.0125	0	0.0	1.0	5.75	43.940000000000005	21.25	878.0	125.72359737419568	5.003587883083384	48	no	no
HPV45	cross_reactive_non_booster_target	v1	IgM	antibody_isotype_or_subclass	80	80	187.8	1	0.0125	0	0.0	545.0	893.25	1196.9087499999998	1613.6	4356.0	899.927386971417	1.3695443596670496	80	no	no
HPV45	cross_reactive_non_booster_target	v2	IgM	antibody_isotype_or_subclass	80	80	189.5	1	0.0125	0	0.0	756.3499999999999	1313.9	2291.4625	2182.125	16314.0	3171.531321799964	3.1966476861597957	80	no	no
HPV52	cross_reactive_non_booster_target	v1	FcgR2A	fc_gamma_receptor_binding	80	80	1.0	27	0.3375	0	0.0	1.0	24.65	367.6925	397.17499999999995	3295.3	708.6199829218779	2.594589650938611	53	yes	no
HPV52	cross_reactive_non_booster_target	v2	FcgR2A	fc_gamma_receptor_binding	80	80	1.0	16	0.2	0	0.0	29.424999999999997	553.45	910.2762500000001	1733.025	3475.5	921.2548815450422	0.6262821773334367	65	yes	no
HPV52	cross_reactive_non_booster_target	v1	FcgR2B	fc_gamma_receptor_binding	80	80	1.0	31	0.3875	0	0.0	1.0	12.100000000000001	167.88250000000002	83.65	2789.5	433.6012625439954	4.077045060213882	49	yes	no
HPV52	cross_reactive_non_booster_target	v2	FcgR2B	fc_gamma_receptor_binding	80	80	1.0	15	0.1875	0	0.0	23.450000000000003	527.65	729.73625	1204.425	3265.3	780.4873685504283	1.1032036824992857	66	yes	no
HPV52	cross_reactive_non_booster_target	v1	FcgR3A	fc_gamma_receptor_binding	80	80	1.0	20	0.25	0	0.0	1.375	12.75	116.05250000000001	48.375	1710.5	307.01984926348354	3.715270389569485	53	yes	no
HPV52	cross_reactive_non_booster_target	v2	FcgR3A	fc_gamma_receptor_binding	80	80	1.0	4	0.05	0	0.0	102.375	393.4	551.54375	838.8499999999999	2384.5	548.9513835299356	1.1810459757795155	75	yes	no
HPV52	cross_reactive_non_booster_target	v1	IgA1	antibody_isotype_or_subclass	80	80	1.0	14	0.175	0	0.0	69.3	197.15	875.1737499999999	441.75	25973.8	3173.1409533869924	6.919863185540947	65	yes	no
HPV52	cross_reactive_non_booster_target	v2	IgA1	antibody_isotype_or_subclass	80	80	1.0	5	0.0625	0	0.0	141.95	363.85	1113.9924999999998	805.875	26363.5	3332.7328212241314	6.409932559039783	76	yes	no
HPV52	cross_reactive_non_booster_target	v1	IgA2	antibody_isotype_or_subclass	80	80	0.5	1	0.0125	0	0.0	1.0	5.399999999999999	208.58250000000004	124.1	4403.0	604.6771880228242	5.188658894954645	43	no	no
HPV52	cross_reactive_non_booster_target	v2	IgA2	antibody_isotype_or_subclass	80	80	1.0	27	0.3375	0	0.0	1.0	38.900000000000006	310.0475	140.75	6773.5	907.1957233695495	5.299944551627079	54	yes	no
HPV52	cross_reactive_non_booster_target	v1	IgG	antibody_isotype_or_subclass	80	80	63.3	1	0.0125	0	0.0	229.925	538.4	2776.4900000000007	1514.5	32717.3	7254.124000706099	3.6396499789044823	79	no	no
HPV52	cross_reactive_non_booster_target	v2	IgG	antibody_isotype_or_subclass	80	80	112.5	1	0.0125	0	0.0	2193.1499999999996	8509.65	13086.64625	27104.0	32716.5	12000.182216580088	0.5256207237858155	80	no	no
HPV52	cross_reactive_non_booster_target	v1	IgG1	antibody_isotype_or_subclass	80	80	7.3	1	0.0125	0	0.0	129.97500000000002	339.5	1525.0525000000002	735.7	29402.8	4730.270541516948	4.898443116412305	78	no	no
HPV52	cross_reactive_non_booster_target	v2	IgG1	antibody_isotype_or_subclass	80	80	42.5	1	0.0125	0	0.0	1073.2	4477.0	5262.8625	6504.325	29680.0	5782.605414962898	2.198590670897432	80	no	no
HPV52	cross_reactive_non_booster_target	v1	IgG2	antibody_isotype_or_subclass	80	80	1.0	33	0.4125	0	0.0	1.0	8.399999999999999	84.25874999999999	30.375	2302.5	331.729183694883	5.7110738327253525	45	yes	no
HPV52	cross_reactive_non_booster_target	v2	IgG2	antibody_isotype_or_subclass	80	80	1.0	17	0.2125	0	0.0	6.0	27.0	452.90874999999994	103.875	25055.5	2803.703562952012	8.772581876766218	61	yes	no
HPV52	cross_reactive_non_booster_target	v1	IgG3	antibody_isotype_or_subclass	80	80	1.0	7	0.0875	0	0.0	30.15	77.6	1444.535	283.75	32698.0	5321.940868196703	5.262378012026306	73	yes	no
HPV52	cross_reactive_non_booster_target	v2	IgG3	antibody_isotype_or_subclass	80	80	1.0	3	0.0375	0	0.0	97.4	902.0	8836.64125	17872.975	32702.0	12251.415775605607	1.0493948254201535	78	no	no
HPV52	cross_reactive_non_booster_target	v1	IgG4	antibody_isotype_or_subclass	80	80	0.2999999999999971	1	0.0125	0	0.0	1.0	1.0	5.3412500000000005	1.0	90.2	16.497730520946575	4.431668933454758	14	no	no
HPV52	cross_reactive_non_booster_target	v2	IgG4	antibody_isotype_or_subclass	80	80	0.5	1	0.0125	0	0.0	1.0	1.0	24.008750000000003	7.025000000000002	673.2	85.18625192720398	6.238301116565761	27	no	no
HPV52	cross_reactive_non_booster_target	v1	IgM	antibody_isotype_or_subclass	80	80	157.8	1	0.0125	0	0.0	525.05	991.5	1192.32125	1542.575	4109.5	872.3148880840572	1.1904188750883782	80	no	no
HPV52	cross_reactive_non_booster_target	v2	IgM	antibody_isotype_or_subclass	80	80	171.5	1	0.0125	0	0.0	547.675	1100.25	1463.62375	1826.2	8475.0	1440.9174725130356	2.969848369654127	80	no	no
HPV58	cross_reactive_non_booster_target	v1	FcgR2A	fc_gamma_receptor_binding	80	80	1.0	16	0.2	0	0.0	2.875	34.75	233.84750000000003	295.75	2664.3	457.09097063572466	3.1238963282490744	61	yes	no
HPV58	cross_reactive_non_booster_target	v2	FcgR2A	fc_gamma_receptor_binding	80	80	1.0	3	0.0375	0	0.0	28.0	509.4	670.46	1171.6	2419.0	670.7044116053177	0.7437298281398419	78	no	no
HPV58	cross_reactive_non_booster_target	v1	FcgR2B	fc_gamma_receptor_binding	80	80	1.0	6	0.075	0	0.0	21.875	52.9	108.58375000000001	98.625	1260.5	181.2794558823476	4.048585446482737	69	yes	no
HPV58	cross_reactive_non_booster_target	v2	FcgR2B	fc_gamma_receptor_binding	80	80	1.0	3	0.0375	0	0.0	70.2	536.5	666.605	1025.225	2318.5	633.7863106518002	0.9333196199319203	76	no	no
HPV58	cross_reactive_non_booster_target	v1	FcgR3A	fc_gamma_receptor_binding	80	80	1.0	26	0.325	0	0.0	1.0	7.0	50.19	32.599999999999994	1422.0	165.56094032719588	7.448141896516491	47	yes	no
HPV58	cross_reactive_non_booster_target	v2	FcgR3A	fc_gamma_receptor_binding	80	80	1.0	7	0.0875	0	0.0	73.525	348.15	408.7375	618.5250000000001	1529.5	380.2684749046772	0.96159421056783	72	yes	no
HPV58	cross_reactive_non_booster_target	v1	IgA1	antibody_isotype_or_subclass	80	80	31.0	1	0.0125	0	0.0	174.125	332.5	956.7349999999999	756.575	27643.5	3145.0999117212255	7.993451755802753	78	no	no
HPV58	cross_reactive_non_booster_target	v2	IgA1	antibody_isotype_or_subclass	80	80	43.0	1	0.0125	0	0.0	351.0	658.0	1948.0475	1315.8	30481.0	4264.190215108442	4.792667796546743	78	no	no
HPV58	cross_reactive_non_booster_target	v1	IgA2	antibody_isotype_or_subclass	80	80	1.0	41	0.5125	0	0.0	1.0	1.0	479.24750000000006	107.375	11448.5	1769.346582815321	5.069257410930236	39	yes	no
HPV58	cross_reactive_non_booster_target	v2	IgA2	antibody_isotype_or_subclass	80	80	1.0	28	0.35	0	0.0	1.0	57.5	938.7825	330.3	23263.0	3193.6010096843597	5.4584832578486555	53	yes	no
HPV58	cross_reactive_non_booster_target	v1	IgG	antibody_isotype_or_subclass	80	80	64.0	1	0.0125	0	0.0	353.625	810.75	1591.9362500000002	1648.225	32715.5	3728.466947729975	7.592485495872647	80	no	no
HPV58	cross_reactive_non_booster_target	v2	IgG	antibody_isotype_or_subclass	80	80	79.5	1	0.0125	0	0.0	2796.05	7019.9	10563.747500000001	15508.2	32716.0	9689.215441151928	0.9210142768266071	80	no	no
HPV58	cross_reactive_non_booster_target	v1	IgG1	antibody_isotype_or_subclass	80	80	10.3	1	0.0125	0	0.0	180.22500000000002	407.65	738.35875	847.7	6647.5	1023.1446753797388	3.622891536987756	80	no	no
HPV58	cross_reactive_non_booster_target	v2	IgG1	antibody_isotype_or_subclass	80	80	91.8	1	0.0125	0	0.0	1375.95	3659.4	4707.3125	7485.875	18082.5	4006.985496695471	0.8106751236148226	80	no	no
HPV58	cross_reactive_non_booster_target	v1	IgG2	antibody_isotype_or_subclass	80	80	0.5	1	0.0125	0	0.0	1.0	15.75	69.55999999999999	53.349999999999994	1015.0	175.57890332024303	4.406289671231089	54	no	no
HPV58	cross_reactive_non_booster_target	v2	IgG2	antibody_isotype_or_subclass	80	80	0.5	1	0.0125	0	0.0	6.0	45.0	111.54499999999999	97.625	1297.5	220.91170749041146	3.786353955456235	57	no	no
HPV58	cross_reactive_non_booster_target	v1	IgG3	antibody_isotype_or_subclass	80	80	1.0	4	0.05	0	0.0	52.0	125.0	686.77125	200.0	31736.5	3590.3056746277525	8.430540746633593	73	yes	no
HPV58	cross_reactive_non_booster_target	v2	IgG3	antibody_isotype_or_subclass	80	80	1.0	2	0.025	0	0.0	194.125	1078.15	4290.777499999999	5280.4	32086.3	7127.689347124185	2.514405682345942	79	no	no
HPV58	cross_reactive_non_booster_target	v1	IgG4	antibody_isotype_or_subclass	80	80	0.2000000000000028	1	0.0125	0	0.0	1.0	1.0	4.369999999999999	3.700000000000003	52.0	8.888527664952893	4.171129315512797	25	no	no
HPV58	cross_reactive_non_booster_target	v2	IgG4	antibody_isotype_or_subclass	80	80	0.2000000000000028	1	0.0125	0	0.0	1.0	1.0	28.059999999999995	14.975000000000001	1058.8	121.22386927091816	8.032462456132029	39	no	no
HPV58	cross_reactive_non_booster_target	v1	IgM	antibody_isotype_or_subclass	80	80	581.0	1	0.0125	0	0.0	1435.475	1936.0	2221.7612500000005	2732.8500000000004	7184.0	1266.8072086637605	1.7330999758979706	80	no	no
HPV58	cross_reactive_non_booster_target	v2	IgM	antibody_isotype_or_subclass	80	80	370.5	1	0.0125	0	0.0	1320.95	1949.65	2498.7387499999995	3061.875	9059.0	1669.422394880955	1.730693501922756	80	no	no
