model_id	model_family	contrast_type	antigen_target	antigen_class	feature	assay_family	outcome_family	maximum_floor_severity	higher_dose	lower_dose	contrast_label	n_higher_dose	n_lower_dose	higher_dose_mean_log2	lower_dose_mean_log2	difference_log2	ci95_lower_difference	ci95_upper_difference	ratio_of_geometric_means	ratio_ci95_lower	ratio_ci95_upper	test_statistic	degrees_freedom	p_value	hedges_g	sensitivity_requirement	bh_family	q_value	fdr_significant_0_05
HPVVT-FJ-M06	Heterologous BPV control	pairwise_persistence_dose_contrast	BPV	heterologous_control_antigen	FcgR2A	fc_gamma_receptor_binding	Fc-receptor engagement	moderate	2	1	dose2_minus_dose1	21	20	3.3754612250708558	1.6338549542542276	1.7416062708166282	0.8525813787440956	2.630631162889161	3.3440728365896852	1.8057289828636431	6.192968735918794	3.9627950920868464	38.89906127811649	0.0003069352159453606	1.214200721233089	above_floor_binary_sensitivity_required	HPVVT-FJ-M06|Fc-receptor engagement|pairwise_persistence_dose_contrast	0.0027624169435082452	yes
HPVVT-FJ-M06	Heterologous BPV control	pairwise_recall_dose_contrast	BPV	heterologous_control_antigen	FcgR2A	fc_gamma_receptor_binding	Fc-receptor engagement	moderate	2	1	dose2_minus_dose1	21	20	0.281266920519847	1.3126559816079524	-1.0313890610881054	-2.384847174337131	0.3220690521609202	0.48923887113351805	0.1914650305829673	1.2501221361374384	-1.5415648998690559	38.84729176125139	0.1312867851420792	-0.47247463303529924	above_floor_binary_sensitivity_required	HPVVT-FJ-M06|Fc-receptor engagement|pairwise_recall_dose_contrast	0.3938603554262376	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_persistence_dose_contrast	BPV	heterologous_control_antigen	FcgR2A	fc_gamma_receptor_binding	Fc-receptor engagement	moderate	3	1	dose3_minus_dose1	19	20	3.0157041596408427	1.6338549542542276	1.3818492053866152	0.5222344547862235	2.241463955987007	2.606021895626011	1.4361778873323912	4.72876666629138	3.2577446044469776	36.8003329507992	0.0024177095211540336	1.0189715843150249	above_floor_binary_sensitivity_required	HPVVT-FJ-M06|Fc-receptor engagement|pairwise_persistence_dose_contrast	0.010879692845193151	yes
HPVVT-FJ-M06	Heterologous BPV control	pairwise_recall_dose_contrast	BPV	heterologous_control_antigen	FcgR2A	fc_gamma_receptor_binding	Fc-receptor engagement	moderate	3	1	dose3_minus_dose1	19	20	0.7355696741351183	1.3126559816079524	-0.5770863074728341	-1.8486430271013155	0.6944704121556473	0.6703161937411707	0.2776534010104994	1.6182902782979403	-0.9203049966272635	36.1470285393312	0.36351474864726563	-0.28725663903305937	above_floor_binary_sensitivity_required	HPVVT-FJ-M06|Fc-receptor engagement|pairwise_recall_dose_contrast	0.49248256990894085	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_persistence_dose_contrast	BPV	heterologous_control_antigen	FcgR2A	fc_gamma_receptor_binding	Fc-receptor engagement	moderate	3	2	dose3_minus_dose2	19	21	3.0157041596408427	3.3754612250708558	-0.35975706543001307	-1.2067332018477603	0.4872190709877342	0.7792957937733361	0.43324854161258225	1.40174028499298	-0.8598857644303525	37.97996154414173	0.3952474806174835	-0.26514385667355145	above_floor_binary_sensitivity_required	HPVVT-FJ-M06|Fc-receptor engagement|pairwise_persistence_dose_contrast	0.7114454651114703	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_recall_dose_contrast	BPV	heterologous_control_antigen	FcgR2A	fc_gamma_receptor_binding	Fc-receptor engagement	moderate	3	2	dose3_minus_dose2	19	21	0.7355696741351183	0.281266920519847	0.45430275361527134	-0.7884099307282966	1.6970154379588391	1.3701204734368602	0.5789818664667955	3.2422951744353194	0.7402705534649556	37.68098835935404	0.46372369534131996	0.22746565732478258	above_floor_binary_sensitivity_required	HPVVT-FJ-M06|Fc-receptor engagement|pairwise_recall_dose_contrast	0.521689157258985	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_persistence_dose_contrast	BPV	heterologous_control_antigen	FcgR2B	fc_gamma_receptor_binding	Fc-receptor engagement	high	2	1	dose2_minus_dose1	21	20	0.4940624284510985	0.7687100137285354	-0.27464758527743693	-1.1627042121284785	0.6134090415736048	0.8266522241892433	0.4466744960172743	1.5298699743327089	-0.6288337887032228	33.52896829875055	0.5337188904240067	-0.1943995909527503	two_part_floor_sensitivity_required	HPVVT-FJ-M06|Fc-receptor engagement|pairwise_persistence_dose_contrast	0.80057833563601	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_recall_dose_contrast	BPV	heterologous_control_antigen	FcgR2B	fc_gamma_receptor_binding	Fc-receptor engagement	high	2	1	dose2_minus_dose1	21	20	2.5531120931337616	0.4282853652235089	2.1248267279102526	0.6022147194962759	3.6474387363242293	4.3615070688556905	1.5180451701845608	12.531078972679985	2.8297977418008227	36.160565903691804	0.007555751059385481	0.8599533198444073	two_part_floor_sensitivity_required	HPVVT-FJ-M06|Fc-receptor engagement|pairwise_recall_dose_contrast	0.06800175953446932	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_persistence_dose_contrast	BPV	heterologous_control_antigen	FcgR2B	fc_gamma_receptor_binding	Fc-receptor engagement	high	3	1	dose3_minus_dose1	19	20	1.4184208069600677	0.7687100137285354	0.6497107932315322	-0.543936450881628	1.8433580373446925	1.568853667381859	0.6858968566266	3.5884430813151145	1.105510769488743	34.55544375032691	0.27657616099799115	0.34890121750186065	two_part_floor_sensitivity_required	HPVVT-FJ-M06|Fc-receptor engagement|pairwise_persistence_dose_contrast	0.6222963622454801	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_recall_dose_contrast	BPV	heterologous_control_antigen	FcgR2B	fc_gamma_receptor_binding	Fc-receptor engagement	high	3	1	dose3_minus_dose1	19	20	0.9653363567008676	0.4282853652235089	0.5370509914773587	-0.6956016399622023	1.7697036229169196	1.4510034920640946	0.6174517720134256	3.409839001865264	0.8828141430146592	36.965275625390696	0.3830419988180651	0.2764417639493239	two_part_floor_sensitivity_required	HPVVT-FJ-M06|Fc-receptor engagement|pairwise_recall_dose_contrast	0.49248256990894085	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_persistence_dose_contrast	BPV	heterologous_control_antigen	FcgR2B	fc_gamma_receptor_binding	Fc-receptor engagement	high	3	2	dose3_minus_dose2	19	21	1.4184208069600677	0.4940624284510985	0.9243583785089692	-0.14736388677470214	1.9960806437926406	1.897840012371037	0.9028987459038883	3.989147984640021	1.7683033306429397	27.463518669108595	0.08811863677683916	0.5639345419002993	two_part_floor_sensitivity_required	HPVVT-FJ-M06|Fc-receptor engagement|pairwise_persistence_dose_contrast	0.2643559103305175	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_recall_dose_contrast	BPV	heterologous_control_antigen	FcgR2B	fc_gamma_receptor_binding	Fc-receptor engagement	high	3	2	dose3_minus_dose2	19	21	0.9653363567008676	2.5531120931337616	-1.587775736432894	-3.0833655260942856	-0.09218594677150227	0.3326839711954859	0.11798165637522813	0.9381002783890173	-2.1557565384505457	34.76731002265898	0.03810693514129518	-0.655416152705759	two_part_floor_sensitivity_required	HPVVT-FJ-M06|Fc-receptor engagement|pairwise_recall_dose_contrast	0.1714812081358283	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_persistence_dose_contrast	BPV	heterologous_control_antigen	FcgR3A	fc_gamma_receptor_binding	Fc-receptor engagement	high	2	1	dose2_minus_dose1	21	20	1.863645744585669	1.9887926258115385	-0.1251468812258696	-1.2514859485610543	1.0011921861093152	0.9169106874933399	0.42001537688015994	2.0016534039404648	-0.2247956340018736	38.70052061445436	0.8233209950726552	-0.06863922591369377	two_part_floor_sensitivity_required	HPVVT-FJ-M06|Fc-receptor engagement|pairwise_persistence_dose_contrast	0.9304907907856587	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_recall_dose_contrast	BPV	heterologous_control_antigen	FcgR3A	fc_gamma_receptor_binding	Fc-receptor engagement	high	2	1	dose2_minus_dose1	21	20	1.183176571426511	0.6327174168822417	0.5504591545442693	-0.3784042011636406	1.4793225102521792	1.4645517324725121	0.7692880477623377	2.7881776966732246	1.1990386782795956	38.637209205922794	0.23781508931531173	0.3678087975366193	two_part_floor_sensitivity_required	HPVVT-FJ-M06|Fc-receptor engagement|pairwise_recall_dose_contrast	0.49248256990894085	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_persistence_dose_contrast	BPV	heterologous_control_antigen	FcgR3A	fc_gamma_receptor_binding	Fc-receptor engagement	high	3	1	dose3_minus_dose1	19	20	1.9217437158369333	1.9887926258115385	-0.06704890997460522	-1.3571618148560414	1.223063994906831	0.9545886513071024	0.39034946166273476	2.3344197512731073	-0.10572632552295241	33.0838706494001	0.9164379465301924	-0.03343704163056795	two_part_floor_sensitivity_required	HPVVT-FJ-M06|Fc-receptor engagement|pairwise_persistence_dose_contrast	0.9304907907856587	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_recall_dose_contrast	BPV	heterologous_control_antigen	FcgR3A	fc_gamma_receptor_binding	Fc-receptor engagement	high	3	1	dose3_minus_dose1	19	20	1.1548898546707347	0.6327174168822417	0.522172437788493	-0.5881259267622173	1.6324708023392032	1.436116151813854	0.6652064549418237	3.1004353403049953	0.9552932514853363	34.46000640376255	0.34608332998284363	0.30153662057676284	two_part_floor_sensitivity_required	HPVVT-FJ-M06|Fc-receptor engagement|pairwise_recall_dose_contrast	0.49248256990894085	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_persistence_dose_contrast	BPV	heterologous_control_antigen	FcgR3A	fc_gamma_receptor_binding	Fc-receptor engagement	high	3	2	dose3_minus_dose2	19	21	1.9217437158369333	1.863645744585669	0.05809797125126437	-1.283796398693503	1.3999923411960318	1.041092294296151	0.4107133084777249	2.639001811896746	0.08784803529605208	35.525781720381204	0.9304907907856588	0.027490678321217307	two_part_floor_sensitivity_required	HPVVT-FJ-M06|Fc-receptor engagement|pairwise_persistence_dose_contrast	0.9304907907856587	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_recall_dose_contrast	BPV	heterologous_control_antigen	FcgR3A	fc_gamma_receptor_binding	Fc-receptor engagement	high	3	2	dose3_minus_dose2	19	21	1.1548898546707347	1.183176571426511	-0.02828671675577632	-1.1113778974358162	1.0548044639242635	0.9805841063663543	0.46285175666934353	2.0774366215600635	-0.05310055811482237	33.56864139161152	0.9579665419591724	-0.01670397829960132	two_part_floor_sensitivity_required	HPVVT-FJ-M06|Fc-receptor engagement|pairwise_recall_dose_contrast	0.9579665419591724	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_persistence_dose_contrast	BPV	heterologous_control_antigen	IgA1	antibody_isotype_or_subclass	Antibody abundance	low	2	1	dose2_minus_dose1	21	20	6.75594962973909	6.319631208730053	0.4363184210090374	-1.1707242279545338	2.0433610699726086	1.3531468546878875	0.44419829858484516	4.1220473292785185	0.5495465536922457	38.17865634744716	0.5858308887464418	0.16878593232836878	continuous_model_plus_floor_summary	HPVVT-FJ-M06|Antibody abundance|pairwise_persistence_dose_contrast	0.886106037391358	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_recall_dose_contrast	BPV	heterologous_control_antigen	IgA1	antibody_isotype_or_subclass	Antibody abundance	low	2	1	dose2_minus_dose1	21	20	0.5867816619183217	0.27410760565272174	0.31267405626559996	-1.5729328570090977	2.198280969540298	1.242007647046673	0.33612439139486266	4.589321795187013	0.33602725689795065	36.86640589569845	0.7387553717688964	0.10345083998207678	continuous_model_plus_floor_summary	HPVVT-FJ-M06|Antibody abundance|pairwise_recall_dose_contrast	0.8059149510206143	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_persistence_dose_contrast	BPV	heterologous_control_antigen	IgA1	antibody_isotype_or_subclass	Antibody abundance	low	3	1	dose3_minus_dose1	19	20	5.982873030891002	6.319631208730053	-0.3367581778390507	-2.126547476724825	1.4530311210467235	0.7918185780712715	0.22900524132249162	2.7378266844813575	-0.38142574076819225	36.4700699689924	0.7051006022025527	-0.11991494764429705	continuous_model_plus_floor_summary	HPVVT-FJ-M06|Antibody abundance|pairwise_persistence_dose_contrast	0.886106037391358	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_recall_dose_contrast	BPV	heterologous_control_antigen	IgA1	antibody_isotype_or_subclass	Antibody abundance	low	3	1	dose3_minus_dose1	19	20	1.1527572804020554	0.27410760565272174	0.8786496747493336	-0.9587058376519592	2.7160051871506266	1.838653563435992	0.5145182523929831	6.570509229969498	0.9711362896500376	34.69056290649697	0.3382033319687525	0.3023013956972932	continuous_model_plus_floor_summary	HPVVT-FJ-M06|Antibody abundance|pairwise_recall_dose_contrast	0.6468242550517379	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_persistence_dose_contrast	BPV	heterologous_control_antigen	IgA1	antibody_isotype_or_subclass	Antibody abundance	low	3	2	dose3_minus_dose2	19	21	5.982873030891002	6.75594962973909	-0.7730765988480881	-2.474640824129687	0.9284876264335111	0.5851682508281112	0.17991148300236695	1.9032797465891957	-0.9218755745930327	35.50555121085097	0.3628156029453051	-0.28850400896748674	continuous_model_plus_floor_summary	HPVVT-FJ-M06|Antibody abundance|pairwise_persistence_dose_contrast	0.886106037391358	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_recall_dose_contrast	BPV	heterologous_control_antigen	IgA1	antibody_isotype_or_subclass	Antibody abundance	low	3	2	dose3_minus_dose2	19	21	1.1527572804020554	0.5867816619183217	0.5659756184837337	-1.0441435823032885	2.176094819270756	1.4803882792574286	0.48493269048873683	4.519285872754896	0.7116094674598492	37.98149918551219	0.4810547216163057	0.21943320027235633	continuous_model_plus_floor_summary	HPVVT-FJ-M06|Antibody abundance|pairwise_recall_dose_contrast	0.6468242550517379	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_persistence_dose_contrast	BPV	heterologous_control_antigen	IgA2	antibody_isotype_or_subclass	Antibody abundance	high	2	1	dose2_minus_dose1	21	20	3.125997709094865	2.780605800496215	0.3453919085986499	-1.7318390491432996	2.4226228663405993	1.2704960663542364	0.30106793136533827	5.361448651476753	0.33633765955808853	38.94782949924683	0.7384216978261317	0.1030169229142631	two_part_floor_sensitivity_required	HPVVT-FJ-M06|Antibody abundance|pairwise_persistence_dose_contrast	0.886106037391358	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_recall_dose_contrast	BPV	heterologous_control_antigen	IgA2	antibody_isotype_or_subclass	Antibody abundance	high	2	1	dose2_minus_dose1	21	20	0.7795382084971871	0.11975710780333752	0.6597811006938497	-1.1111900184554337	2.430752219843133	1.5798428968672957	0.46291203675363296	5.391744825400591	0.7556660594076957	35.87287126891653	0.4547830040447389	0.23296474135448372	two_part_floor_sensitivity_required	HPVVT-FJ-M06|Antibody abundance|pairwise_recall_dose_contrast	0.6468242550517379	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_persistence_dose_contrast	BPV	heterologous_control_antigen	IgA2	antibody_isotype_or_subclass	Antibody abundance	high	3	1	dose3_minus_dose1	19	20	3.4615596950667573	2.780605800496215	0.6809538945705422	-1.3346293484714296	2.696537137612514	1.6031994231759212	0.3964939208775594	6.482440852517687	0.6845971833577567	36.90573880786683	0.49787519020448445	0.21426096856939042	two_part_floor_sensitivity_required	HPVVT-FJ-M06|Antibody abundance|pairwise_persistence_dose_contrast	0.886106037391358	no
