model_id	model_family	contrast_type	antigen_target	antigen_class	feature	assay_family	outcome_family	maximum_floor_severity	higher_dose	lower_dose	contrast_label	n_higher_dose	n_lower_dose	higher_dose_mean_log2	lower_dose_mean_log2	difference_log2	ci95_lower_difference	ci95_upper_difference	ratio_of_geometric_means	ratio_ci95_lower	ratio_ci95_upper	test_statistic	degrees_freedom	p_value	hedges_g	sensitivity_requirement	bh_family	q_value	fdr_significant_0_05
HPVVT-FJ-M06	Heterologous BPV control	pairwise_recall_dose_contrast	BPV	heterologous_control_antigen	IgA2	antibody_isotype_or_subclass	Antibody abundance	high	3	1	dose3_minus_dose1	19	20	-0.026055664861395492	0.11975710780333752	-0.14581277266473303	-1.8853745446186574	1.5937489992891916	0.9038700198656908	0.27067348148591147	3.0183267615543206	-0.17033464606074847	34.06106734419015	0.8657547303043022	-0.05297381075017387	two_part_floor_sensitivity_required	HPVVT-FJ-M06|Antibody abundance|pairwise_recall_dose_contrast	0.8657547303043022	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_persistence_dose_contrast	BPV	heterologous_control_antigen	IgA2	antibody_isotype_or_subclass	Antibody abundance	high	3	2	dose3_minus_dose2	19	21	3.4615596950667573	3.125997709094865	0.33556198597189235	-1.666290601699512	2.3374145736432967	1.2618688602290573	0.3150623785679213	5.053961147800161	0.33934273227387746	37.99250538948931	0.7362202549880539	0.1046829680714699	two_part_floor_sensitivity_required	HPVVT-FJ-M06|Antibody abundance|pairwise_persistence_dose_contrast	0.886106037391358	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_recall_dose_contrast	BPV	heterologous_control_antigen	IgA2	antibody_isotype_or_subclass	Antibody abundance	high	3	2	dose3_minus_dose2	19	21	-0.026055664861395492	0.7795382084971871	-0.8055938733585827	-2.2756781667189734	0.6644904200018079	0.572126520717974	0.20651548012126938	1.5850083273013784	-1.1093514488856848	37.9995706554513	0.2742501099835909	-0.3424067340443524	two_part_floor_sensitivity_required	HPVVT-FJ-M06|Antibody abundance|pairwise_recall_dose_contrast	0.6468242550517379	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_persistence_dose_contrast	BPV	heterologous_control_antigen	IgG	antibody_isotype_or_subclass	Antibody abundance	none	2	1	dose2_minus_dose1	21	20	8.555018006486833	7.934711469556904	0.6203065369299292	-0.19997735556478557	1.440590429424644	1.537201763857051	0.8705642275009501	2.7143192749700367	1.530227223701571	38.48944647535915	0.13413875057226868	0.4669248851317578	standard_continuous_model	HPVVT-FJ-M06|Antibody abundance|pairwise_persistence_dose_contrast	0.8048325034336121	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_recall_dose_contrast	BPV	heterologous_control_antigen	IgG	antibody_isotype_or_subclass	Antibody abundance	none	2	1	dose2_minus_dose1	21	20	0.6213195011101276	1.0073326468856494	-0.3860131457755218	-1.1678872453864468	0.3958609538354032	0.7652414120325415	0.44507265016138364	1.31572770979574	-0.9986321139747818	38.969872393969666	0.32413370031057154	-0.30537980906306655	standard_continuous_model	HPVVT-FJ-M06|Antibody abundance|pairwise_recall_dose_contrast	0.6468242550517379	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_persistence_dose_contrast	BPV	heterologous_control_antigen	IgG	antibody_isotype_or_subclass	Antibody abundance	none	3	1	dose3_minus_dose1	19	20	8.512360088623389	7.934711469556904	0.5776486190664851	-0.08480434824122385	1.2401015863741942	1.4924148484023418	0.9429124007514704	2.3621516462788037	1.7722680203931775	33.905152145648586	0.08533675984740312	0.5510531098856846	standard_continuous_model	HPVVT-FJ-M06|Antibody abundance|pairwise_persistence_dose_contrast	0.8048325034336121	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_recall_dose_contrast	BPV	heterologous_control_antigen	IgG	antibody_isotype_or_subclass	Antibody abundance	none	3	1	dose3_minus_dose1	19	20	1.271153049301261	1.0073326468856494	0.26382040241561167	-0.4490405310741422	0.9766813359053655	1.2006539517015078	0.7325298573229424	1.9679333167452278	0.7502117047988139	36.50314640013221	0.45793576251900636	0.23439085471803536	standard_continuous_model	HPVVT-FJ-M06|Antibody abundance|pairwise_recall_dose_contrast	0.6468242550517379	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_persistence_dose_contrast	BPV	heterologous_control_antigen	IgG	antibody_isotype_or_subclass	Antibody abundance	none	3	2	dose3_minus_dose2	19	21	8.512360088623389	8.555018006486833	-0.042657917863444084	-0.7745738279984775	0.6892579922715893	0.9708646473691699	0.5845612781339492	1.6124539868945538	-0.11860036604271361	32.82769637132573	0.9063147495533589	-0.03589566829078261	standard_continuous_model	HPVVT-FJ-M06|Antibody abundance|pairwise_persistence_dose_contrast	0.9887069995127551	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_recall_dose_contrast	BPV	heterologous_control_antigen	IgG	antibody_isotype_or_subclass	Antibody abundance	none	3	2	dose3_minus_dose2	19	21	1.271153049301261	0.6213195011101276	0.6498335481911335	-0.08518386932226762	1.3848509657045347	1.5689871625118619	0.9426643870976813	2.611449790424653	1.790984953888002	37.23690473343858	0.08142747898778277	0.5489104799394796	standard_continuous_model	HPVVT-FJ-M06|Antibody abundance|pairwise_recall_dose_contrast	0.6468242550517379	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_persistence_dose_contrast	BPV	heterologous_control_antigen	IgG1	antibody_isotype_or_subclass	IgG subclass architecture	none	2	1	dose2_minus_dose1	21	20	7.551437355660973	6.865982527817553	0.6854548278434196	-0.0901311535397118	1.461040809226551	1.6082089097565622	0.9394373422985428	2.753069077595258	1.7916669470904452	36.43422621013368	0.0814954855355489	0.5519364645638213	standard_continuous_model	HPVVT-FJ-M06|IgG subclass architecture|pairwise_persistence_dose_contrast	0.4388833150438395	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_recall_dose_contrast	BPV	heterologous_control_antigen	IgG1	antibody_isotype_or_subclass	IgG subclass architecture	none	2	1	dose2_minus_dose1	21	20	0.501383217451947	1.1968993846475602	-0.6955161671956132	-1.2799164244622254	-0.11111590992900078	0.6174883541552272	0.4118193646996868	0.9258716325673098	-2.4083112801169784	38.48387178663974	0.020919620012957114	-0.7391074733727574	standard_continuous_model	HPVVT-FJ-M06|IgG subclass architecture|pairwise_recall_dose_contrast	0.19917459041357222	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_persistence_dose_contrast	BPV	heterologous_control_antigen	IgG1	antibody_isotype_or_subclass	IgG subclass architecture	none	3	1	dose3_minus_dose1	19	20	7.772692032093803	6.865982527817553	0.9067095042762503	0.22592601612095153	1.587492992431549	1.8747646592461684	1.1695276871260278	3.0052666270735795	2.734464370153704	26.64395341730115	0.010967071690290816	0.8432522692880765	standard_continuous_model	HPVVT-FJ-M06|IgG subclass architecture|pairwise_persistence_dose_contrast	0.13160486028348978	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_recall_dose_contrast	BPV	heterologous_control_antigen	IgG1	antibody_isotype_or_subclass	IgG subclass architecture	none	3	1	dose3_minus_dose1	19	20	0.8643314015821352	1.1968993846475602	-0.332567983065425	-0.8714468801728882	0.20631091404203816	0.7941216961205928	0.5465983916256195	1.153734218598621	-1.2534221034256272	34.57919888096333	0.21846104632371263	-0.39010664590326133	standard_continuous_model	HPVVT-FJ-M06|IgG subclass architecture|pairwise_recall_dose_contrast	0.2912813950982835	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_persistence_dose_contrast	BPV	heterologous_control_antigen	IgG1	antibody_isotype_or_subclass	IgG subclass architecture	none	3	2	dose3_minus_dose2	19	21	7.772692032093803	7.551437355660973	0.2212546764328307	-0.3361325442747972	0.7786418971404586	1.1657469672456644	0.7921620295248434	1.7155151862777396	0.8085913235436253	31.968453284026687	0.42472714524757227	0.24428246523481303	standard_continuous_model	HPVVT-FJ-M06|IgG subclass architecture|pairwise_persistence_dose_contrast	0.5096725742970867	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_recall_dose_contrast	BPV	heterologous_control_antigen	IgG1	antibody_isotype_or_subclass	IgG subclass architecture	none	3	2	dose3_minus_dose2	19	21	0.8643314015821352	0.501383217451947	0.36294818413018815	-0.14509150058146114	0.8709878688418374	1.286051292751932	0.9043220205920564	1.8289148001793598	1.4473788394630636	37.11511845317836	0.1561852931424261	0.4433503502060253	standard_continuous_model	HPVVT-FJ-M06|IgG subclass architecture|pairwise_recall_dose_contrast	0.2912813950982835	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_persistence_dose_contrast	BPV	heterologous_control_antigen	IgG2	antibody_isotype_or_subclass	IgG subclass architecture	high	2	1	dose2_minus_dose1	21	20	2.535112024990198	3.3537060734735507	-0.8185940484833525	-2.7578837136143397	1.1206956166476347	0.5669942271330621	0.14784079104735595	2.1745179481570958	-0.8555011099083221	36.71456821735517	0.39782256074012123	-0.26343778207784985	two_part_floor_sensitivity_required	HPVVT-FJ-M06|IgG subclass architecture|pairwise_persistence_dose_contrast	0.5096725742970867	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_recall_dose_contrast	BPV	heterologous_control_antigen	IgG2	antibody_isotype_or_subclass	IgG subclass architecture	high	2	1	dose2_minus_dose1	21	20	0.884500811237386	-0.6512664667483063	1.5357672779856923	0.1290297759163883	2.942504780054996	2.899425919874338	1.0935580272969934	7.68744817832701	2.2100187733895917	38.030554569969766	0.033195765068928705	0.6789996857711728	two_part_floor_sensitivity_required	HPVVT-FJ-M06|IgG subclass architecture|pairwise_recall_dose_contrast	0.19917459041357222	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_persistence_dose_contrast	BPV	heterologous_control_antigen	IgG2	antibody_isotype_or_subclass	IgG subclass architecture	high	3	1	dose3_minus_dose1	19	20	1.846968904978885	3.3537060734735507	-1.5067371684946655	-3.373049451888721	0.35957511489938976	0.3519061985857565	0.09651858317009343	1.2830479741382013	-1.6408614941123345	33.90932633608958	0.11007089423994341	-0.5101976782324172	two_part_floor_sensitivity_required	HPVVT-FJ-M06|IgG subclass architecture|pairwise_persistence_dose_contrast	0.4388833150438395	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_recall_dose_contrast	BPV	heterologous_control_antigen	IgG2	antibody_isotype_or_subclass	IgG subclass architecture	high	3	1	dose3_minus_dose1	19	20	0.1350985969499484	-0.6512664667483063	0.7863650636982548	-0.4429442570034209	2.0156743843999303	1.724723463802932	0.7356317957943246	4.043695560195813	1.3064708758678594	29.962133507528687	0.20133276805314285	0.40431844019091406	two_part_floor_sensitivity_required	HPVVT-FJ-M06|IgG subclass architecture|pairwise_recall_dose_contrast	0.2912813950982835	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_persistence_dose_contrast	BPV	heterologous_control_antigen	IgG2	antibody_isotype_or_subclass	IgG subclass architecture	high	3	2	dose3_minus_dose2	19	21	1.846968904978885	2.535112024990198	-0.6881431200113131	-2.3057261610597726	0.9294399210371462	0.6206521720073372	0.20225872431505526	1.9045364788190349	-0.8613111331802119	37.85985336215253	0.39448910455244923	-0.2650747008784187	two_part_floor_sensitivity_required	HPVVT-FJ-M06|IgG subclass architecture|pairwise_persistence_dose_contrast	0.5096725742970867	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_recall_dose_contrast	BPV	heterologous_control_antigen	IgG2	antibody_isotype_or_subclass	IgG subclass architecture	high	3	2	dose3_minus_dose2	19	21	0.1350985969499484	0.884500811237386	-0.7494022142874376	-1.8582896868257142	0.3594852582508389	0.5948499846058085	0.2758030494095055	1.2829680634174137	-1.3737409749681218	33.78586563647363	0.17856897576432731	-0.41666940547928794	two_part_floor_sensitivity_required	HPVVT-FJ-M06|IgG subclass architecture|pairwise_recall_dose_contrast	0.2912813950982835	no
HPVVT-FJ-M06	Heterologous BPV control	pairwise_persistence_dose_contrast	BPV	heterologous_control_antigen	IgG3	antibody_isotype_or_subclass	IgG subclass architecture	low	2	1	dose2_minus_dose1	21	20	6.862598022918625	5.712837873979888	1.1497601489387375	-0.4198899062594177	2.7194102041368926	2.218770038321707	0.7474816633382891	6.5860351155211205	1.48352917391666	37.483399236865715	0.1462944383479465	0.45627168614405544	continuous_model_plus_floor_summary	HPVVT-FJ-M06|IgG subclass architecture|pairwise_persistence_dose_contrast	0.4388833150438395	no
