figure_file	file_type	file_size_bytes	image_format	image_mode	width_pixels	height_pixels	x_dpi	y_dpi	frame_count	grayscale_standard_deviation	nonwhite_pixel_fraction	content_bounding_fraction	dimension_pass	dpi_pass	image_variation_pass	content_occupancy_pass	editable_vector	svg_text_elements	svg_embedded_images	svg_viewbox_present	qa_pass	svg_path_elements	svg_group_elements	svg_width_attribute	svg_height_attribute
09_figures/hpv_specific/fiji_nct02276521/phase2C5/Figure_Fiji_multivariate_immune_state_architecture_v1.png	png	1698733	PNG	RGBA	9189.0	5829.0	599.9988	599.9988	1.0	45.26057899561811	0.17579719667104687	0.9693331143232589	True	True	True	True	False				True				
09_figures/hpv_specific/fiji_nct02276521/phase2C5/Figure_Fiji_multivariate_immune_state_architecture_v1.tiff	tiff	6035254	TIFF	RGBA	9189.0	5829.0	600.0	600.0	1.0	45.24584603015201	0.17710030661410425	0.9693331143232589	True	True	True	True	False				True				
09_figures/hpv_specific/fiji_nct02276521/phase2C5/Figure_Fiji_multivariate_immune_state_architecture_v1.svg	svg	115092	SVG										True				True	149.0	2.0	True	False	89.0	540.0	1102.79952pt	699.59952pt
09_figures/hpv_specific/fiji_nct02276521/phase2C5/FigureS_Fiji_multivariate_stability_and_loadings_v1.png	png	1199716	PNG	RGBA	9189.0	6549.0	599.9988	599.9988	1.0	64.12282477393923	0.2818070175438597	0.9657495126705653	True	True	True	True	False				True				
09_figures/hpv_specific/fiji_nct02276521/phase2C5/FigureS_Fiji_multivariate_stability_and_loadings_v1.tiff	tiff	5937896	TIFF	RGBA	9189.0	6549.0	600.0	600.0	1.0	64.13685977750049	0.2810214424951267	0.9657495126705653	True	True	True	True	False				True				
09_figures/hpv_specific/fiji_nct02276521/phase2C5/FigureS_Fiji_multivariate_stability_and_loadings_v1.svg	svg	73354	SVG										True				True	133.0	0.0	True	True	92.0	558.0	1102.79952pt	785.99952pt
