decision	main_figure_files	supplementary_figure_files	total_figure_files	figure_source_data_tables	figure_QA_rows	figure_QA_passes	figure_QA_failures	raster_files_checked	svg_files_checked	editable_svg_files	contact_sheet_generated	figure_legends_generated	supported_core_axis_rows	ordered_cluster_composition_rows	raster_dpi	validation_failures
READY_FOR_PHASE2C5_COMMIT_AND_MANUSCRIPT_INTEGRATION	3	3	6	8	6	6	0	4	2	2	True	2	4	4	600	
