antigen_target	predictor_feature	functional_outcome	relationship	raw_spearman_rho	bpv_calibrated_spearman_rho	raw_q_value	bpv_calibrated_q_value	partial_participants	partial_spearman_rho	rho_change_after_dose_adjustment	partial_q_value	bpv_calibrated_pair_floor_severity	partial_floor_sensitive_pair	raw_context_difference_supported	raw_context_difference_q_value	evidence_grade	claim_readiness	biological_interpretation
HPV18	IgG	ADCP	HPV18 IgG–ADCP coupling	0.6782995276465685	0.6047791053070299	7.820620595037362e-09	1.8557969464057805e-06	60	0.562451096478894	-0.0423280088281359	2.5963496803527057e-05	none	False	False	0.5132852463117462	A1_bpv_stable_and_dose_adjusted	claim_ready	HPV18 IgG–ADCP coupling remained supported after matched BPV calibration and adjustment for previous-dose group (BPV-calibrated zero-order rho=0.605; partial rho=0.562; partial BH q=2.6e-05).
HPV18	IgG1	ADCP	HPV18 IgG1–ADCP coupling	0.6984717977215894	0.516421228118922	3.290460047413318e-09	7.206520560064337e-05	60	0.5260980228927277	0.0096767947738056	6.664319720228425e-05	none	False	False	0.5132852463117462	A1_bpv_stable_and_dose_adjusted	claim_ready	HPV18 IgG1–ADCP coupling remained supported after matched BPV calibration and adjustment for previous-dose group (BPV-calibrated zero-order rho=0.516; partial rho=0.526; partial BH q=6.66e-05).
HPV16	IgG3	ADCP	HPV16 IgG3–ADCP coupling	0.642289524868019	0.5392053348152266	9.515449032413133e-08	5.2708100582917054e-05	60	0.5344595035999978	-0.0047458312152287	9.30280443074936e-05	low	False	False	0.4968902511214509	A1_bpv_stable_and_dose_adjusted	claim_ready	HPV16 IgG3–ADCP coupling remained supported after matched BPV calibration and adjustment for previous-dose group (BPV-calibrated zero-order rho=0.539; partial rho=0.534; partial BH q=9.3e-05).
HPV16	IgG3	nAb	HPV16 IgG3–nAb coupling	0.4946545598855443	0.3956341379224801	0.0001176928320155	0.0105300489264406	60	0.4232737311490881	0.027639593226608	0.0055880569436359	moderate	True	True	0.000897048233056	A1_bpv_stable_and_dose_adjusted	claim_ready	HPV16 IgG3–nAb coupling remained supported after matched BPV calibration and adjustment for previous-dose group (BPV-calibrated zero-order rho=0.396; partial rho=0.423; partial BH q=0.00559).
HPV18	IgG	nAb	HPV18 IgG–nAb coupling	0.4863806469117936	0.3961090739829362	0.0002443253472894	0.0103842134344237	60	0.3498075572576593	-0.0463015167252768	0.0237477080473418	high	True	False	0.7968942139162913	A1_bpv_stable_and_dose_adjusted	claim_ready	HPV18 IgG–nAb coupling remained supported after matched BPV calibration and adjustment for previous-dose group (BPV-calibrated zero-order rho=0.396; partial rho=0.350; partial BH q=0.0237).
HPV18	IgG1	nAb	HPV18 IgG1–nAb coupling	0.5510813691730502	0.3509592221441028	3.028763674317477e-05	0.0179124936984361	60	0.3454171967745975	-0.0055420253695052	0.0237477080473418	high	True	False	0.7968942139162913	A1_bpv_stable_and_dose_adjusted	claim_ready	HPV18 IgG1–nAb coupling remained supported after matched BPV calibration and adjustment for previous-dose group (BPV-calibrated zero-order rho=0.351; partial rho=0.345; partial BH q=0.0237).
