antigen_target	analysis_stratum	predictor_feature	functional_outcome	feature_pair	raw_participants	raw_spearman_rho	raw_p_value	raw_q_value	raw_pair_floor_severity	bpv_calibrated_participants	bpv_calibrated_spearman_rho	bpv_calibrated_p_value	bpv_calibrated_q_value	bpv_calibrated_pair_floor_severity	bpv_calibration_status	absolute_rho_difference
HPV16	primary_dose0	FcgR2B	ADCP	FcgR2B__ADCP	20	-0.004511278195488721	0.9849400483404018	0.9849400483404018	moderate	20	0.007518796992481202	0.9749025019933399	0.9749025019933399	high	direction_changed_after_bpv_calibration	0.012030075187969922
HPV16	primary_dose0	FcgR2B	nAb	FcgR2B__nAb	20	-0.39287937522992067	0.08660779035365203	0.2598233710609561	moderate	20	-0.44531395335538404	0.04911059297872208	0.2946635578723325	high	not_fdr_significant	0.05243457812546337
HPV16	primary_dose0	FcgR3A	ADCP	FcgR3A__ADCP	20	0.09172932330827067	0.7005157258604466	0.8746210516271754	low	20	0.08872180451127819	0.7099206278927328	0.903272051408126	high	not_fdr_significant	0.0030075187969924866
HPV16	primary_dose0	FcgR3A	nAb	FcgR3A__nAb	20	-0.060793713768653106	0.7990268261727531	0.7990268261727531	moderate	20	-0.14666483446687562	0.5372195289289854	0.5372195289289854	high	not_fdr_significant	0.0858711206982225
HPV16	primary_dose0	IgG	ADCP	IgG__ADCP	20	0.3383458646616541	0.14452609966359914	0.2890521993271983	none	20	0.14736842105263157	0.5352473458918693	0.903272051408126	none	not_fdr_significant	0.19097744360902255
HPV16	primary_dose0	IgG	nAb	IgG__nAb	20	-0.1497045201553083	0.5287231886064996	0.6344678263277995	moderate	20	-0.33588526857180845	0.1476553734548766	0.4262831255578881	moderate	not_fdr_significant	0.18618074841650015
HPV16	primary_dose0	IgG1	ADCP	IgG1__ADCP	20	0.35939849624060144	0.11963250632903898	0.2890521993271983	none	20	0.2526315789473684	0.2825500572639195	0.8476501717917586	none	not_fdr_significant	0.10676691729323307
HPV16	primary_dose0	IgG1	nAb	IgG1__nAb	20	-0.16946247713012055	0.4750708311253099	0.6344678263277995	moderate	20	-0.15654381295428174	0.5098382299123313	0.5372195289289854	moderate	not_fdr_significant	0.012918664175838812
HPV16	primary_dose0	IgG3	ADCP	IgG3__ADCP	20	0.49022556390977434	0.02821080561889401	0.16926483371336407	none	20	0.42105263157894735	0.06448807512897049	0.386928450773823	low	not_fdr_significant	0.069172932330827
HPV16	primary_dose0	IgG3	nAb	IgG3__nAb	20	-0.41035756793840844	0.0723160080808106	0.2598233710609561	moderate	20	-0.29104990466742675	0.21314156277894405	0.4262831255578881	moderate	not_fdr_significant	0.11930766327098169
HPV16	recall_all_doses	FcgR2A	ADCP	FcgR2A__ADCP	60	0.13914976382328426	0.2889877612099659	0.2889877612099659	low	60	0.04790219505418172	0.7162671272811423	0.7162671272811423	moderate	not_fdr_significant	0.09124756876910253
HPV16	recall_all_doses	FcgR2A	nAb	FcgR2A__nAb	60	0.12668460199737788	0.3347724520577603	0.3347724520577603	moderate	60	0.061845805920998566	0.6387637820850398	0.7665165385020477	moderate	not_fdr_significant	0.06483879607637932
HPV16	recall_all_doses	FcgR2B	ADCP	FcgR2B__ADCP	60	0.2417893859405391	0.06271381398266002	0.07525657677919202	moderate	60	0.04979160878021673	0.7055751791435706	0.7162671272811423	high	not_fdr_significant	0.19199777716032235
HPV16	recall_all_doses	FcgR2B	nAb	FcgR2B__nAb	60	0.28313127432489704	0.02837523636746959	0.034050283640963505	moderate	60	0.024251611819767416	0.854070319113581	0.854070319113581	high	attenuated_after_bpv_calibration	0.2588796625051296
HPV16	recall_all_doses	FcgR3A	ADCP	FcgR3A__ADCP	60	0.31097527090858573	0.01558775188502987	0.023381627827544806	low	60	0.194331758821895	0.1367912660346709	0.24404992717632565	high	attenuated_after_bpv_calibration	0.11664351208669074
HPV16	recall_all_doses	FcgR3A	nAb	FcgR3A__nAb	60	0.3805293277925212	0.0027061898819756305	0.004059284822963446	moderate	60	0.16707598315971253	0.20197987057139524	0.4039597411427905	high	attenuated_after_bpv_calibration	0.21345334463280866
HPV16	recall_all_doses	IgG	ADCP	IgG__ADCP	60	0.6263279802909552	8.674143804561092e-08	1.7348287609122184e-07	none	60	0.1825507085301473	0.16269995145088376	0.24404992717632565	none	attenuated_after_bpv_calibration	0.44377727176080783
HPV16	recall_all_doses	IgG	nAb	IgG__nAb	60	0.6745631764488348	3.433392345696947e-09	1.0300177037090841e-08	moderate	60	0.13510413505129942	0.303373521505887	0.4550602822588305	moderate	attenuated_after_bpv_calibration	0.5394590413975353
HPV16	recall_all_doses	IgG1	ADCP	IgG1__ADCP	60	0.7062517365934983	2.9035394813571404e-10	1.7421236888142842e-09	none	60	0.2626840789108086	0.04259082934020136	0.1277724880206041	none	attenuated_after_bpv_calibration	0.4435676576826897
HPV16	recall_all_doses	IgG1	nAb	IgG1__nAb	60	0.7698138510862964	6.566280472074763e-13	3.939768283244858e-12	moderate	60	0.30511716462517063	0.01776207184876586	0.05328621554629758	moderate	attenuated_after_bpv_calibration	0.4646966864611258
HPV16	recall_all_doses	IgG3	ADCP	IgG3__ADCP	60	0.642289524868019	3.1718163441377105e-08	9.515449032413132e-08	none	60	0.5392053348152266	8.784683430486175e-06	5.2708100582917054e-05	low	supported_raw_and_bpv_calibrated	0.10308419005279246
HPV16	recall_all_doses	IgG3	nAb	IgG3__nAb	60	0.49465455988554435	5.884641600775442e-05	0.00011769283201550884	moderate	60	0.39563413792248014	0.0017550081544067705	0.010530048926440624	moderate	supported_raw_and_bpv_calibrated	0.09902042196306421
HPV16	recall_dose1	FcgR2A	ADCP	FcgR2A__ADCP	20	-0.07669172932330826	0.7479334475419401	0.7479334475419401	low	20	0.24360902255639094	0.3006681944004437	0.5336045491766053	moderate	direction_changed_after_bpv_calibration	0.3203007518796992
HPV16	recall_dose1	FcgR2A	nAb	FcgR2A__nAb	20	0.032564265673638196	0.8915919031347304	0.8915919031347304	moderate	20	-0.014388861576723854	0.9519897205068379	0.9519897205068379	moderate	direction_changed_after_bpv_calibration	0.04695312725036205
HPV16	recall_dose1	FcgR2B	ADCP	FcgR2B__ADCP	20	0.1518796992481203	0.5226819111403139	0.6272182933683766	moderate	20	-0.21804511278195485	0.35573636611773685	0.5336045491766053	high	direction_changed_after_bpv_calibration	0.36992481203007516
HPV16	recall_dose1	FcgR2B	nAb	FcgR2B__nAb	20	0.287019923030439	0.21983664104531764	0.26380396925438115	moderate	20	-0.21280368963470542	0.3677009083312085	0.7711261619456812	high	direction_changed_after_bpv_calibration	0.4998236126651444
HPV16	recall_dose1	FcgR3A	ADCP	FcgR3A__ADCP	20	0.18045112781954886	0.4464646102705483	0.6272182933683766	low	20	0.12180451127819547	0.608956622164901	0.608956622164901	high	not_fdr_significant	0.05864661654135339
HPV16	recall_dose1	FcgR3A	nAb	FcgR3A__nAb	20	0.3892565710755821	0.0898135916051699	0.13472038740775485	moderate	20	-0.11056704158956226	0.6426051349547344	0.7711261619456812	high	direction_changed_after_bpv_calibration	0.49982361266514436
HPV16	recall_dose1	IgG	ADCP	IgG__ADCP	20	0.7085370941082199	0.0004712415442209041	0.0028274492653254245	none	20	0.13984962406015036	0.5564935505662203	0.608956622164901	none	attenuated_after_bpv_calibration	0.5686874700480695
HPV16	recall_dose1	IgG	nAb	IgG__nAb	20	0.6284236980346465	0.0030026721291049768	0.00900801638731493	moderate	20	-0.12041205214205752	0.6130870306958958	0.7711261619456812	moderate	direction_changed_after_bpv_calibration	0.748835750176704
HPV16	recall_dose1	IgG1	ADCP	IgG1__ADCP	20	0.6045112781954887	0.004753100824093808	0.014259302472281424	none	20	0.3654135338345864	0.11312213950560147	0.5336045491766053	none	attenuated_after_bpv_calibration	0.23909774436090225
HPV16	recall_dose1	IgG1	nAb	IgG1__nAb	20	0.6634022495373735	0.0014289182248554985	0.008573509349132992	moderate	20	0.35820692241002017	0.12095335681574187	0.7257201408944512	moderate	attenuated_after_bpv_calibration	0.3051953271273533
HPV16	recall_dose1	IgG3	ADCP	IgG3__ADCP	20	0.5187969924812029	0.019088394384192506	0.03817678876838501	none	20	0.27669172932330827	0.23761884061099176	0.5336045491766053	low	attenuated_after_bpv_calibration	0.24210526315789466
HPV16	recall_dose1	IgG3	nAb	IgG3__nAb	20	0.5967591011820209	0.00547496628738278	0.01094993257476556	moderate	20	0.1840259664812577	0.4373559185707385	0.7711261619456812	moderate	attenuated_after_bpv_calibration	0.4127331347007632
HPV16	recall_dose2	FcgR2A	ADCP	FcgR2A__ADCP	21	0.16233766233766234	0.4820201872355596	0.4820201872355596	low	21	-0.21428571428571425	0.35094954850355264	0.45789682752367655	moderate	direction_changed_after_bpv_calibration	0.3766233766233766
HPV16	recall_dose2	FcgR2A	nAb	FcgR2A__nAb	21	0.026256873071971276	0.9100501908020635	0.9100501908020635	moderate	21	-0.2356554358209422	0.30378159820816464	0.6297105878155683	moderate	direction_changed_after_bpv_calibration	0.2619123088929135
HPV16	recall_dose2	FcgR2B	ADCP	FcgR2B__ADCP	21	0.3506493506493506	0.11912829331739887	0.14295395198087862	moderate	21	0.3064935064935065	0.17659418586665687	0.45789682752367655	high	not_fdr_significant	0.044155844155844115
HPV16	recall_dose2	FcgR2B	nAb	FcgR2B__nAb	21	0.24615818504973072	0.28209474246334765	0.4004924705812312	moderate	21	0.16607472218021835	0.4718523280564294	0.6297105878155683	high	not_fdr_significant	0.08008346286951237
HPV16	recall_dose2	FcgR3A	ADCP	FcgR3A__ADCP	21	0.5597402597402598	0.008325815617061394	0.024977446851184183	low	21	0.16103896103896104	0.48557914428522886	0.48557914428522886	high	attenuated_after_bpv_calibration	0.3987012987012987
HPV16	recall_dose2	FcgR3A	nAb	FcgR3A__nAb	21	0.5428608507630062	0.010993891038399463	0.04305065482005575	moderate	21	0.06564218267992819	0.7774103010273425	0.7774103010273425	high	attenuated_after_bpv_calibration	0.477218668083078
HPV16	recall_dose2	IgG	ADCP	IgG__ADCP	21	0.5825752650035353	0.005583660639847703	0.024977446851184183	none	21	0.20129870129870128	0.3815806896030638	0.45789682752367655	none	attenuated_after_bpv_calibration	0.381276563704834
HPV16	recall_dose2	IgG	nAb	IgG__nAb	21	0.5067597859672013	0.019055502412429662	0.04305065482005575	moderate	21	0.14703848920303916	0.5247588231796403	0.6297105878155683	moderate	attenuated_after_bpv_calibration	0.3597212967641621
HPV16	recall_dose2	IgG1	ADCP	IgG1__ADCP	21	0.5324675324675324	0.01295751978995037	0.02591503957990074	none	21	0.2636363636363636	0.2482015643743095	0.45789682752367655	none	attenuated_after_bpv_calibration	0.2688311688311688
HPV16	recall_dose2	IgG1	nAb	IgG1__nAb	21	0.49822416654065504	0.021525327410027877	0.04305065482005575	moderate	21	0.19955223534698172	0.3858114180669121	0.6297105878155683	moderate	attenuated_after_bpv_calibration	0.2986719311936733
HPV16	recall_dose2	IgG3	ADCP	IgG3__ADCP	21	0.448051948051948	0.04165618995678563	0.06248428493517845	none	21	0.6610389610389611	0.0011040228328465572	0.006624136997079344	low	emerges_after_bpv_calibration	0.2129870129870131
HPV16	recall_dose2	IgG3	nAb	IgG3__nAb	21	0.22187057745815733	0.3337437254843594	0.4004924705812312	moderate	21	0.3715347539683936	0.09725522168768662	0.5835313301261198	moderate	not_fdr_significant	0.14966417651023625
HPV16	recall_dose3	FcgR2A	ADCP	FcgR2A__ADCP	19	0.18070175438596495	0.4591089856621523	0.4591089856621523	low	19	0.24035087719298245	0.32160243714265613	0.37892417299512104	moderate	not_fdr_significant	0.05964912280701751
HPV16	recall_dose3	FcgR2A	nAb	FcgR2A__nAb	19	0.26397449089933167	0.2748162101170415	0.41222431517556224	moderate	19	0.672182466516855	0.0016183247380514433	0.00970994842830866	moderate	emerges_after_bpv_calibration	0.4082079756175233
HPV16	recall_dose3	FcgR2B	ADCP	FcgR2B__ADCP	19	0.2596491228070175	0.28304842984092177	0.3396581158091061	moderate	19	-0.4052631578947368	0.08519044298371392	0.25557132895114176	high	direction_changed_after_bpv_calibration	0.6649122807017543
HPV16	recall_dose3	FcgR2B	nAb	FcgR2B__nAb	19	0.1514905153958364	0.5358555126341112	0.6430266151609335	moderate	19	-0.38280836824576625	0.10573620612348097	0.15860430918522148	high	direction_changed_after_bpv_calibration	0.5342988836416027
HPV16	recall_dose3	FcgR3A	ADCP	FcgR3A__ADCP	19	0.3368421052631579	0.15848304296395407	0.23772456444593112	low	19	0.25263157894736843	0.29672364447179	0.37892417299512104	high	not_fdr_significant	0.08421052631578946
HPV16	recall_dose3	FcgR3A	nAb	FcgR3A__nAb	19	0.0752916932805654	0.7593431780232522	0.7593431780232522	moderate	19	0.1251837791893738	0.6096064673962276	0.6096064673962276	high	not_fdr_significant	0.04989208590880839
HPV16	recall_dose3	IgG	ADCP	IgG__ADCP	19	0.38350157268017937	0.10505308948563175	0.2101061789712635	none	19	0.2719298245614035	0.2600673825269107	0.37892417299512104	none	not_fdr_significant	0.11157174811877585
HPV16	recall_dose3	IgG	nAb	IgG__nAb	19	0.39341293723517134	0.0956309160743634	0.1912618321487268	moderate	19	0.26397449089933167	0.2748162101170415	0.3297794521404498	moderate	not_fdr_significant	0.12943844633583967
HPV16	recall_dose3	IgG1	ADCP	IgG1__ADCP	19	0.8210526315789475	1.6458315542988976e-05	4.937494662896693e-05	none	19	0.21403508771929824	0.37892417299512104	0.37892417299512104	none	attenuated_after_bpv_calibration	0.6070175438596492
HPV16	recall_dose3	IgG1	nAb	IgG1__nAb	19	0.812787435896224	2.3444753183117747e-05	0.0001406685190987065	moderate	19	0.4172792639645793	0.07548386654061906	0.15096773308123812	moderate	attenuated_after_bpv_calibration	0.3955081719316447
HPV16	recall_dose3	IgG3	ADCP	IgG3__ADCP	19	0.8350877192982457	8.647203091664366e-06	4.937494662896693e-05	none	19	0.5368421052631579	0.017790451903171158	0.10674271141902696	low	attenuated_after_bpv_calibration	0.29824561403508776
HPV16	recall_dose3	IgG3	nAb	IgG3__nAb	19	0.6286402824509859	0.003940315489968483	0.01182094646990545	moderate	19	0.6322687977898083	0.003677058662871978	0.011031175988615935	moderate	supported_raw_and_bpv_calibrated	0.003628515338822358
HPV18	all_participants	FcgR2A	ADCP	FcgR2A__ADCP	80	0.2055789967182372	0.06733844055233745	0.06733844055233745	low	80	-0.009423347398030942	0.9338831204223264	0.9338831204223264	moderate	direction_changed_after_bpv_calibration	0.21500234411626815
HPV18	all_participants	FcgR2A	nAb	FcgR2A__nAb	80	0.16706741369974126	0.1385505414482384	0.16626064973788607	high	80	0.10299209131895698	0.36329111418976634	0.7265822283795327	high	not_fdr_significant	0.06407532238078428
HPV18	all_participants	FcgR2B	ADCP	FcgR2B__ADCP	80	0.23905297702766062	0.032714406306114524	0.03925728756733743	none	80	0.12484763244256915	0.26984471852814196	0.40476707779221294	high	attenuated_after_bpv_calibration	0.11420534458509148
HPV18	all_participants	FcgR2B	nAb	FcgR2B__nAb	80	0.0994552749961906	0.3800882820221516	0.3800882820221516	high	80	0.025759812217481807	0.8205682354447434	0.8205682354447434	high	not_fdr_significant	0.0736954627787088
HPV18	all_participants	FcgR3A	ADCP	FcgR3A__ADCP	80	0.346108766994843	0.0016621633684300377	0.0033243267368600754	low	80	0.24158462259728083	0.030859635638587915	0.06171927127717583	high	attenuated_after_bpv_calibration	0.10452414439756216
HPV18	all_participants	FcgR3A	nAb	FcgR3A__nAb	80	0.18511696633359231	0.10019283622400188	0.15028925433600282	high	80	0.07363651583999604	0.5162469985801607	0.774370497870241	high	not_fdr_significant	0.11148045049359627
HPV18	all_participants	IgG	ADCP	IgG__ADCP	80	0.5118377871542428	1.2187399889979603e-06	7.312439933987762e-06	none	80	0.3901078293483357	0.00034735848063364126	0.0020841508838018476	none	supported_raw_and_bpv_calibrated	0.12172995780590706
HPV18	all_participants	IgG	nAb	IgG__nAb	80	0.30441378090050236	0.0060439214511299215	0.01849907593269802	high	80	0.15330919820418004	0.1745591220446527	0.7013283519125324	high	attenuated_after_bpv_calibration	0.15110458269632232
HPV18	all_participants	IgG1	ADCP	IgG1__ADCP	80	0.49472573839662454	3.091606842337318e-06	9.274820527011954e-06	none	80	0.34353023909985936	0.0018097370759099535	0.005429211227729861	none	supported_raw_and_bpv_calibrated	0.15119549929676518
HPV18	all_participants	IgG1	nAb	IgG1__nAb	80	0.3037182070236916	0.006166358644232673	0.01849907593269802	high	80	0.13463480801997357	0.23377611730417747	0.7013283519125324	high	attenuated_after_bpv_calibration	0.16908339900371805
HPV18	all_participants	IgG3	ADCP	IgG3__ADCP	80	0.28649789029535866	0.009982470605051086	0.014973705907576629	none	80	0.06050164088138772	0.5939539040676225	0.712744684881147	low	attenuated_after_bpv_calibration	0.22599624941397095
HPV18	all_participants	IgG3	nAb	IgG3__nAb	80	0.2261322462899398	0.043699317183076944	0.08739863436615389	high	80	0.030664197518384517	0.7871480806702569	0.8205682354447434	high	not_fdr_significant	0.1954680487715553
HPV18	primary_dose0	FcgR2A	ADCP	FcgR2A__ADCP	20	0.03609022556390977	0.8799311955207728	0.8799311955207728	low	20	0.08421052631578946	0.7241036435108112	0.7241036435108112	moderate	not_fdr_significant	0.04812030075187969
HPV18	primary_dose0	FcgR2A	nAb	FcgR2A__nAb	20	0.13268571387100098	0.577079227251952	0.6449006236307331	high	20	0.15174975322028275	0.5230419068962675	0.932935425963784	high	not_fdr_significant	0.019064039349281775
HPV18	primary_dose0	FcgR2B	ADCP	FcgR2B__ADCP	20	0.3533834586466165	0.12640665077932206	0.15168798093518646	none	20	0.35939849624060144	0.11963250632903898	0.17944875949355849	high	not_fdr_significant	0.006015037593984918
HPV18	primary_dose0	FcgR2B	nAb	FcgR2B__nAb	20	0.10980886665186289	0.6449006236307331	0.6449006236307331	high	20	-0.04041576342047731	0.8656588739550608	0.9872715470045914	high	direction_changed_after_bpv_calibration	0.15022463007234022
HPV18	primary_dose0	FcgR3A	ADCP	FcgR3A__ADCP	20	0.4360902255639097	0.054584099673222065	0.0818761495098331	low	20	0.4977443609022556	0.025532566963083796	0.0765977008892514	high	not_fdr_significant	0.061654135338345906
HPV18	primary_dose0	FcgR3A	nAb	FcgR3A__nAb	20	0.1990285708065015	0.4002162942437739	0.6003244413656609	high	20	0.11743448239157558	0.6219569506425227	0.932935425963784	high	not_fdr_significant	0.08159408841492591
HPV18	primary_dose0	IgG	ADCP	IgG__ADCP	20	0.47368421052631576	0.034879991379496524	0.06975998275899305	none	20	0.3759398496240601	0.10234904601068498	0.17944875949355849	none	not_fdr_significant	0.09774436090225569
HPV18	primary_dose0	IgG	nAb	IgG__nAb	20	0.6824926087042867	0.0009146400119252367	0.005487840071551421	high	20	0.5879349735318492	0.006404090905131873	0.03842454543079124	high	supported_raw_and_bpv_calibrated	0.09455763517243754
HPV18	primary_dose0	IgG1	ADCP	IgG1__ADCP	20	0.5383458646616541	0.01433546239679361	0.04499138893089781	none	20	0.5278195488721804	0.016759126882928903	0.0765977008892514	none	attenuated_after_bpv_calibration	0.010526315789473717
HPV18	primary_dose0	IgG1	nAb	IgG1__nAb	20	0.6291132985262978	0.002961540072638351	0.008884620217915053	high	20	0.5299802939100327	0.016236613678616424	0.04870984103584927	high	supported_raw_and_bpv_calibrated	0.09913300461626517
HPV18	primary_dose0	IgG3	ADCP	IgG3__ADCP	20	0.5353383458646617	0.014997129643632603	0.04499138893089781	none	20	0.14285714285714285	0.5479501508336087	0.6575401810003304	low	attenuated_after_bpv_calibration	0.3924812030075188
HPV18	primary_dose0	IgG3	nAb	IgG3__nAb	20	0.19979113238047275	0.39837617821857074	0.6003244413656609	high	20	-0.0038128078698563507	0.9872715470045914	0.9872715470045914	high	direction_changed_after_bpv_calibration	0.2036039402503291
HPV18	recall_all_doses	FcgR2A	ADCP	FcgR2A__ADCP	60	0.32086690747429847	0.012432684285615173	0.01617580247815097	low	60	-0.05262572936926925	0.6896434291966582	0.6896434291966582	moderate	direction_changed_after_bpv_calibration	0.3734926368435677
HPV18	recall_all_doses	FcgR2A	nAb	FcgR2A__nAb	60	0.15744780108532733	0.22958021008094914	0.22958021008094914	high	60	0.03775146490200273	0.7745929961251808	0.7745929961251808	high	not_fdr_significant	0.11969633618332459
HPV18	recall_all_doses	FcgR2B	ADCP	FcgR2B__ADCP	60	0.3173659349819395	0.013479835398459143	0.01617580247815097	none	60	0.11397610447346489	0.38587963315257656	0.5788194497288649	high	attenuated_after_bpv_calibration	0.2033898305084746
HPV18	recall_all_doses	FcgR2B	nAb	FcgR2B__nAb	60	0.2677203364175559	0.038635766799490816	0.046362920159388976	high	60	0.21053052408836692	0.10639491389396917	0.15959237084095376	high	attenuated_after_bpv_calibration	0.05718981232918896
HPV18	recall_all_doses	FcgR3A	ADCP	FcgR3A__ADCP	60	0.483523200889136	9.093937587933333e-05	0.00018187875175866667	low	60	0.3010836343428731	0.019405289699778998	0.038810579399557996	high	supported_raw_and_bpv_calibrated	0.18243956654626287
HPV18	recall_all_doses	FcgR3A	nAb	FcgR3A__nAb	60	0.34794923202151395	0.0064457549338903	0.0128915098677806	high	60	0.24006781033807098	0.06466608252046202	0.12933216504092404	high	attenuated_after_bpv_calibration	0.10788142168344297
HPV18	recall_all_doses	IgG	ADCP	IgG__ADCP	60	0.6782995276465685	2.6068735316791207e-09	7.820620595037362e-09	none	60	0.6047791053070299	3.0929949106763e-07	1.8557969464057803e-06	none	supported_raw_and_bpv_calibrated	0.0735204223395386
HPV18	recall_all_doses	IgG	nAb	IgG__nAb	60	0.48638064691179367	8.14417824298089e-05	0.0002443253472894267	high	60	0.3961090739829362	0.0017307022390706194	0.010384213434423717	high	supported_raw_and_bpv_calibrated	0.09027157292885746
HPV18	recall_all_doses	IgG1	ADCP	IgG1__ADCP	60	0.6984717977215894	5.484100079022197e-10	3.2904600474133184e-09	none	60	0.516421228118922	2.4021735200214455e-05	7.206520560064337e-05	none	supported_raw_and_bpv_calibrated	0.1820505696026674
HPV18	recall_all_doses	IgG1	nAb	IgG1__nAb	60	0.5510813691730502	5.047939457195796e-06	3.0287636743174775e-05	high	60	0.35095922214410286	0.0059708312328120485	0.017912493698436147	high	supported_raw_and_bpv_calibrated	0.20012214702894732
HPV18	recall_all_doses	IgG3	ADCP	IgG3__ADCP	60	0.21250347318699644	0.10308119165271161	0.10308119165271161	none	60	0.07490969713809392	0.5694632904266782	0.6833559485120139	low	not_fdr_significant	0.13759377604890252
HPV18	recall_all_doses	IgG3	nAb	IgG3__nAb	60	0.3286234075895647	0.01035960973254434	0.01553941459881651	high	60	0.19528365823375776	0.1348418352866738	0.16181020234400853	high	attenuated_after_bpv_calibration	0.13333974935580695
HPV18	recall_dose1	FcgR2A	ADCP	FcgR2A__ADCP	20	0.2571428571428572	0.27375050350001584	0.41062575525002376	low	20	-0.19097744360902258	0.41992697220250474	0.5039123666430056	moderate	direction_changed_after_bpv_calibration	0.44812030075187975
HPV18	recall_dose1	FcgR2A	nAb	FcgR2A__nAb	20	0.0628566058351621	0.7923477373069575	0.7923477373069575	high	20	-0.23400832774777217	0.3207050887145346	0.5206517170483808	high	direction_changed_after_bpv_calibration	0.29686493358293425
HPV18	recall_dose1	FcgR2B	ADCP	FcgR2B__ADCP	20	0.16842105263157892	0.4778286757964305	0.5733944109557166	none	20	-0.156390977443609	0.5102566899029022	0.5102566899029022	high	direction_changed_after_bpv_calibration	0.3248120300751879
HPV18	recall_dose1	FcgR2B	nAb	FcgR2B__nAb	20	0.39455773060384886	0.08515156746261641	0.1441352223333991	high	20	0.13025706269455278	0.5841315636450921	0.7009578763741106	high	not_fdr_significant	0.26430066790929607
HPV18	recall_dose1	FcgR3A	ADCP	FcgR3A__ADCP	20	0.29774436090225564	0.20231998601897422	0.40463997203794844	low	20	0.30225563909774433	0.1952375807222028	0.2928563710833042	high	not_fdr_significant	0.004511278195488688
HPV18	recall_dose1	FcgR3A	nAb	FcgR3A__nAb	20	0.37411040099482024	0.10416562693477924	0.1441352223333991	high	20	0.2218913916831626	0.3471011446989205	0.5206517170483808	high	not_fdr_significant	0.15221900931165763
