matrix_type	mechanistic_axis	analysis_stratum	metric	participants	mean	standard_deviation	median	first_quartile	third_quartile	minimum	maximum
raw_log2_change	binding_antibody_abundance	recall_all_doses	mean_cross_reactive_score	60	1.7744805873824336	0.9726589498424727	1.6382070091600367	1.1989683112136296	2.297933787291431	-0.3888443267487698	4.53731167427691
raw_log2_change	binding_antibody_abundance	recall_all_doses	median_cross_reactive_score	60	1.4747116447413462	0.9688014473975403	1.2866744238687573	0.7409333244419918	2.0414278923510003	-0.23837464865392888	4.277113499525681
raw_log2_change	binding_antibody_abundance	recall_all_doses	minimum_cross_reactive_score	60	0.22554513840501092	1.0261388330495587	0.14438009909142735	-0.3097019758980412	0.8554880129376623	-2.1078986421336694	2.8133880801618387
raw_log2_change	binding_antibody_abundance	recall_all_doses	positive_antigen_count	60	4.466666666666667	0.8726866109342774	5.0	4.0	5.0	0.0	5.0
raw_log2_change	binding_antibody_abundance	recall_all_doses	twofold_antigen_count	60	3.1333333333333333	1.4316834545821553	3.0	2.0	4.0	0.0	5.0
raw_log2_change	binding_antibody_abundance	recall_all_doses	positive_antigen_fraction	60	0.8933333333333333	0.17453732218685544	1.0	0.8	1.0	0.0	1.0
raw_log2_change	binding_antibody_abundance	recall_all_doses	twofold_antigen_fraction	60	0.6266666666666667	0.286336690916431	0.6	0.4	0.8	0.0	1.0
raw_log2_change	binding_antibody_abundance	recall_dose1	mean_cross_reactive_score	20	2.1914918677939457	1.1990098756781529	2.1321039940848414	1.1357817200058684	2.8496664514090737	0.26210433913792663	4.53731167427691
raw_log2_change	binding_antibody_abundance	recall_dose1	median_cross_reactive_score	20	1.8913897492716842	1.143590613133596	1.88432321147187	0.816877509487905	2.481323560943867	0.39719465928455655	4.277113499525681
raw_log2_change	binding_antibody_abundance	recall_dose1	minimum_cross_reactive_score	20	0.5406204244641534	1.1418362209394224	0.5265087412398795	-0.3097019758980412	1.3351909606596901	-2.1078986421336694	2.8133880801618387
raw_log2_change	binding_antibody_abundance	recall_dose1	positive_antigen_count	20	4.6	0.5982430416161187	5.0	4.0	5.0	3.0	5.0
raw_log2_change	binding_antibody_abundance	recall_dose1	twofold_antigen_count	20	3.45	1.5719582155957412	4.0	2.0	5.0	1.0	5.0
raw_log2_change	binding_antibody_abundance	recall_dose1	positive_antigen_fraction	20	0.9200000000000002	0.11964860832322374	1.0	0.8	1.0	0.6	1.0
raw_log2_change	binding_antibody_abundance	recall_dose1	twofold_antigen_fraction	20	0.69	0.3143916431191483	0.8	0.4	1.0	0.2	1.0
raw_log2_change	binding_antibody_abundance	recall_dose2	mean_cross_reactive_score	21	1.6525111204879974	0.7849763164190819	1.6301788121474317	1.4127458170064435	1.9371761758654233	-0.3888443267487698	3.6779250270283073
raw_log2_change	binding_antibody_abundance	recall_dose2	median_cross_reactive_score	21	1.4293630281467946	0.8735452388031287	1.2920281891290752	0.9778095782648067	1.6302399097413427	-0.23837464865392888	3.5421622126376917
raw_log2_change	binding_antibody_abundance	recall_dose2	minimum_cross_reactive_score	21	0.1522989628352794	0.8482941269753369	0.12284738013730134	-0.077003129223008	0.6197418322690595	-1.9013977477233657	1.53566851458982
raw_log2_change	binding_antibody_abundance	recall_dose2	positive_antigen_count	21	4.428571428571429	1.164964745021435	5.0	4.0	5.0	0.0	5.0
raw_log2_change	binding_antibody_abundance	recall_dose2	twofold_antigen_count	21	3.0476190476190474	1.2031704150364766	3.0	2.0	4.0	0.0	5.0
raw_log2_change	binding_antibody_abundance	recall_dose2	positive_antigen_fraction	21	0.8857142857142858	0.232992949004287	1.0	0.8	1.0	0.0	1.0
raw_log2_change	binding_antibody_abundance	recall_dose2	twofold_antigen_fraction	21	0.6095238095238095	0.24063408300729533	0.6	0.4	0.8	0.0	1.0
raw_log2_change	binding_antibody_abundance	recall_dose3	mean_cross_reactive_score	19	1.4703297029904812	0.7685199357179682	1.384133880005868	1.0512735861580045	1.6941147077157748	0.13189481430957367	3.0428345136591566
raw_log2_change	binding_antibody_abundance	recall_dose3	median_cross_reactive_score	19	1.0862252688402314	0.7024983790673847	0.9665643836132174	0.6564742327123851	1.4654180725593138	0.040125985085874526	2.510243464007001
raw_log2_change	binding_antibody_abundance	recall_dose3	minimum_cross_reactive_score	19	-0.025156758132804234	1.0453158630506583	0.015038042867096535	-0.8119097773170427	0.7031675133266785	-1.6366490013533421	1.8235297577081127
raw_log2_change	binding_antibody_abundance	recall_dose3	positive_antigen_count	19	4.368421052631579	0.760885910252682	5.0	4.0	5.0	3.0	5.0
raw_log2_change	binding_antibody_abundance	recall_dose3	twofold_antigen_count	19	2.8947368421052633	1.5236920380774408	2.0	2.0	4.0	1.0	5.0
raw_log2_change	binding_antibody_abundance	recall_dose3	positive_antigen_fraction	19	0.8736842105263157	0.15217718205053643	1.0	0.8	1.0	0.6	1.0
raw_log2_change	binding_antibody_abundance	recall_dose3	twofold_antigen_fraction	19	0.5789473684210528	0.3047384076154881	0.4	0.4	0.8	0.2	1.0
raw_log2_change	fc_receptor_communication	primary_dose0	mean_cross_reactive_score	20	0.41560582786656547	2.354749905860076	0.15775780245411586	-0.6837809995172965	1.4261177273270866	-3.1692786030262976	6.743524211878869
raw_log2_change	fc_receptor_communication	primary_dose0	median_cross_reactive_score	20	0.3877184018106072	2.2216940413676833	0.26669474139532934	-0.2367020564523475	1.4639277955554106	-3.0415545390766785	7.255779047393354
raw_log2_change	fc_receptor_communication	primary_dose0	minimum_cross_reactive_score	20	-1.0288598506810174	2.265505991952103	-0.3078041736862652	-2.2239406104434565	0.2757916983692414	-6.684883556667941	2.5331817628883946
raw_log2_change	fc_receptor_communication	primary_dose0	positive_antigen_count	20	3.0	1.8918106058538346	3.0	1.75	5.0	0.0	5.0
raw_log2_change	fc_receptor_communication	primary_dose0	twofold_antigen_count	20	1.5	2.013114894621608	0.0	0.0	3.25	0.0	5.0
raw_log2_change	fc_receptor_communication	primary_dose0	positive_antigen_fraction	20	0.6	0.37836212117076695	0.6	0.35000000000000003	1.0	0.0	1.0
raw_log2_change	fc_receptor_communication	primary_dose0	twofold_antigen_fraction	20	0.3	0.4026229789243216	0.0	0.0	0.65	0.0	1.0
raw_log2_change	fc_receptor_communication	recall_all_doses	mean_cross_reactive_score	60	3.7836385390766383	2.1889844704865733	3.86889386939937	2.203497894682845	5.146423639338893	-1.6147309232689615	8.960996724360038
raw_log2_change	fc_receptor_communication	recall_all_doses	median_cross_reactive_score	60	3.8526857360184708	2.421393652891407	3.857994390160527	2.117992936770829	5.453730082469992	-1.4142803243536595	9.982340604410695
raw_log2_change	fc_receptor_communication	recall_all_doses	minimum_cross_reactive_score	60	1.889158730423527	1.7682067344035055	1.6533371002323543	0.7606331665692114	2.687109755843925	-3.725569470880366	5.931323562888423
raw_log2_change	fc_receptor_communication	recall_all_doses	positive_antigen_count	60	4.866666666666666	0.6756457467795108	5.0	5.0	5.0	0.0	5.0
raw_log2_change	fc_receptor_communication	recall_all_doses	twofold_antigen_count	60	4.2	1.4356242367529681	5.0	4.0	5.0	0.0	5.0
raw_log2_change	fc_receptor_communication	recall_all_doses	positive_antigen_fraction	60	0.9733333333333334	0.13512914935590217	1.0	1.0	1.0	0.0	1.0
raw_log2_change	fc_receptor_communication	recall_all_doses	twofold_antigen_fraction	60	0.84	0.28712484735059357	1.0	0.8	1.0	0.0	1.0
raw_log2_change	fc_receptor_communication	recall_dose1	mean_cross_reactive_score	20	4.425463599588305	2.838868414995678	4.338388843841073	2.559518018549144	6.494652609780821	-1.6147309232689615	8.960996724360038
raw_log2_change	fc_receptor_communication	recall_dose1	median_cross_reactive_score	20	4.693399155697545	3.0028645175591047	4.655415092920265	2.9179142551806363	6.458435479296229	-1.4142803243536595	9.982340604410695
raw_log2_change	fc_receptor_communication	recall_dose1	minimum_cross_reactive_score	20	2.331891576439741	2.394252795147926	2.0294826347092005	1.2963577663739385	3.821602837185634	-3.725569470880366	5.931323562888423
raw_log2_change	fc_receptor_communication	recall_dose1	positive_antigen_count	20	4.7	1.1285761872936695	5.0	5.0	5.0	0.0	5.0
raw_log2_change	fc_receptor_communication	recall_dose1	twofold_antigen_count	20	4.3	1.6254554017744982	5.0	5.0	5.0	0.0	5.0
raw_log2_change	fc_receptor_communication	recall_dose1	positive_antigen_fraction	20	0.9400000000000001	0.22571523745873395	1.0	1.0	1.0	0.0	1.0
raw_log2_change	fc_receptor_communication	recall_dose1	twofold_antigen_fraction	20	0.86	0.3250910803548996	1.0	1.0	1.0	0.0	1.0
raw_log2_change	fc_receptor_communication	recall_dose2	mean_cross_reactive_score	21	3.5375317398107238	1.9908908583963087	3.46343287740702	1.4890170330126018	5.11176845949106	0.596805738351823	6.610682877380441
raw_log2_change	fc_receptor_communication	recall_dose2	median_cross_reactive_score	21	3.5875297394190566	2.286576307168699	3.455940113357304	1.4114912959932664	5.4483245449896005	0.5648173752792319	7.660044572348137
raw_log2_change	fc_receptor_communication	recall_dose2	minimum_cross_reactive_score	21	1.7892937834783258	1.5439859552379942	1.445554603693464	0.34881429308224643	2.96323117396156	0.022169350548886985	4.5393172386299705
raw_log2_change	fc_receptor_communication	recall_dose2	positive_antigen_count	21	5.0	0.0	5.0	5.0	5.0	5.0	5.0
raw_log2_change	fc_receptor_communication	recall_dose2	twofold_antigen_count	21	4.095238095238095	1.3749458863810569	5.0	4.0	5.0	0.0	5.0
raw_log2_change	fc_receptor_communication	recall_dose2	positive_antigen_fraction	21	1.0	0.0	1.0	1.0	1.0	1.0	1.0
raw_log2_change	fc_receptor_communication	recall_dose2	twofold_antigen_fraction	21	0.819047619047619	0.27498917727621136	1.0	0.8	1.0	0.0	1.0
raw_log2_change	fc_receptor_communication	recall_dose3	mean_cross_reactive_score	19	3.380045990358264	1.4473100722756989	3.799942343931666	2.656930359471341	4.249295492947344	0.506944734194195	6.2856747495295915
raw_log2_change	fc_receptor_communication	recall_dose3	median_cross_reactive_score	19	3.2607913957556405	1.6289306122846121	3.4081987766371267	2.5011364338527367	4.1966924792790525	0.2810834608167241	6.671762020889333
raw_log2_change	fc_receptor_communication	recall_dose3	minimum_cross_reactive_score	19	1.5335012022932617	1.0888163628948087	1.5235018192224292	0.8828683863510629	2.1895988389582017	-0.12595127818463672	4.121527780978737
raw_log2_change	fc_receptor_communication	recall_dose3	positive_antigen_count	19	4.894736842105263	0.3153017676423058	5.0	5.0	5.0	4.0	5.0
raw_log2_change	fc_receptor_communication	recall_dose3	twofold_antigen_count	19	4.2105263157894735	1.3572417850765923	5.0	4.0	5.0	0.0	5.0
raw_log2_change	fc_receptor_communication	recall_dose3	positive_antigen_fraction	19	0.9789473684210527	0.06306035352846114	1.0	1.0	1.0	0.8	1.0
raw_log2_change	fc_receptor_communication	recall_dose3	twofold_antigen_fraction	19	0.8421052631578947	0.27144835701531844	1.0	0.8	1.0	0.0	1.0
raw_log2_change	global_shared_serology	primary_dose0	mean_cross_reactive_score	20	0.6804001376830325	1.1935536116524006	0.48169697451325055	0.1900746417294625	1.0225142393075777	-1.6910508530443735	3.662603973068362
raw_log2_change	global_shared_serology	primary_dose0	median_cross_reactive_score	20	0.5645119713775418	0.9648017254895618	0.5974972202052263	0.11604826976049092	0.9289040576190942	-1.4717139968864688	3.190250860566043
raw_log2_change	global_shared_serology	primary_dose0	minimum_cross_reactive_score	20	-0.29689617093183934	1.1902527625398314	-0.18702266036570542	-0.43498187842772956	0.2699367328891691	-4.071110000302645	1.8240030482383522
raw_log2_change	global_shared_serology	primary_dose0	positive_antigen_count	20	3.65	1.4608937423083819	4.0	3.0	5.0	0.0	5.0
raw_log2_change	global_shared_serology	primary_dose0	twofold_antigen_count	20	1.5	1.538967528127731	1.0	0.0	2.0	0.0	5.0
raw_log2_change	global_shared_serology	primary_dose0	positive_antigen_fraction	20	0.73	0.2921787484616764	0.8	0.6	1.0	0.0	1.0
raw_log2_change	global_shared_serology	primary_dose0	twofold_antigen_fraction	20	0.30000000000000004	0.30779350562554625	0.2	0.0	0.4	0.0	1.0
raw_log2_change	global_shared_serology	recall_all_doses	mean_cross_reactive_score	60	2.5937115940601383	1.1354154347598269	2.345051857314848	1.7966065539491636	3.3991672238526407	0.3805868589657095	6.172014076953264
raw_log2_change	global_shared_serology	recall_all_doses	median_cross_reactive_score	60	2.5968071674150317	1.1919029414523594	2.410064211970571	1.7274133186182539	3.398726025717501	0.4496782165463321	6.4231524796069435
raw_log2_change	global_shared_serology	recall_all_doses	minimum_cross_reactive_score	60	1.3485588520401253	0.9738531119584873	1.145642728342434	0.7411112156020568	1.9391451272258076	-0.37029746429786	4.37698830149482
raw_log2_change	global_shared_serology	recall_all_doses	positive_antigen_count	60	4.916666666666667	0.334038801494609	5.0	5.0	5.0	3.0	5.0
raw_log2_change	global_shared_serology	recall_all_doses	twofold_antigen_count	60	4.3	1.062456379962036	5.0	4.0	5.0	0.0	5.0
raw_log2_change	global_shared_serology	recall_all_doses	positive_antigen_fraction	60	0.9833333333333333	0.06680776029892178	1.0	1.0	1.0	0.6	1.0
raw_log2_change	global_shared_serology	recall_all_doses	twofold_antigen_fraction	60	0.86	0.21249127599240716	1.0	0.8	1.0	0.0	1.0
raw_log2_change	global_shared_serology	recall_dose1	mean_cross_reactive_score	20	3.090172862954824	1.4663973964576302	3.3615378419595596	2.070560791034179	3.6247631794847974	0.46018636556057635	6.172014076953264
raw_log2_change	global_shared_serology	recall_dose1	median_cross_reactive_score	20	3.174172410001474	1.5347041730850868	3.384070443909106	2.1138581008031117	4.141283496789501	0.4496782165463321	6.4231524796069435
raw_log2_change	global_shared_serology	recall_dose1	minimum_cross_reactive_score	20	1.5718851683659962	1.1606970077986851	1.2939203352659312	0.7886311224721041	2.333994426401602	-0.05340119744090925	4.37698830149482
raw_log2_change	global_shared_serology	recall_dose1	positive_antigen_count	20	4.9	0.44721359549995787	5.0	5.0	5.0	3.0	5.0
raw_log2_change	global_shared_serology	recall_dose1	twofold_antigen_count	20	4.35	0.9880869341680842	5.0	4.0	5.0	1.0	5.0
raw_log2_change	global_shared_serology	recall_dose1	positive_antigen_fraction	20	0.9800000000000001	0.08944271909999157	1.0	1.0	1.0	0.6	1.0
raw_log2_change	global_shared_serology	recall_dose1	twofold_antigen_fraction	20	0.8700000000000001	0.19761738683361685	1.0	0.8	1.0	0.2	1.0
raw_log2_change	global_shared_serology	recall_dose2	mean_cross_reactive_score	21	2.5209435558959377	0.8821817739610404	2.642311318806707	1.938082788511839	3.10886523449397	0.3805868589657095	3.8260816258469132
raw_log2_change	global_shared_serology	recall_dose2	median_cross_reactive_score	21	2.4835856665302156	0.9101838426685318	2.5773736243011047	1.741883858151323	3.2743024338568905	0.5041347881853676	4.08015636125425
raw_log2_change	global_shared_serology	recall_dose2	minimum_cross_reactive_score	21	1.404444573597526	0.8638308292409861	1.1849820369591173	0.8298700432339636	1.906294971467634	-0.37029746429786	3.183149907758791
raw_log2_change	global_shared_serology	recall_dose2	positive_antigen_count	21	4.9523809523809526	0.21821789023599233	5.0	5.0	5.0	4.0	5.0
raw_log2_change	global_shared_serology	recall_dose2	twofold_antigen_count	21	4.333333333333333	1.0165300454651272	5.0	4.0	5.0	1.0	5.0
raw_log2_change	global_shared_serology	recall_dose2	positive_antigen_fraction	21	0.9904761904761905	0.04364357804719848	1.0	1.0	1.0	0.8	1.0
raw_log2_change	global_shared_serology	recall_dose2	twofold_antigen_fraction	21	0.8666666666666668	0.2033060090930254	1.0	0.8	1.0	0.2	1.0
raw_log2_change	global_shared_serology	recall_dose3	mean_cross_reactive_score	19	2.15154861635248	0.7776244776353458	2.0990179599760883	1.736635934322782	2.4708936284511416	0.8050413005812528	4.012675261482359
raw_log2_change	global_shared_serology	recall_dose3	median_cross_reactive_score	19	2.1141938340914677	0.7865536769078864	2.1841087089218343	1.4905380236680537	2.4367843411267143	0.8474255359475635	3.7153717994853945
raw_log2_change	global_shared_serology	recall_dose3	minimum_cross_reactive_score	19	1.0517100899757663	0.8398561664371268	1.017944849026113	0.40749063090262316	1.3989813011944667	-0.16281251542679367	2.945633733120826
raw_log2_change	global_shared_serology	recall_dose3	positive_antigen_count	19	4.894736842105263	0.3153017676423058	5.0	5.0	5.0	4.0	5.0
raw_log2_change	global_shared_serology	recall_dose3	twofold_antigen_count	19	4.2105263157894735	1.228320776436091	5.0	4.0	5.0	0.0	5.0
raw_log2_change	global_shared_serology	recall_dose3	positive_antigen_fraction	19	0.9789473684210527	0.06306035352846114	1.0	1.0	1.0	0.8	1.0
raw_log2_change	global_shared_serology	recall_dose3	twofold_antigen_fraction	19	0.8421052631578947	0.24566415528721822	1.0	0.8	1.0	0.0	1.0
raw_log2_change	igg_subclass_architecture	primary_dose0	mean_cross_reactive_score	20	0.30867925230459436	1.0713322236404283	0.5611462971401947	-0.2851381859918609	0.929558078489989	-2.2539534551193743	2.440462502375022
raw_log2_change	igg_subclass_architecture	primary_dose0	median_cross_reactive_score	20	0.214383305157767	1.013243999435308	0.4321074084454875	-0.2693181408316325	0.9098381452278651	-2.13991926557026	1.733004095315548
raw_log2_change	igg_subclass_architecture	primary_dose0	minimum_cross_reactive_score	20	-0.8101660004193485	1.3866990270579869	-0.3367445828030482	-1.3995265546762679	0.08994199699332489	-5.122037573337643	0.9637797853389884
raw_log2_change	igg_subclass_architecture	primary_dose0	positive_antigen_count	20	3.15	1.7851728502481652	3.5	2.0	5.0	0.0	5.0
raw_log2_change	igg_subclass_architecture	primary_dose0	twofold_antigen_count	20	1.3	1.3803127029389888	1.0	0.0	2.0	0.0	4.0
raw_log2_change	igg_subclass_architecture	primary_dose0	positive_antigen_fraction	20	0.63	0.357034570049633	0.7	0.4	1.0	0.0	1.0
raw_log2_change	igg_subclass_architecture	primary_dose0	twofold_antigen_fraction	20	0.25999999999999995	0.2760625405877977	0.2	0.0	0.4	0.0	0.8
raw_log2_change	igg_subclass_architecture	recall_all_doses	mean_cross_reactive_score	60	2.5204973919754683	1.2962450698560357	2.493034436475722	1.4317427670728098	3.351914545029719	0.24713403229997058	5.714979494074539
raw_log2_change	igg_subclass_architecture	recall_all_doses	median_cross_reactive_score	60	2.5542486657250754	1.462175749673248	2.3216277367972307	1.3883704726107677	3.528322661671054	0.2154201127117119	6.320749259106831
raw_log2_change	igg_subclass_architecture	recall_all_doses	minimum_cross_reactive_score	60	0.8488712974560406	1.1044447327123907	0.9261731254265557	0.11328406821070615	1.483512607573044	-2.0904554260000854	3.2134811406295585
raw_log2_change	igg_subclass_architecture	recall_all_doses	positive_antigen_count	60	4.7	0.5908913118102866	5.0	5.0	5.0	3.0	5.0
raw_log2_change	igg_subclass_architecture	recall_all_doses	twofold_antigen_count	60	3.966666666666667	1.2482756468006095	4.0	3.0	5.0	0.0	5.0
raw_log2_change	igg_subclass_architecture	recall_all_doses	positive_antigen_fraction	60	0.9399999999999998	0.11817826236205732	1.0	1.0	1.0	0.6	1.0
raw_log2_change	igg_subclass_architecture	recall_all_doses	twofold_antigen_fraction	60	0.7933333333333333	0.2496551293601219	0.8	0.6	1.0	0.0	1.0
raw_log2_change	igg_subclass_architecture	recall_dose1	mean_cross_reactive_score	20	2.987385805640591	1.4654037332267364	2.9816971541649715	2.0203384314633643	4.197932310689895	0.24713403229997058	5.714979494074539
raw_log2_change	igg_subclass_architecture	recall_dose1	median_cross_reactive_score	20	2.982790813423373	1.6545881741471378	2.5342692185022724	1.8196309671758284	4.325593725065134	0.3353808937406497	6.320749259106831
raw_log2_change	igg_subclass_architecture	recall_dose1	minimum_cross_reactive_score	20	1.1664550989987168	0.9092456924658355	1.225940420479297	0.6788392437340253	1.7071787033168448	-0.9062799067982883	2.717372638542635
raw_log2_change	igg_subclass_architecture	recall_dose1	positive_antigen_count	20	4.9	0.30779350562554625	5.0	5.0	5.0	4.0	5.0
raw_log2_change	igg_subclass_architecture	recall_dose1	twofold_antigen_count	20	4.25	1.446411166701189	5.0	4.0	5.0	0.0	5.0
raw_log2_change	igg_subclass_architecture	recall_dose1	positive_antigen_fraction	20	0.9800000000000001	0.061558701125109236	1.0	1.0	1.0	0.8	1.0
raw_log2_change	igg_subclass_architecture	recall_dose1	twofold_antigen_fraction	20	0.85	0.2892822333402378	1.0	0.8	1.0	0.0	1.0
raw_log2_change	igg_subclass_architecture	recall_dose2	mean_cross_reactive_score	21	2.6269348533677883	1.24272758683605	2.6024666924698465	1.6755967183682217	3.2410207893570453	0.4843457022266717	5.248683751173397
raw_log2_change	igg_subclass_architecture	recall_dose2	median_cross_reactive_score	21	2.6910579892130158	1.3392919130117493	2.872671777364695	1.4029788099598948	3.528199831402161	0.42921038115684823	5.196949911133306
raw_log2_change	igg_subclass_architecture	recall_dose2	minimum_cross_reactive_score	21	1.1259079067197288	0.995003497668474	0.9462503995133451	0.5532694168214792	1.2600074508927461	-0.31997804258044715	3.2134811406295585
raw_log2_change	igg_subclass_architecture	recall_dose2	positive_antigen_count	21	4.857142857142857	0.35856858280031817	5.0	5.0	5.0	4.0	5.0
raw_log2_change	igg_subclass_architecture	recall_dose2	twofold_antigen_count	21	4.142857142857143	1.01418510567422	4.0	4.0	5.0	1.0	5.0
raw_log2_change	igg_subclass_architecture	recall_dose2	positive_antigen_fraction	21	0.9714285714285715	0.07171371656006362	1.0	1.0	1.0	0.8	1.0
raw_log2_change	igg_subclass_architecture	recall_dose2	twofold_antigen_fraction	21	0.8285714285714285	0.202837021134844	0.8	0.8	1.0	0.2	1.0
raw_log2_change	igg_subclass_architecture	recall_dose3	mean_cross_reactive_score	19	1.9113944992101428	0.9368953101798968	1.5579632641606804	1.1344539635547841	2.5430626186210716	0.722045263516662	3.6296573401671575
raw_log2_change	igg_subclass_architecture	recall_dose3	median_cross_reactive_score	19	1.9519413632401945	1.2313306869101928	1.5077516386957306	0.944354469591232	2.652399027006416	0.2154201127117119	4.4125144270383245
raw_log2_change	igg_subclass_architecture	recall_dose3	minimum_cross_reactive_score	19	0.2083742013828313	1.1793644096613587	0.12011075088609297	-0.3738251830926521	0.9203692475301941	-2.0904554260000854	2.5894089461798298
raw_log2_change	igg_subclass_architecture	recall_dose3	positive_antigen_count	19	4.315789473684211	0.8200698871944031	5.0	4.0	5.0	3.0	5.0
raw_log2_change	igg_subclass_architecture	recall_dose3	twofold_antigen_count	19	3.473684210526316	1.1722922015640782	4.0	2.0	4.0	2.0	5.0
raw_log2_change	igg_subclass_architecture	recall_dose3	positive_antigen_fraction	19	0.8631578947368422	0.1640139774388806	1.0	0.8	1.0	0.6	1.0
raw_log2_change	igg_subclass_architecture	recall_dose3	twofold_antigen_fraction	19	0.6947368421052632	0.23445844031281562	0.8	0.4	0.8	0.4	1.0
