decision	calibration_registry_rows	claim_ready_findings	qualified_or_exploratory_findings	supported_raw_and_bpv_calibrated	attenuated_after_bpv_calibration	direction_changed_after_bpv_calibration	raw_recall_dose_trends	bpv_calibrated_recall_dose_trends	recall_global_fdr_findings	recall_pairwise_fdr_findings	validation_failures
READY_FOR_PHASE2C2_COMMIT_AND_PHASE2C3_FUNCTIONAL_COUPLING	144	16	12	16	7	5	5	0	0	0	
